from,to,state,shore
pp_nav_01895,pp_nav_01911,navigable,False
pp_nav_01895,mayaba,navigable,True
pp_nav_01895,nechi,navigable,True
pp_nav_01895,mompoj,navigable,True
pp_nav_01896,salaga,navigable,True
pp_nav_01897,pp_nav_01921,navigable,False
pp_nav_01897,macaregua,navigable,True
pp_nav_01897,simiti,navigable,True
pp_nav_01897,norosi,navigable,True
pp_nav_01898,macaregua,navigable,True
pp_nav_01898,curumanao,navigable,True
pp_nav_01898,hacaritamas,navigable,True
pp_nav_01898,simiti,navigable,True
pp_nav_01898,norosi,navigable,True
pp_nav_01899,pp_nav_01900,navigable,False
pp_nav_01899,pp_nav_01902,navigable,False
pp_nav_01899,uyapari,navigable,True
pp_nav_01899,orinucu,navigable,True
pp_nav_01900,uyapari,navigable,True
pp_nav_01900,orinucu,navigable,True
pp_nav_01901,pp_nav_01908,navigable,False
pp_nav_01901,pankshin,navigable,True
pp_nav_01901,kwararafa,navigable,True
pp_nav_01901,ibi,navigable,True
pp_nav_01902,pp_nav_01904,navigable,False
pp_nav_01902,pp_nav_01907,navigable,False
pp_nav_01902,caroni,navigable,True
pp_nav_01902,cachamay,navigable,True
pp_nav_01902,uyapari,navigable,True
pp_nav_01902,guanipa,navigable,True
pp_nav_01903,pp_nav_01917,navigable,False
pp_nav_01903,pp_nav_01922,navigable,False
pp_nav_01903,guamontey,navigable,True
pp_nav_01903,guaquire,navigable,True
pp_nav_01903,guarico,navigable,True
pp_nav_01904,pp_nav_01910,navigable,False
pp_nav_01904,caroni,navigable,True
pp_nav_01904,guanipa,navigable,True
pp_nav_01905,pp_nav_01915,navigable,False
pp_nav_01905,pp_nav_01929,navigable,False
pp_nav_01905,lokoja,navigable,True
pp_nav_01906,dambai,navigable,True
pp_nav_01906,salaga,navigable,True
pp_nav_01907,pp_nav_01936,navigable,False
pp_nav_01907,caroni,navigable,True
pp_nav_01907,cachamay,navigable,True
pp_nav_01908,pp_nav_01925,navigable,False
pp_nav_01908,katsina_ala,navigable,True
pp_nav_01908,wukari,navigable,True
pp_nav_01908,ibi,navigable,True
pp_nav_01909,darien_gulf,navigable,False
pp_nav_01909,murri,navigable,True
pp_nav_01909,acanti,navigable,True
pp_nav_01910,pp_nav_01918,navigable,False
pp_nav_01910,caroni,navigable,True
pp_nav_01910,guanipa,navigable,True
pp_nav_01910,aro,navigable,True
pp_nav_01911,pp_nav_01919,navigable,False
pp_nav_01911,mayaba,navigable,True
pp_nav_01911,nechi,navigable,True
pp_nav_01912,pp_nav_01917,navigable,False
pp_nav_01912,apure,navigable,True
pp_nav_01912,arechuna,navigable,True
pp_nav_01912,guaquire,navigable,True
pp_nav_01912,barinas,navigable,True
pp_nav_01912,guaritico,navigable,True
pp_nav_01913,segbwema,navigable,True
pp_nav_01914,caparo,navigable,True
pp_nav_01914,arechuna,navigable,True
pp_nav_01914,barinas,navigable,True
pp_nav_01915,pp_nav_01920,navigable,False
pp_nav_01915,lokoja,navigable,True
pp_nav_01915,kuje,navigable,True
pp_nav_01916,pp_nav_01938,navigable,False
pp_nav_01916,rumbek,navigable,True
pp_nav_01916,sobat,navigable,True
pp_nav_01916,shambe,navigable,True
pp_nav_01917,apure,navigable,True
pp_nav_01917,guaquire,navigable,True
pp_nav_01918,pp_nav_01926,navigable,False
pp_nav_01918,guanipa,navigable,True
pp_nav_01918,aro,navigable,True
pp_nav_01919,pp_nav_01940,barrier,False
pp_nav_01919,mayaba,navigable,True
pp_nav_01919,sotachiro,navigable,True
pp_nav_01919,nechi,navigable,True
pp_nav_01919,noris,navigable,True
pp_nav_01920,pp_nav_01925,navigable,False
pp_nav_01920,katsina_ala,navigable,True
pp_nav_01920,kuje,navigable,True
pp_nav_01921,pp_nav_01943,navigable,False
pp_nav_01921,macaregua,navigable,True
pp_nav_01921,simiti,navigable,True
pp_nav_01922,pp_nav_01928,navigable,False
pp_nav_01922,apure,navigable,True
pp_nav_01922,guamontey,navigable,True
pp_nav_01922,guaquire,navigable,True
pp_nav_01923,pp_nav_01926,navigable,False
pp_nav_01923,guanipa,navigable,True
pp_nav_01923,kai_kara,navigable,True
pp_nav_01923,ipire,navigable,True
pp_nav_01924,pp_nav_01941,improvable,False
pp_nav_01924,mano,improvable,True
pp_nav_01924,segbwema,improvable,True
pp_nav_01925,pp_nav_01934,navigable,False
pp_nav_01925,katsina_ala,navigable,True
pp_nav_01926,pp_nav_01932,navigable,False
pp_nav_01926,guanipa,navigable,True
pp_nav_01926,kai_kara,navigable,True
pp_nav_01926,aro,navigable,True
pp_nav_01927,sherbro_coast,navigable,False
pp_nav_01927,sherbro_island,navigable,True
pp_nav_01927,galinhas,navigable,True
pp_nav_01928,pp_nav_01935,navigable,False
pp_nav_01928,apure,navigable,True
pp_nav_01928,guamontey,navigable,True
pp_nav_01928,kai_kara,navigable,True
pp_nav_01929,pp_nav_01954,navigable,False
pp_nav_01929,idah,navigable,True
pp_nav_01929,lokoja,navigable,True
pp_nav_01930,pp_nav_01937,navigable,False
pp_nav_01930,apure,navigable,True
pp_nav_01931,pp_nav_01935,navigable,False
pp_nav_01931,apure,navigable,True
pp_nav_01932,kai_kara,navigable,True
pp_nav_01932,aro,navigable,True
pp_nav_01933,pp_nav_01953,navigable,False
pp_nav_01933,dambai,navigable,True
pp_nav_01933,kpalime,navigable,True
pp_nav_01934,katsina_ala,navigable,True
pp_nav_01934,wukari,navigable,True
pp_nav_01935,apure,navigable,True
pp_nav_01935,kai_kara,navigable,True
pp_nav_01936,caroni,navigable,True
pp_nav_01936,cachamay,navigable,True
pp_nav_01937,pp_nav_01946,navigable,False
pp_nav_01937,apure,navigable,True
pp_nav_01938,pp_nav_01952,navigable,False
pp_nav_01938,shambe,navigable,True
pp_nav_01939,murri,navigable,True
pp_nav_01940,pp_nav_01948,barrier,False
pp_nav_01940,ebejico,barrier,True
pp_nav_01940,sotachiro,barrier,True
pp_nav_01940,noris,barrier,True
pp_nav_01941,cape_mount_coast,navigable,False
pp_nav_01941,mano,navigable,True
pp_nav_01942,pp_nav_01956,barrier,False
pp_nav_01942,soddo,barrier,True
pp_nav_01943,macaregua,navigable,True
pp_nav_01943,simiti,navigable,True
pp_nav_01943,yolombo,navigable,True
pp_nav_01943,tora,navigable,True
pp_nav_01944,moro_gulf,navigable,False
pp_nav_01944,buayan,navigable,True
pp_nav_01944,kuta_watu,navigable,True
pp_nav_01945,pp_nav_01955,improvable,False
pp_nav_01945,mesurado,navigable,True
pp_nav_01945,saint_paul_river,navigable,True
pp_nav_01945,bopolu,navigable,True
pp_nav_01946,pp_nav_01950,navigable,False
pp_nav_01946,arauca,navigable,True
pp_nav_01946,apure,navigable,True
pp_nav_01946,arechuna,navigable,True
pp_nav_01947,guajobos,navigable,True
pp_nav_01947,apure,navigable,True
pp_nav_01947,kai_kara,navigable,True
pp_nav_01948,pp_nav_01961,improvable,False
pp_nav_01948,ebejico,improvable,True
pp_nav_01948,sotachiro,improvable,True
pp_nav_01949,pp_nav_01950,navigable,False
pp_nav_01949,arauca,navigable,True
pp_nav_01949,sarare,navigable,True
pp_nav_01949,arechuna,navigable,True
pp_nav_01949,guadual,navigable,True
pp_nav_01950,arauca,navigable,True
pp_nav_01950,arechuna,navigable,True
pp_nav_01951,parepona,navigable,True
pp_nav_01952,pp_nav_01966,navigable,False
pp_nav_01952,lado,navigable,True
pp_nav_01952,bor,navigable,True
pp_nav_01952,shambe,navigable,True
pp_nav_01953,pp_nav_01975,navigable,False
pp_nav_01953,kpalime,navigable,True
pp_nav_01953,keta,navigable,True
pp_nav_01953,kibi,navigable,True
pp_nav_01953,akropong,navigable,True
pp_nav_01954,ugbodu,navigable,True
pp_nav_01954,idah,navigable,True
pp_nav_01954,ukunzu,navigable,True
pp_nav_01955,cape_mesurado,improvable,False
pp_nav_01955,mesurado,improvable,True
pp_nav_01955,saint_paul_river,improvable,True
pp_nav_01956,pp_nav_01959,navigable,False
pp_nav_01956,soddo,navigable,True
pp_nav_01957,pp_nav_01974,navigable,False
pp_nav_01957,bojaya,navigable,True
pp_nav_01957,kuna,navigable,True
pp_nav_01958,ebejico,navigable,True
pp_nav_01958,catios,navigable,True
pp_nav_01959,pp_nav_01965,improvable,False
pp_nav_01959,soddo,navigable,True
pp_nav_01959,omo,navigable,True
pp_nav_01960,pp_nav_01969,navigable,False
pp_nav_01960,pp_nav_01976,navigable,False
pp_nav_01960,guajobos,navigable,True
pp_nav_01960,atanari,navigable,True
pp_nav_01961,pp_nav_01968,improvable,False
pp_nav_01961,ebejico,improvable,True
pp_nav_01961,amaga,improvable,True
pp_nav_01961,guarzo,improvable,True
pp_nav_01962,chipata,navigable,True
pp_nav_01962,pp_nav_01977,navigable,False
pp_nav_01962,pantagoras,navigable,True
pp_nav_01962,ondaimas,navigable,True
pp_nav_01962,cocorna,navigable,True
pp_nav_01963,essequibo_mouth,navigable,False
pp_nav_01963,essequibo,navigable,True
pp_nav_01964,pp_nav_01985,navigable,False
pp_nav_01964,nnewi,navigable,True
pp_nav_01964,ugbodu,navigable,True
pp_nav_01964,ozoro,navigable,True
pp_nav_01964,onitsha,navigable,True
pp_nav_01965,pp_nav_01982,improvable,False
pp_nav_01965,omo,improvable,True
pp_nav_01966,pp_nav_01983,navigable,False
pp_nav_01966,lado,navigable,True
pp_nav_01966,bor,navigable,True
pp_nav_01967,cestos_point,improvable,False
pp_nav_01967,bassa,improvable,True
pp_nav_01967,junk_river,improvable,True
pp_nav_01968,ebejico,navigable,True
pp_nav_01968,amaga,navigable,True
pp_nav_01968,guarzo,navigable,True
pp_nav_01968,tahamies,navigable,True
pp_nav_01969,pp_nav_01973,navigable,False
pp_nav_01969,guajobos,navigable,True
pp_nav_01969,atanari,navigable,True
pp_nav_01970,arauca,navigable,True
pp_nav_01970,yopo,navigable,True
pp_nav_01970,tame,navigable,True
pp_nav_01970,atanari,navigable,True
pp_nav_01971,pp_nav_01973,navigable,False
pp_nav_01971,arauca,navigable,True
pp_nav_01971,guajobos,navigable,True
pp_nav_01971,atanari,navigable,True
pp_nav_01972,pp_nav_01980,navigable,False
pp_nav_01972,ugbo,navigable,True
pp_nav_01972,afikpo,navigable,True
pp_nav_01973,guajobos,navigable,True
pp_nav_01973,atanari,navigable,True
pp_nav_01974,quibdo,navigable,True
pp_nav_01974,bojaya,navigable,True
pp_nav_01975,cape_saint_paul,navigable,False
pp_nav_01975,keta,navigable,True
pp_nav_01975,akropong,navigable,True
pp_nav_01976,atanari,navigable,True
pp_nav_01977,pp_nav_01996,improvable,False
pp_nav_01977,ondaimas,navigable,True
pp_nav_01977,cocorna,navigable,True
pp_nav_01978,pp_nav_01994,navigable,False
pp_nav_01978,afikpo,navigable,True
pp_nav_01978,arochukwu,navigable,True
pp_nav_01978,awka_etiti,navigable,True
pp_nav_01979,pp_nav_01995,improvable,False
pp_nav_01979,mobaye,improvable,True
pp_nav_01980,afikpo,navigable,True
pp_nav_01980,ikom,navigable,True
pp_nav_01981,essequibo,navigable,True
pp_nav_01981,tumatumari,navigable,True
pp_nav_01982,pp_nav_01992,improvable,False
pp_nav_01982,omo,improvable,True
pp_nav_01983,pp_nav_02003,navigable,False
pp_nav_01983,gondokoro,navigable,True
pp_nav_01983,lado,navigable,True
pp_nav_01983,bor,navigable,True
pp_nav_01984,neekeari,navigable,True
pp_nav_01985,pp_nav_02000,navigable,False
pp_nav_01985,azia,navigable,True
pp_nav_01985,nnewi,navigable,True
pp_nav_01985,warri,navigable,True
pp_nav_01985,ozoro,navigable,True
pp_nav_01986,kinabatangan,navigable,True
pp_nav_01986,sandakan_harbour,navigable,False
pp_nav_01987,pp_nav_01999,navigable,False
pp_nav_01987,maracoa,navigable,True
pp_nav_01987,atanari,navigable,True
pp_nav_01988,pp_nav_01997,navigable,False
pp_nav_01988,cumaribo,navigable,True
pp_nav_01988,yopo,navigable,True
pp_nav_01988,atanari,navigable,True
pp_nav_01989,ndyuka,navigable,True
pp_nav_01989,iaremappo,navigable,True
pp_nav_01990,pp_nav_01993,navigable,False
pp_nav_01990,maracoa,navigable,True
pp_nav_01990,atanari,navigable,True
pp_nav_01991,umbra,navigable,True
pp_nav_01991,otun,navigable,True
pp_nav_01991,cauroma,navigable,True
pp_nav_01992,daasanach,navigable,True
pp_nav_01992,omo,navigable,True
pp_nav_01993,cumaribo,navigable,True
pp_nav_01993,maracoa,navigable,True
pp_nav_01993,atanari,navigable,True
pp_nav_01994,calabar,navigable,True
pp_nav_01994,eket,navigable,True
pp_nav_01994,arochukwu,navigable,True
pp_nav_01995,pp_nav_02016,navigable,False
pp_nav_01995,mobaye,navigable,True
pp_nav_01996,pp_nav_02021,improvable,False
pp_nav_01996,guarinoes,improvable,True
pp_nav_01996,ondaimas,improvable,True
pp_nav_01996,colombayma,improvable,True
pp_nav_01997,cumaribo,navigable,True
pp_nav_01997,yopo,navigable,True
pp_nav_01998,pp_nav_02007,improvable,False
pp_nav_01998,yoko,improvable,True
pp_nav_01998,sanaga,improvable,True
pp_nav_01998,bertoua,improvable,True
pp_nav_01999,pp_nav_02011,navigable,False
pp_nav_01999,pp_nav_02014,navigable,False
pp_nav_01999,maracoa,navigable,True
pp_nav_02000,pp_nav_02018,navigable,False
pp_nav_02000,warri,navigable,True
pp_nav_02000,cabo_formoso,navigable,True
pp_nav_02000,brass,navigable,True
pp_nav_02001,pp_nav_02005,navigable,False
pp_nav_02001,pp_nav_02008,navigable,False
pp_nav_02001,krebedje,navigable,True
pp_nav_02001,ouaka,navigable,True
pp_nav_02001,bosobolo,navigable,True
pp_nav_02002,tribuga_gulf,navigable,False
pp_nav_02002,choco,navigable,True
pp_nav_02003,pp_nav_02029,navigable,False
pp_nav_02003,gondokoro,navigable,True
pp_nav_02003,lado,navigable,True
pp_nav_02003,rejaf,navigable,True
pp_nav_02004,cape_palmas,navigable,False
pp_nav_02004,tabou,navigable,True
pp_nav_02004,san_pedro,navigable,True
pp_nav_02005,pp_nav_02019,navigable,False
pp_nav_02005,ouaka,navigable,True
pp_nav_02005,bosobolo,navigable,True
pp_nav_02006,noanama,navigable,True
pp_nav_02007,pp_nav_02015,improvable,False
pp_nav_02007,yoko,navigable,True
pp_nav_02007,sanaga,navigable,True
pp_nav_02008,pp_nav_02028,navigable,False
pp_nav_02008,krebedje,navigable,True
pp_nav_02008,bangui,navigable,True
pp_nav_02008,boali,navigable,True
pp_nav_02008,bosobolo,navigable,True
pp_nav_02009,pp_nav_02024,improvable,False
pp_nav_02009,pp_nav_02025,improvable,False
pp_nav_02009,batchingou,improvable,True
pp_nav_02009,yambasa,improvable,True
pp_nav_02010,tauramena,navigable,True
pp_nav_02010,orocue,navigable,True
pp_nav_02011,pp_nav_02017,navigable,False
pp_nav_02011,maracoa,navigable,True
pp_nav_02012,pp_nav_02013,improvable,False
pp_nav_02012,pp_nav_02023,navigable,False
pp_nav_02012,kotto,navigable,True
pp_nav_02013,uele_ca,improvable,True
pp_nav_02013,kotto,improvable,True
pp_nav_02014,maracoa,navigable,True
pp_nav_02015,pp_nav_02025,improvable,False
pp_nav_02015,yoko,improvable,True
pp_nav_02015,sanaga,improvable,True
pp_nav_02015,yambasa,improvable,True
pp_nav_02016,mobaye,navigable,True
pp_nav_02017,pp_nav_02026,navigable,False
pp_nav_02017,cumaribo,navigable,True
pp_nav_02017,maracoa,navigable,True
pp_nav_02018,west_niger_mouth,navigable,False
pp_nav_02018,cabo_formoso,navigable,True
pp_nav_02018,brass,navigable,True
pp_nav_02019,pp_nav_02030,navigable,False
pp_nav_02019,ouaka,navigable,True
pp_nav_02019,mobaye,navigable,True
pp_nav_02019,bosobolo,navigable,True
pp_nav_02020,pp_nav_02027,navigable,False
pp_nav_02020,pp_nav_02034,navigable,False
pp_nav_02020,tauramena,navigable,True
pp_nav_02020,orocue,navigable,True
pp_nav_02020,metica,navigable,True
pp_nav_02021,pp_nav_02038,navigable,False
pp_nav_02021,tocaima,navigable,True
pp_nav_02021,colombayma,navigable,True
pp_nav_02021,quicuima,navigable,True
pp_nav_02022,cape_baram,navigable,False
pp_nav_02022,tinjar,navigable,True
pp_nav_02022,niah,navigable,True
pp_nav_02022,baram,navigable,True
pp_nav_02022,tutong,navigable,True
pp_nav_02023,mobaye,navigable,True
pp_nav_02023,kotto,navigable,True
pp_nav_02024,pp_nav_02036,improvable,False
pp_nav_02024,yambasa,improvable,True
pp_nav_02024,eseka,improvable,True
pp_nav_02024,edea,improvable,True
pp_nav_02025,yambasa,improvable,True
pp_nav_02026,pp_nav_02032,navigable,False
pp_nav_02026,cumaribo,navigable,True
pp_nav_02027,pp_nav_02033,navigable,False
pp_nav_02027,tauramena,navigable,True
pp_nav_02027,metica,navigable,True
pp_nav_02027,upia,navigable,True
pp_nav_02028,mbaiki,navigable,True
pp_nav_02028,bangui,navigable,True
pp_nav_02028,boali,navigable,True
pp_nav_02029,pp_nav_02042,navigable,False
pp_nav_02029,gondokoro,navigable,True
pp_nav_02029,rejaf,navigable,True
pp_nav_02030,mobaye,navigable,True
pp_nav_02030,bosobolo,navigable,True
pp_nav_02031,cape_debundsha,navigable,False
pp_nav_02031,cameroons,navigable,True
pp_nav_02031,bimbia,navigable,True
pp_nav_02032,cumaribo,navigable,True
pp_nav_02032,orocue,navigable,True
pp_nav_02033,metica,navigable,True
pp_nav_02033,upia,navigable,True
pp_nav_02033,humadea,navigable,True
pp_nav_02034,metica,navigable,True
pp_nav_02035,approuage_mouth,navigable,False
pp_nav_02035,palikur,navigable,True
pp_nav_02036,pp_nav_02041,improvable,False
pp_nav_02036,eseka,improvable,True
pp_nav_02036,edea,improvable,True
pp_nav_02037,manjung,navigable,True
pp_nav_02038,yaporox,navigable,True
pp_nav_02038,coyaima,navigable,True
pp_nav_02038,tocaima,navigable,True
pp_nav_02038,quicuima,navigable,True
pp_nav_02039,pp_nav_02043,improvable,False
pp_nav_02039,pp_nav_02044,navigable,False
pp_nav_02039,uele_ca,navigable,True
pp_nav_02039,bomokandi,navigable,True
pp_nav_02040,pp_nav_02044,navigable,False
pp_nav_02040,uele_ca,navigable,True
pp_nav_02040,bomokandi,navigable,True
pp_nav_02040,dungu,navigable,True
pp_nav_02041,cape_debundsha,improvable,False
pp_nav_02041,fifinda,improvable,True
pp_nav_02041,cameroons,improvable,True
pp_nav_02041,edea,improvable,True
pp_nav_02042,pp_nav_02055,navigable,False
pp_nav_02042,gondokoro,navigable,True
pp_nav_02042,pubungu,navigable,True
pp_nav_02042,acholi,navigable,True
pp_nav_02042,rejaf,navigable,True
pp_nav_02043,pp_nav_02046,improvable,False
pp_nav_02043,uele_ca,improvable,True
pp_nav_02043,bomokandi,improvable,True
pp_nav_02044,uele_ca,navigable,True
pp_nav_02044,bomokandi,navigable,True
pp_nav_02045,sesayap,navigable,True
pp_nav_02046,pp_nav_02053,improvable,False
pp_nav_02046,uele_ca,improvable,True
pp_nav_02046,bomokandi,improvable,True
pp_nav_02047,pp_nav_02057,navigable,False
pp_nav_02047,takutu,navigable,True
pp_nav_02047,ingariko,navigable,True
pp_nav_02047,macuxi,navigable,True
pp_nav_02048,cape_debundsha,navigable,False
pp_nav_02048,fifinda,navigable,True
pp_nav_02048,eseka,navigable,True
pp_nav_02048,edea,navigable,True
pp_nav_02049,pahang,navigable,True
pp_nav_02049,pahang_coast,navigable,False
pp_nav_02049,kuantan,navigable,True
pp_nav_02050,jerantut,navigable,True
pp_nav_02050,pahang,navigable,True
pp_nav_02050,kuantan,navigable,True
pp_nav_02050,bera,navigable,True
pp_nav_02051,sangha,navigable,True
pp_nav_02052,bangui,navigable,True
pp_nav_02053,uele_ca,improvable,True
pp_nav_02054,pp_nav_02056,improvable,False
pp_nav_02054,pp_nav_02057,navigable,False
pp_nav_02054,macuxi,navigable,True
pp_nav_02055,pubungu,navigable,True
pp_nav_02056,macuxi,improvable,True
pp_nav_02057,pp_nav_02064,navigable,False
pp_nav_02057,takutu,navigable,True
pp_nav_02057,macuxi,navigable,True
pp_nav_02058,pp_nav_02062,improvable,False
pp_nav_02058,tanjung_palas,navigable,True
pp_nav_02058,kayan,navigable,True
pp_nav_02059,guaviare,navigable,True
pp_nav_02059,ariari,navigable,True
pp_nav_02060,pp_nav_02068,navigable,False
pp_nav_02060,guaviare,navigable,True
pp_nav_02060,ariari,navigable,True
pp_nav_02061,pp_nav_02069,navigable,False
pp_nav_02061,bosobolo,navigable,True
pp_nav_02062,kayan,improvable,True
pp_nav_02063,pp_nav_02066,navigable,False
pp_nav_02063,belaga,navigable,True
pp_nav_02063,plieran,navigable,True
pp_nav_02063,rejang,navigable,True
pp_nav_02064,pp_nav_02074,navigable,False
pp_nav_02064,mucajai,navigable,True
pp_nav_02064,takutu,navigable,True
pp_nav_02064,macuxi,navigable,True
pp_nav_02065,bangui,navigable,True
pp_nav_02066,rejang,navigable,True
pp_nav_02067,timbiqui_bay,navigable,False
pp_nav_02067,narino,navigable,True
pp_nav_02067,iscuande,navigable,True
pp_nav_02068,caguan,navigable,True
pp_nav_02068,guaviare,navigable,True
pp_nav_02068,ariari,navigable,True
pp_nav_02069,bosobolo,navigable,True
pp_nav_02070,pp_nav_02075,navigable,False
pp_nav_02070,igan,navigable,True
pp_nav_02070,sarikei,navigable,True
pp_nav_02070,julau,navigable,True
pp_nav_02071,punta_de_campo,barrier,False
pp_nav_02071,punta_mbonda,barrier,False
pp_nav_02071,bata,barrier,True
pp_nav_02071,bwambe,barrier,True
pp_nav_02072,pp_nav_02076,navigable,False
pp_nav_02072,katibas,navigable,True
pp_nav_02072,rejang,navigable,True
pp_nav_02073,pawir,navigable,True
pp_nav_02073,pubungu,navigable,True
pp_nav_02073,lango,navigable,True
pp_nav_02074,mucajai,navigable,True
pp_nav_02075,katibas,navigable,True
pp_nav_02075,julau,navigable,True
pp_nav_02076,rejang,navigable,True
pp_nav_02076,baleh,navigable,True
pp_nav_02077,tanah_putih,navigable,True
pp_nav_02078,pp_nav_02087,navigable,False
pp_nav_02078,chaira,navigable,True
pp_nav_02079,pp_nav_02083,navigable,False
pp_nav_02079,lokono,navigable,True
pp_nav_02079,araguari,navigable,True
pp_nav_02080,pp_nav_02081,navigable,False
pp_nav_02080,pp_nav_02088,navigable,False
pp_nav_02080,andaki,navigable,True
pp_nav_02081,andaki,navigable,True
pp_nav_02081,mocoa,navigable,True
pp_nav_02082,pp_nav_02089,navigable,False
pp_nav_02082,kinja,navigable,True
pp_nav_02083,lokono,navigable,True
pp_nav_02083,araguari,navigable,True
pp_nav_02084,atacames,navigable,True
pp_nav_02085,pp_nav_02091,improvable,False
pp_nav_02085,hulu_mahakam,navigable,True
pp_nav_02086,pp_nav_02090,navigable,False
pp_nav_02086,selimbau,navigable,True
pp_nav_02086,bunut,navigable,True
pp_nav_02086,jongkong,navigable,True
pp_nav_02087,chaira,navigable,True
pp_nav_02088,andaki,navigable,True
pp_nav_02089,kinja,navigable,True
pp_nav_02090,pp_nav_02095,navigable,False
pp_nav_02090,silat,navigable,True
pp_nav_02090,selimbau,navigable,True
pp_nav_02090,sintang,navigable,True
pp_nav_02091,mahakam,improvable,True
pp_nav_02091,hulu_mahakam,improvable,True
pp_nav_02092,siona,navigable,True
pp_nav_02092,inga,navigable,True
pp_nav_02093,pangkalan_kerinci,navigable,True
pp_nav_02093,pelalawan,navigable,True
pp_nav_02094,muarakaman,navigable,True
pp_nav_02094,telen,navigable,True
pp_nav_02095,pp_nav_02096,navigable,False
pp_nav_02095,pp_nav_02097,navigable,False
pp_nav_02095,sepauk,navigable,True
pp_nav_02095,sintang,navigable,True
pp_nav_02095,sekadau,navigable,True
pp_nav_02096,tayan,navigable,True
pp_nav_02096,sanggau,navigable,True
pp_nav_02096,sekadau,navigable,True
pp_nav_02097,pp_nav_02107,improvable,False
pp_nav_02097,sepauk,navigable,True
pp_nav_02097,pinoh,navigable,True
pp_nav_02097,kayan_melawai,navigable,True
pp_nav_02097,sintang,navigable,True
pp_nav_02098,pp_nav_02103,navigable,False
pp_nav_02098,tayan,navigable,True
pp_nav_02098,pontianak,navigable,True
pp_nav_02099,pp_nav_02105,improvable,False
pp_nav_02099,boowe,improvable,True
pp_nav_02099,bakele_kongo,improvable,True
pp_nav_02099,ogoowe_kongo,improvable,True
pp_nav_02100,mariua,navigable,True
pp_nav_02100,kinja,navigable,True
pp_nav_02100,waiwai,navigable,True
pp_nav_02101,pp_nav_02110,improvable,False
pp_nav_02101,boowe,navigable,True
pp_nav_02101,mitsogo_kongo,navigable,True
pp_nav_02102,pp_nav_02114,navigable,False
pp_nav_02102,laung,navigable,True
pp_nav_02102,hulu_barito,navigable,True
pp_nav_02103,pontianak,navigable,True
pp_nav_02104,tenggarong,navigable,True
pp_nav_02104,pp_nav_02106,navigable,False
pp_nav_02104,muarakaman,navigable,True
pp_nav_02105,pp_nav_02115,navigable,False
pp_nav_02105,pp_nav_02116,improvable,False
pp_nav_02105,adyumba,navigable,True
pp_nav_02105,bakele_kongo,navigable,True
pp_nav_02105,lambarene,navigable,True
pp_nav_02105,ogoowe_kongo,navigable,True
pp_nav_02106,tenggarong,navigable,True
pp_nav_02106,kutai_lama,navigable,True
pp_nav_02106,muarakaman,navigable,True
pp_nav_02106,jembayan,navigable,True
pp_nav_02107,pinoh,improvable,True
pp_nav_02107,hulu_melawai,improvable,True
pp_nav_02107,kayan_melawai,improvable,True
pp_nav_02108,pp_nav_02109,navigable,False
pp_nav_02108,talang_mamak,navigable,True
pp_nav_02108,rengat,navigable,True
pp_nav_02109,talang_mamak,navigable,True
pp_nav_02109,rengat,navigable,True
pp_nav_02109,peranap,navigable,True
pp_nav_02110,pp_nav_02118,improvable,False
pp_nav_02110,mitsogo_kongo,improvable,True
pp_nav_02110,shake_kongo,improvable,True
pp_nav_02111,napo,navigable,True
pp_nav_02112,napo,navigable,True
pp_nav_02113,pp_nav_02125,improvable,False
pp_nav_02113,oiampi,improvable,True
pp_nav_02113,wayampi,improvable,True
pp_nav_02114,pp_nav_02120,navigable,False
pp_nav_02114,lahei,navigable,True
pp_nav_02114,laung,navigable,True
pp_nav_02115,pp_nav_02121,navigable,False
pp_nav_02115,adyumba,navigable,True
pp_nav_02115,lambarene,navigable,True
pp_nav_02115,nguyi,navigable,True
pp_nav_02116,pp_nav_02127,improvable,False
pp_nav_02116,lolo,improvable,True
pp_nav_02116,bakele_kongo,improvable,True
pp_nav_02116,lambarene,improvable,True
pp_nav_02117,kichwa,navigable,True
pp_nav_02117,napo,navigable,True
pp_nav_02118,pp_nav_02129,navigable,False
pp_nav_02118,banjabi,navigable,True
pp_nav_02118,okanja,navigable,True
pp_nav_02118,mitsogo_kongo,navigable,True
pp_nav_02118,shake_kongo,navigable,True
pp_nav_02119,fura_dos_araiolos,navigable,False
pp_nav_02119,mariocai,navigable,True
pp_nav_02119,vieira_grande_bay,navigable,False
pp_nav_02120,pp_nav_02135,navigable,False
pp_nav_02120,lahei,navigable,True
pp_nav_02120,teweh,navigable,True
pp_nav_02120,barito,navigable,True
pp_nav_02121,ogoowe_coast,navigable,False
pp_nav_02121,adyumba,navigable,True
pp_nav_02121,nguyi,navigable,True
pp_nav_02122,pp_nav_02132,navigable,False
pp_nav_02122,djundu,navigable,True
pp_nav_02122,bobangi,navigable,True
pp_nav_02123,pp_nav_02124,navigable,False
pp_nav_02123,pp_nav_02136,navigable,False
pp_nav_02123,mariua,navigable,True
pp_nav_02124,mariua,navigable,True
pp_nav_02125,fura_dos_araiolos,navigable,False
pp_nav_02125,oiampi,navigable,True
pp_nav_02125,wayampi,navigable,True
pp_nav_02126,jambi,navigable,True
pp_nav_02126,pp_nav_02139,navigable,False
pp_nav_02126,muara_sabak,navigable,True
pp_nav_02127,lolo,navigable,True
pp_nav_02127,ngume,navigable,True
pp_nav_02127,lambarene,navigable,True
