location_tag,raw_material
iparuka,legumes
maung,fish
amol,silk
alnwick,wool
lechang,lumber
ishkashim,silver
hassfurt,livestock
staraya_ryazan,wool
tirunelveli,rice
klipgat,fish
coos,lumber
smalyavichy,wild_game
sotuta,tobacco
futoro,fish
varazdin,wool
ipswich,horses
velez_rubio,fruit
brin_navolok,lumber
aghkand,wheat
nga_lac,horses
nanzhang,legumes
kepimits,wild_game
yutuwichan,lumber
yambadika,lumber
alays,millet
galle,fish
ed_debba,livestock
petawanga,lumber
hamenk,wool
guildford,beeswax
longnan,lumber
dingxing,wheat
amli,lumber
ramkola,lumber
taoyuan_huaian,legumes
tazewell,lumber
ung,fur
suining_pizhou,clay
vartsikhe,lumber
dinkot,salt
shigatse,wool
tanga,fiber_crops
makokibatan,wild_game
havaii,medicaments
dasong,wheat
chisobibra,medicaments
notinito_sipiy,wild_game
hishikari,rice
tavsanli,horses
uch_barchik,goods_gold
mpanda,lumber
mollyhuajeck,fish
pocotaligo,fiber_crops
souk_el_arba,marble
malkangiri,livestock
bedia,livestock
kashgar,wheat
bhopal,millet
portudal,fish
ayaviri,cotton
boston,salt
mons,coal
kirovskiy,fish
lahijan,rice
yuryev_povolzhsk,lumber
manzushir,wild_game
tarim,incense
mooi,clay
vuta_chadihue,wool
haldensleben,wool
kampong_sraka_trey,lumber
estok_gna,legumes
besancon,livestock
pumanota,lumber
gueiquesales,maize
ixcatlan,silver
sialkot,cotton
tabqah,horses
illereichen,livestock
phnom_srok,rice
tulu_walal,millet
limasawa,fish
huguan,wild_game
fachi,salt
gilyuy,lumber
puan_puan,lumber
naiba,fish
tissamaharama,pepper
yizhou_jurchen,legumes
pesaguan,fish
uutaalnganu,lumber
thanjavur,legumes
makutamazan,millet
datian,livestock
usingen,stone
kungara,lumber
haranka,sand
quetico,fur
warendorf,wool
kahochella,fur
vranje,livestock
ulaanbadrakh,livestock
thandaunggyi,fruit
ramsheh,fruit
kadinga,wheat
hayq,stone
urquhart,millet
uzboy,sand
czlopa,livestock
emirdag,wool
neixiang,clay
sheboygan,lumber
malong_qujing,wheat
aklan,lumber
upper_yukon,fur
diamou,millet
north_shirima,wild_game
mayenne,livestock
chiramba,goods_gold
kwidzyn,legumes
karaturgay,horses
gushan,livestock
bengy,beeswax
bila_tserkva,legumes
tamacine,saffron
nkankezi,goods_gold
kozlov_vyazma,stone
shizhao,legumes
ikoyi,millet
manigotagan,medicaments
tippecanoe,fur
anggamudi,fish
falaba,medicaments
fuping_xian,stone
muang_phin,lumber
devprayag,stone
guaquili,medicaments
aguacana,wild_game
ayish,lumber
ikalamavony,lumber
kumasi,goods_gold
curacaute,fish
puvina_padangile,legumes
gotha,lumber
quicuima,goods_gold
bamu,fish
yimen,livestock
yanshan_guangxin,lead
askiz,lumber
higashiusuki,fish
modon,fish
al_uqayr,fish
bahreman,salt
nadia,wheat
ust_cheptsa,lumber
itzocan,goods_gold
tulamba,lumber
tednest,fruit
stockholm,clay
gyor,medicaments
dhalam,livestock
sidhmukh,medicaments
alvastra,millet
birpara,ivory
julau_kutai,lumber
gapyeong,lumber
ozieri,livestock
bethune,coal
wabenasibi,fur
duyun,tea
espakeh,sand
mattawishkwia,wild_game
anuradhapura,beeswax
djado,sand
karanka,sand
shardonem,lumber
galibal,coal
flint,lead
volterra,alum
zuwarah,fruit
inapiremapu,legumes
dubovskoye,horses
jabbul,salt
kyakhtinskii,iron
hirson,livestock
bih,livestock
avaj,livestock
chatellerault,millet
nishi,fish
viterbo,wheat
aiwanj,livestock
pakokku,goods_gold
kamyshin,livestock
bossa,beeswax
unquachog,fish
rahayta,salt
baltas,fur
alamarvdasht,livestock
ouled_djellal,livestock
al_ghrabah,livestock
quz_rajab,millet
patgasa_wakpa,maize
anhua_anhua,lumber
kljuc,wine
futakata,fish
sioma,lumber
cutzamala,fruit
sentispac,salt
koliaganeq,fur
arnsberg,fiber_crops
ogoja,legumes
dehagh,wool
wujiang_yingtian,fish
funai,legumes
tulua,copper
sissipahaw,lumber
polonnaruva,gems
sarayjuk,fish
barnstaple,silver
holzminden,sand
arkhyz,wool
daquq,beeswax
nanboa_angonga,livestock
chorumani,ivory
debra_warq,millet
sagua,iron
la_roche_sur_foron,millet
silale,fur
wazihe,maize
morki,lumber
qala_zari,wild_game
arslanbob,legumes
klendela,wild_game
teply_klyuch,fur
mordovo,livestock
simraungadh,lumber
shemonayevskoye,livestock
ocute,clay
fuzhou,livestock
dhamtari,rice
dambi_angonga,lumber
stirling,wool
puri,rice
qasr_farafra,livestock
qawalangin,fish
buy,lumber
mazatlan,clay
martuthunira,millet
patos,fruit
pantepec,chili
kon_tengiz,wild_game
chesnokovka,lumber
sint_niklaas,fiber_crops
sterzing,silver
pestyaki,lumber
nahma,fur
al_khosuf,fruit
huanzhou_qingyang,millet
nilandhe_atoll,fish
chikwanda,fruit
kolchawwe,potato
manawatu,fruit
schweinitz,stone
gorlos,livestock
clermont,wheat
chichibu,goods_gold
tongren,mercury
asola,beeswax
keta_tajima,rice
huacheng,livestock
nelemney,fur
lame,livestock
hanau,lumber
beauvoir,sand
androscoggin,fur
qiaokou,rice
bigan,lumber
tayxlama,wild_game
islay,fiber_crops
jalan_buani_buali,fish
lypova_dolyna,clay
leitrim,wild_game
pattukkottai,fiber_crops
boxing,fish
tado_colombia,cocoa
gumus,silver
kaiapoi,fruit
wapitotem,lumber
utsutigway,iron
worcester,salt
lakam_tun,marble
ayerou,millet
tu_dotlizh_ndee,legumes
oppenheim,fruit
jabirrjabirr,millet
khabushan,livestock
ypalgyn,fur
tongdao,wild_game
urasalakh,fur
mangshi,wild_game
masekesa,livestock
taivalkoski,wild_game
tilsit,lumber
gruzino,medicaments
kabinakagami,fur
chieri,wheat
anding_mashan,lumber
finisterre,fish
chitambo,lumber
poughkeepsie,fiber_crops
storen,wild_game
bejaad,wheat
djee,lumber
chumbivilcas,salt
civitavecchia,alum
veliky_porog,millet
al_azlam,fish
dusmareb,livestock
virkgarh,cotton
uddevalla,sand
szarvas,livestock
temir,wild_game
kokowarra,wild_game
yirandali,stone
basavana_bagewadi,clay
sines,sand
vstrechny,wild_game
anilco,legumes
yahr,wheat
yinjiang,livestock
svislach,wild_game
etzanoa,maize
usambara,rice
hinsepu,lumber
apiai,wild_game
monthey,salt
pipanaco,salt
almalik_chach,iron
miran,sand
prachinburi,lumber
zvolen,lumber
raseiniai,millet
yangqu,livestock
chanaral,fish
amazar,goods_gold
henei,medicaments
birampur,wheat
hanol,livestock
bouar,livestock
asilah,olives
sawokli,lumber
islamkot,sand
carbery,copper
hakata,beeswax
nueltin,lumber
palasamudram,wild_game
date_loc,legumes
tunguska_trail2,wild_game
al_marwa,wheat
bafoulabe,millet
kulan,livestock
suzun,wild_game
laung,medicaments
kwahada,fiber_crops
omaha,fiber_crops
massapa,tin
malacatos,beeswax
walcourt,livestock
binh_lam,lumber
dapiguemlec,lumber
mara,fruit
nyasvizh,legumes
umuarama,fiber_crops
piedrahita,stone
khwe,fish
yawuru,iron
friesoythe,millet
mayrinax,sugar
yongnian,clay
sagu,millet
hisar,millet
kupuri,lumber
mikhailovka,medicaments
lemin,lumber
samriddhipuri,beeswax
kuuvik,wild_game
bari,fish
jijkwtuk,lumber
kargasok,lumber
wahachee,fiber_crops
durlach,wheat
rawanduz,lumber
brecknock,iron
szczytno,stone
cuango,lumber
ilanz,wool
tora,maize
mut,cotton
bitti,lumber
shouchun,clay
sigli,fish
longamo,lumber
amalyk,goods_gold
mangge,livestock
sitakunda,sand
chiang_dao,lumber
shanglin,rice
ukunzu,medicaments
ritzebuttel,fish
zemlyansk,fiber_crops
deatnu,fish
fushu,wheat
mistahi_sakahikan,lumber
nalou,rice
lop,silk
rudrapur_kumaon,fruit
cuauhcuetzpaltepec,cocoa
oladjau,iron
kaudwane,wild_game
rungan,legumes
borborud,stone
zabid,fish
kozmin,alum
sagaing,silk
balanipa,millet
kobryn,wheat
onga,coal
patoka,clay
sambhal,legumes
durgarazpatnam,pepper
ortrask,wild_game
jumla,wild_game
targu_jiu,iron
komango,wild_game
kengkham,lumber
ad_dilam,horses
barlad,livestock
solt,millet
rampart,wild_game
uleaborg,lumber
yezsk,clay
yidinjdji,sugar
vrhbosna,copper
rajim,rice
demerara,fruit
kuukucyn,lumber
epe,saffron
masinga,lumber
kozmodemyansk,wild_game
sar_pol,legumes
kamassekuakamat,wild_game
chichen_itza,dyes
eora,wild_game
krasnoe,fur
megion,fur
verkhneimbatsk,iron
bendi,lumber
susurluk,copper
mapela,goods_gold
yingchang,millet
kraho,wild_game
achava,ivory
vilkmerge,fiber_crops
daboka,lumber
yert,salt
bokoni,copper
sedanka,wild_game
ceibal,fruit
hapsal,wheat
darghat,wheat
opoa,gems
yeme,maize
hutton,lumber
saluda,sand
yudu,rice
moffat,wild_game
oronckota,tin
abau,wild_game
bonanza,fur
ouara,livestock
wekwayik,lumber
balikley,fiber_crops
safare,millet
nanfeng,legumes
mongkung,tin
qietai,livestock
kamatapur,cotton
gorouol,fiber_crops
kulu,wild_game
sangme,wool
petitsikapau,wild_game
magueyes,livestock
shinobu,stone
ermenek,stone
acayucan,fiber_crops
tupinambarana,medicaments
mezhybozhe,livestock
mayo,goods_gold
shengxian,livestock
changle,livestock
bazin,millet
los_yebenes,fur
erding,fruit
jalalabad,wheat
sic,millet
midongy,iron
onojutta,lumber
huedin,wool
seydisehir,clay
jhunjhunu,livestock
tygde,lumber
guadalupe,livestock
chilwe,lumber
kapuskaypachik,lumber
berdiansk,salt
itajai,lumber
llampqui,copper
bamgweolo,lumber
east_palawa,fish
maruf,wild_game
zerbst,fiber_crops
st_polten,millet
camaguey,beeswax
hurle,fiber_crops
kota_marudu,millet
vanua_levu,medicaments
yakyu_ki,lumber
salaga,saffron
karkar,fish
bengmara,beeswax
sironj,wheat
obolensk,wool
altyshevo,lumber
motoyoshi,fish
sagala,fiber_crops
merzig,coal
ratzeburg,livestock
peremyl,fruit
nasiriyah,millet
mezquital,lumber
olovo,lead
yuwi,fish
luanda,fish
limbazi,fish
padum,livestock
tabas_al_tamr,fruit
sanmao,lumber
mechili,horses
smolenskoye,fur
kamyaran,wheat
hata,lumber
libourne,wine
ningfan,livestock
peniscola,iron
veligosti,wool
bousso,millet
gana_damate,lumber
waldeba,livestock
asir_ALG,livestock
ramenki,lumber
pernstejn,livestock
bayul,livestock
awlil,salt
saugeen,fish
moissala,lumber
ni_haunchi_to,maize
comitlan,beeswax
tsezhin_deezahi,goods_gold
amersfoort,fruit
guelengdeng,rice
duba,fiber_crops
briviesca,stone
deoghar,cotton
mengban_jihong,wild_game
limushan,lumber
ungaliq,wild_game
cataraqui,fish
lagonegro,wool
tzitacuaro,gems
maturin,maize
shahjadpur,sugar
monglong,lumber
kumalu,stone
baudo,goods_gold
buguruslan,wheat
ravno,wheat
buka,fish
binangonan,lumber
akhalkalaki,livestock
ayahuacas,chili
wudang,fish
st_andrews,wheat
gahato,wild_game
alluyes,fiber_crops
etorofu,fish
makhtal,legumes
abu_rakah,livestock
czarnkow,wool
koraveka,beeswax
dimishk,livestock
sheohar,cotton
ain_galaka,sand
lai_chau,fur
ratnagiri,fruit
pelaihari,fish
sanyyakhtakh,wild_game
daan,copper
irakinda,wild_game
amedichi,wild_game
magadi,beeswax
chungu,lumber
olesnica,livestock
uvwie,livestock
ixtacamaxtitlan,gems
tepeyacac,gems
maxcanu,fiber_crops
tse_khene,fish
suisin,clay
kcheeminpink,fur
al_muthainiyah,fruit
chayrama,fruit
kuerchu,livestock
boronuk,goods_gold
preveza,beeswax
vel_mo,fur
abong,wild_game
tecpan,pearls
cuzalapa,maize
lucera,wool
keelivtyn,fur
laha,fish
tsogwiyuyugi,wild_game
kami,silver
guanipa,maize
pelme,wool
udupi,rice
tambura,beeswax
thaba_bosiu,beeswax
reutte,stone
selby,horses
sana_yemen,horses
srigangapatna,fruit
cheboygan,fur
winnipegosis,lumber
sos,wool
jincheng_zezhou,iron
mulian,lumber
hajo,lumber
riz,legumes
lyngngam,fruit
linyanti,wild_game
pukusamkek,fish
babonoyaba,wild_game
millapel,legumes
kodiam,fiber_crops
ingatambo,maize
bidai,fiber_crops
bayannurhong,livestock
taenga_atoll,fruit
kiritimati,salt
bersenbruck,legumes
gerdauen,fiber_crops
jishui,clay
cheongsong,iron
montbeliard,livestock
qiaoxian,medicaments
sayak,fish
xinfeng,livestock
buzet,fruit
agno,medicaments
rethymno,saffron
assan,lumber
pende_kwila,amber
saginaw,fur
pereru_tepu,lumber
wujal_wujal,lumber
xiangcheng,clay
cemar,wild_game
bruckenau,livestock
ilgin,legumes
uukwambi,wild_game
tosora,legumes
cernavoda,beeswax
binchuan,fruit
viluco,wool
yasukand,wine
usty,livestock
baghdad,cotton
upardang,livestock
kaonde,livestock
lipi,salt
tosan,incense
tharrgari,wild_game
stockton,wool
esgueira,salt
orchimont,wheat
watarai,tea
horta,fish
accomac,fish
colville,fur
ngunawal,fruit
qingtian,stone
mu_ngava,fish
bapaume,wheat
nama,fish
iguazu,wild_game
isakhel,wool
musa,lumber
afade,millet
tilda,cotton
hlucin,livestock
kurkijoki,marble
polygyros,goods_gold
salisbury,wheat
medanapalle,lumber
pereyaslavl,medicaments
nopiloa,chili
urayrah,fruit
charef,salt
sisakht,lumber
tauisk,fish
north_dahalo,wild_game
taungoo,legumes
igiliz,horses
paarl,fruit
kemoimenahan,maize
kramuon_sa,fish
amami_ooshima,pearls
nikahionhwakowa,legumes
montargis,fiber_crops
raqchi,wool
warnindilyakwa,millet
sara,fruit
nonga,iron
powhatan,lumber
barchkend,livestock
qurain,fish
birni_lalle,wool
purang,wheat
buse,wild_game
halchidoma,maize
balad_ruz,cotton
nayband,livestock
pechenga,wild_game
chyliga,wild_game
suchiimma,pearls
katanga,lumber
hulu_melawai,stone
anasagunticook,fur
winooski,stone
fischhausen,fish
aitutaki_atoll,lumber
cotui,iron
sicangu,wild_game
wailulu,legumes
goronyo,rice
magon,clay
ichirouganaim,fish
zuosuo,legumes
niemcza,stone
nyazepetrovsk,goods_gold
delitzsch,beeswax
sausaya,livestock
constantinople,silk
nuvuqaq,ivory
addu_atoll,fish
fahambahy,saffron
parepona,beeswax
phnom_santuk,millet
caravelas,fish
mbya,lumber
qingjian,fruit
basingstoke,wool
imst,lead
minab,sugar
chandpur_uttar_pradesh,cotton
pandansalas,horses
shanha,wild_game
qagiigun,fish
zeku,livestock
kozara,fruit
omutninsk,iron
topos,fish
south_hlanganu,millet
shanyang_huaian,cotton
drastar,fruit
wequetong,lumber
apotaka_hacha,legumes
liksiyu,lumber
tecka,wool
pouss,rice
qalhat,sugar
lanagashec,beeswax
sortol,fur
itacolomi,goods_gold
zeven,legumes
tiel,wheat
melara,lumber
dapitan,fruit
ballarpur,elephants
kremenchuk,horses
yongxing,silver
talkhir,iron
satere_mawe,medicaments
stil_qw,fur
punia,wool
baima,tea
plavsk,lumber
kaslinsky,coal
arangastakh,wild_game
madugula,incense
mississagi,fur
xincheng_jianchang,clay
chach,legumes
dzisna,fiber_crops
shangdu,livestock
beshbalik,livestock
yuskus,wild_game
sarkajpa,potato
wimanja,gems
machynlleth,lead
temascaltepec,stone
luchin,legumes
tejend,wheat
al_khums,fruit
steigen,fish
verdun,lumber
kuga,fish
buayan,lumber
matawin,lumber
zolotiinka,wild_game
nowy_sacz,iron
pikwedina,wild_game
chine,salt
geelong,fruit
buur_hakaba,cotton
lebyazhye,livestock
haterk,lead
kalach,wool
qulensya,fish
skipton,wool
lasjerd,fruit
fushan_muping,wheat
kissidougou,saffron
baashalapache,wild_game
kerbi,clay
hottah_ti,fur
mocoa,gems
kirs,wild_game
burrum,wild_game
mrubicha,wild_game
autlan,stone
mii,dyes
maydh,incense
bada,livestock
verkhnyaya_toyma,lumber
nafpaktos,clay
xixiang,tea
qarr_unaq,fur
nandian,lumber
kuala_lipis,goods_gold
izboishchi,legumes
wazakhwa,livestock
mehsi,wheat
hunyuan,livestock
gurindji,fiber_crops
geynyan,legumes
aimi,fish
malili,lumber
nitahende,wild_game
chan_bo,fish
ramgad,wild_game
yongmingcheng,fish
bani_cuba,cotton
amollan,gems
rendova,fish
bidungu,lumber
hasankeyf,cotton
naungyo,rice
kvinnherad,fish
pembroke,fish
amtogor,wild_game
nukunu,millet
suluklu,livestock
denbigh,clay
turkmenevo,wheat
arak,legumes
oklan,wild_game
igan,fish
marand,livestock
tsana,sand
tinde,wild_game
yuufutsu,fish
bayambang,wild_game
elimaki,wild_game
yuannan,livestock
datooga,livestock
chicksawhe,legumes
biyang,legumes
lelow,fiber_crops
katwe,clay
kysyl_yuryuyya,wild_game
fougeres,sand
darganata,cotton
asir,dyes
sepon,coal
mazar_i_sharif,wool
cupar,wheat
kerbatch,wool
miahuatlan,wild_game
asika,lumber
anakovik,ivory
karajarri,fiber_crops
ipatovo,livestock
ngibelai,livestock
aksay,horses
atfih,fiber_crops
tondibi,livestock
thahnawate,medicaments
hammerdal,wild_game
changyuan,wheat
wuning,livestock
avnagar,livestock
adwa,legumes
chinabajul,marble
narangga,livestock
chateaubriant,iron
xinkai,wool
krupina,wine
ayasuluk,silk
gongshan,livestock
moito,fiber_crops
samsu,lumber
gengma,wild_game
renqiu,wheat
awbare,beeswax
pitta_pitta,sand
yorta_yorta,fiber_crops
mulun,wild_game
flaming_gorge,wild_game
shiranuka,lumber
seongju,goods_gold
udayagiri,lumber
wizi,stone
milano,wheat
abe,goods_gold
lanyang,fish
shouyang,legumes
amarkantak,elephants
sandusky,maize
cuitzeo,maize
basawunena,wild_game
kilivila,fish
puur_trail,wild_game
shergarh,wild_game
jetarktetqal,fish
chengji,lumber
mamboro,fish
chateau_porcien,livestock
nurgan,fur
qala_kohistan,beeswax
marash,wool
olavsvik,ivory
birugarh,lumber
dubrovna,livestock
chiras,livestock
heizhang,lumber
siah_cheshmeh,fruit
anchau,rice
imsdalen,lumber
madwas,legumes
mastigon,fur
kuyatikka,wild_game
moyobamba,beeswax
dori,livestock
wirrai_durhai,millet
lyubun,wool
nanjanagud,livestock
lower_pinda,wheat
simontornya,wheat
tiva,wild_game
anagni,livestock
ishpeming,medicaments
ispir,iron
zaranj,silk
jintang,rice
yukte,fish
munduruku,fiber_crops
lanka,beeswax
gaeryeong,pepper
zhangqiu,livestock
lahontan,legumes
moksobo,salt
vyskov,wheat
ustye,fur
kamakura,fish
utbulaq,wool
taragui,legumes
kabebe,amber
drigung,livestock
ninghua,livestock
linzhang,livestock
shish,lumber
yamasa,copper
ngousa,livestock
hanshan,livestock
liancheng,lumber
kwachal,fur
develi,wool
kapova_pesera,lumber
schenectady,legumes
tinguindin,maize
rudobelka,legumes
sanshui_binzhou,lumber
kraziai,beeswax
kolding,wheat
karakorum,horses
makwanpur,stone
kavanga,ivory
shatyrlysay,livestock
onatchiway,fur
yuzhou,pepper
huangyan,fruit
bosa,wine
fagaras,lumber
tulak,tin
agra,silk
guaygata,chili
sakao,legumes
ohkweeo_owingeh,legumes
iguanacaera,fiber_crops
tagata,goods_gold
nemecky_brod,wild_game
thakhek,saltpeter
grancey,livestock
saru,wild_game
tuktoyukiuq,fish
shisou,iron
krosno_odrzanskie,wool
surgut,fur
xingan_linjiang,fish
mombasa,cotton
mapulana,ivory
malunga,livestock
aire,wine
buleda,wild_game
xixi,fish
paranabuku,stone
luwu,iron
tanalyk,wool
mbanza_soyo,fish
khotsy,millet
aheri,wild_game
luxiang,livestock
bury,wheat
tchakashapug,fur
bucharest,wheat
phanat,lumber
yaneka,fiber_crops
chernyye_zemli,livestock
el_eleila,cotton
gladzor,livestock
ziul_zkan,copper
saparua,fish
sherda,sand
kazatlyk,livestock
kinaskan_trail,wild_game
qingshen,livestock
donegal,fish
taipengruodong,livestock
wexford,livestock
wetar,millet
qalyub,stone
vokhna,lumber
sycow,livestock
sieradz,millet
lysye_gory,livestock
lhadrak,sand
boseongbu,lumber
koptyuga,lumber
mbewe,millet
lichtenberg,legumes
luxi,fish
dayu,wild_game
phulbani,beeswax
przedborz,lead
bentheim,marble
chariguriqua,fruit
czersk,lumber
shalatenan,chili
massinacak,coal
taranagar,livestock
minbya,beeswax
ura_tyube,beeswax
lizhou,millet
seyat,wild_game
wabigoon,fur
lyokyochyon,fur
ellwangen,medicaments
tarascon,silk
belchite,silk
valenca,livestock
hoorn,salt
macheng_luanzhou,fish
kaouara,livestock
dehskan_ziibi,fiber_crops
muxima_ayo,livestock
kerhiretarhu,sand
ilyinskoye_khovanskoye,livestock
komotini,alum
thuan_binh,fish
rano,dyes
razgrad,livestock
yongfeng,beeswax
atanari,fiber_crops
huanzhou,livestock
mirandela,lumber
yunmeng,rice
kus_lecha,wild_game
drysvyaty,fiber_crops
in_amenas,livestock
lodenoye_pole,clay
takuru_puku,fruit
dreux,wheat
chepoussa,clay
millcayac,wild_game
odonga,livestock
eko,fish
sarangpur,medicaments
ikongo,wild_game
phankeska_wakpa,wild_game
kaninde,legumes
fosna,fish
lulea,lumber
duitama,alum
bolkhov,lumber
lubeck,fish
hajjiabad_zarrindasht,salt
kaymaz,livestock
quawshelah,fish
guaja,legumes
xoko,legumes
toraja,lumber
umbindhamu,lumber
scheibbs,stone
viry,fur
suzuka,fish
kona,legumes
michichi,wild_game
cokuurdaax,fur
beer_dun,fish
bejaia,alum
tchoukafala,tobacco
nadol,iron
kisatchie,fruit
phakphok,lumber
lule,maize
naghan,wool
xinping,clay
lushan_yazhou,marble
suzhou_fengyang,cotton
haresabad,livestock
lidzbark,millet
neguac,lumber
bawean,fruit
sao_joaquim,lumber
salvatierra,fiber_crops
misinichikw,wild_game
sionomhudon,iron
chavand,iron
tongwei,livestock
villemur,wine
tizu,wild_game
asheweig,wild_game
atikuan,fish
mitrovica,silver
kimotsuki,beeswax
nogolma,wild_game
kusk,wool
paititi,lumber
lo_mustang,livestock
imphal,lumber
yingzhou,iron
changshou_changshou,lumber
mogi_mirim,lumber
tarazona,olives
shuntaneshnanga,legumes
sasykkol,beeswax
al_maslum,livestock
fugeshi,fish
buassa,lumber
sampa,millet
yor,lumber
pokot,livestock
qumbash,rice
sernur,fur
kargaly,livestock
rongpo,livestock
turtas,lumber
yugorenok,tin
zankor,millet
yiman,fiber_crops
badr_hunayn,fruit
thagia,fruit
egabeni,lumber
fosdinovo,marble
kintyre,fish
nuciiq,fur
stordal,wild_game
youzhou,lumber
bore,livestock
fermoy,beeswax
liw,wild_game
baibalyk,legumes
alexeyevskaya,livestock
lulong,wheat
batumi,fish
al_ghazalah,fruit
malpura,cotton
necocli,fruit
sudai,legumes
bojamba,wild_game
metkovic,livestock
malye_derbety,medicaments
lakhpat,salt
formiga,medicaments
koudougou,millet
yauca,cotton
sachchaa_mukku,fruit
simhapura,pepper
igmu,wild_game
paramaribo,pearls
mchinji,wild_game
beryozovskoye,fish
hejiang,legumes
kalisz,millet
pende_kongo,stone
molumbo,lumber
yongcheng,livestock
gushi,livestock
miandoab,sugar
egirdir,livestock
lingbao,goods_gold
malangke,sand
lingxian,lumber
chebba,sugar
taigu,wheat
chitapur,pepper
tropu,livestock
kondavidu,clay
monopoli,olives
fogo,fish
onyuu,fish
xingzi,sand
ishkul,wild_game
burraq,fruit
dongartal,elephants
lushai,wild_game
pontoosuck,lumber
connatachequa,clay
awaxaawi_ishiibisha,goods_gold
somogyvar,wine
ahsenisiipi,legumes
al_harrah,livestock
silacayoapam,lumber
kaiwa,medicaments
ginebig,fur
yunesit_in,lumber
ravensburg,fruit
kilconnell,livestock
tul_kichan,wild_game
songo_mnara,legumes
mapungubwe,livestock
mendong,livestock
malta,cotton
mayaimi,legumes
maniani,wild_game
waveroo,fish
vo_nhai,millet
nis,wine
samxay,stone
sanhe_tongzhou,legumes
vacaria,wild_game
mayuragiri,millet
aktas_kystagy,livestock
pukamuru,stone
simbirsk,livestock
freyburg,livestock
hattfjelldal,wild_game
ahe,lumber
iwur,copper
pirna,tin
pyalitsa,fish
singhapala,alum
wayampi,clay
yanchuan,wheat
torgo,lumber
ust_kut,wild_game
al_ghulayfiqah,fish
sancoins,millet
suamprabon,lumber
phu_wiang,lumber
semnan,livestock
shunsheng,millet
muang_ta_oi,copper
geneve,silk
altun_ha,fruit
dubno,wheat
rozkishna,coal
poytis,wild_game
hunguy,wild_game
kalinganagara,lumber
kamihei,beeswax
xakriaba,goods_gold
ghampur,livestock
dawhee,wild_game
szubin,wheat
tjust,fish
chumikan,wild_game
bosaso,tin
shatki,lumber
saipan,lumber
jaraicejo,livestock
lanciano,salt
capachequi,fruit
tripoli_syria,fish
olan,wild_game
luthigh,wild_game
qastal,wool
cervera,beeswax
waldshut,wool
sangerhausen,horses
champavati,wool
etchemin,sand
kamiura,lumber
itapirapua,goods_gold
riberac,saffron
bielsko,lumber
that_nguyen,lumber
brass,lumber
temirlik,wild_game
sahuaripa,wild_game
ashikaga_loc,cotton
khamakar,fur
feurs,fiber_crops
kubachi,fur
xianyou,rice
mattawasaga,fur
hisse_yoyi_yoe,wild_game
al_lith,clay
bhadohi,wheat
mucajama,lumber
gergal,dyes
fehervar,wheat
bariq,livestock
lingshui,lumber
swidnica,lead
shantar,fish
gorodechnya,millet
spittal,marble
masiko,wild_game
shanghai,fish
belfort,wine
alfeld,lead
mezhorje,lumber
ulukulevo,wild_game
monza,wheat
wuxing,silk
chucuito,fish
myanaung,rice
alhambra_location,livestock
deo,cotton
biloxi,clay
klondike,fur
sittaung,clay
yoshkar_ola,lumber
goupingguan,wild_game
suna,wild_game
chiang_saen,millet
arles,salt
pulilu,fish
mwangulla,lumber
parscov,livestock
tha_tong,lumber
funing_huaian,salt
batlagundu,fruit
tanghe,livestock
lyakhavichy,wool
collo,fish
safed,wheat
kalfou,livestock
karlovac,millet
surmene,iron
putna,wool
namakwa,beeswax
tamdegost,sugar
tripolitsa,silk
halden,lumber
teotenanco,beeswax
aitbulat,livestock
adyumba,lumber
nehbandan,wild_game
juiz_fora,wild_game
nariguala,fiber_crops
waima,livestock
bauchi,stone
maroantsetra,fish
maevatanana,sugar
tondikandia,livestock
tsimanes,fiber_crops
owanburra,coal
darumbal,millet
bukawa,fish
virudhunagar,elephants
bhanvad,iron
astore,livestock
etnemitane,fiber_crops
viswema,stone
korientze,fruit
aalst,legumes
eggenfelden,legumes
licheng_yizhou,livestock
qaryatayn,fruit
jingle,stone
chenxi,wild_game
cherdakly,horses
onushkis,clay
suwayda,sugar
chepes,wild_game
atbara,livestock
nizhny_tagil,goods_gold
ticonderoga,wild_game
bredasdorp,fish
maskwa,wild_game
puel_co,wool
fort_simpson,fur
peerapper,fish
kaffa,wine
xochipillan,lumber
toolse,millet
pingyang,fish
kachi,dyes
nisqually,lumber
hkamti,lumber
farumad,wool
bazhai,wild_game
chaibasa,iron
luorong,lumber
al_qatr,rice
forssa,fish
lebesby,fish
kovin,sand
chalbukhan,fur
alexandrov_gay,livestock
utaya,fur
shimoina,fur
onabeesh,fur
maku,livestock
xumani,wild_game
sheulec,legumes
silam,lumber
karur_punjab,cotton
tauihu,stone
tsaukambo,lumber
tyagacho,fur
yidu,rice
blankenburg,lumber
kalsi,wool
luchaze,ivory
ishpiialawaache,wild_game
aveh,sand
swazi,livestock
chilga,millet
dwarka,fish
libore,rice
southampton,wild_game
tubicha_mini,maize
warlmanpa,clay
madjul,wool
navan,wheat
selemde,iron
pavlovo,fur
ontajarvi,lumber
ycuamandiyu,lumber
taipingzhuang,millet
golashkerd,goods_gold
alysardakh,wild_game
magan,wild_game
mykonos,wine
khannya,wild_game
sabe,lumber
amahami,legumes
hambatus,copper
tabas_al_unnab,wild_game
dingi,livestock
catoctin,lumber
auneau,wine
dulan,horses
wesel,wool
quimper,legumes
minden,beeswax
raguli,fiber_crops
waylula,livestock
barquisimeto,maize
maxaas,livestock
ananatuba,fish
