location_tag,development
sana_tx,10.240
sana_yemen,29.670
sanaga,0.000
sanana,16.090
sanandaj,16.240
sancerre,66.650
sancha,27.750
sanchakou,28.330
sanchuan,24.730
sancoins,74.180
sandakan,14.910
sandan,21.770
sandaran,16.160
sandare,8.260
sandawe,11.260
sande,21.070
sandikli,40.080
sandnes,0.000
sandomierz,47.150
sandonnino,86.900
sandrakatsy,0.000
sandusky,1.180
sanekuy,11.390
sanga,14.660
sanga_kongo,0.000
sanga_pumbo,0.000
sangacho,53.980
sangage,4.660
sangamesvara,16.510
sangamon,3.150
sangar,0.000
sangata,16.130
sangay,4.060
sangcharak,22.430
sangerhausen,50.010
sanggau,20.190
sangha,0.000
sangiin_dalai,3.460
sangju,31.490
sangkha,21.800
sangliat_dol,19.260
sangme,16.740
sangmelima,0.000
sangni,47.290
sangqu,24.940
sanguesa,23.120
sangvor,14.060
sanhe_chaozhou,28.750
sanhe_tongzhou,59.110
sanikiluaq,0.000
sanjiaocheng,18.110
sanju,6.010
sankancete,10.010
sankaranayinarkoil,31.630
sankina,1.130
sanlorenzo,32.680
sanlucar,31.550
sanlucar_la_mayor,58.800
sanmao,30.220
sanniquellie,3.450
sanok,16.490
sanrao,38.840
sansanding,15.600
sansanne_mango,20.040
sansepolcro,46.080
sansevero,73.400
sanshui,58.650
sanshui_binzhou,32.730
sant_feliu,42.910
santa_barbara,0.110
santa_cruz_flores,2.000
santa_cruz_islands,9.000
santa_eufemia,24.530
santa_luzia,1.190
santander,34.840
santangelo,66.620
santarcangelo,66.240
santarem,42.610
santee,3.340
santeh,21.270
santiago,2.750
santiago_compostela,26.630
santiago_islands,7.020
santo_antao,0.500
santo_antonio,0.440
santo_antonio_monte,0.140
santok,25.780
santokhe,0.000
santubong,16.060
sanyao,22.080
sanye,5.770
sanyuan,46.100
sanyyakhtakh,0.000
sanzana,15.150
sao_carlos,1.030
sao_fidelis,0.000
sao_joao_rei,0.150
sao_joaquim,0.000
sao_jose_pinhais,0.000
sao_jose_preto,0.000
sao_leopoldo,0.210
sao_luis_do_paraitinga,0.000
sao_nicolao,0.000
sao_roque,0.000
sao_sebastiao,0.000
sao_sebastiao_paraiso,0.090
sao_tome,0.000
sapara,4.380
saparua,16.160
sapelo,0.000
saponi,5.750
sappah,0.050
sapponah,4.670
sapporo,2.380
sapukaia,1.050
saqqa,5.520
saqra,15.690
sar_mashhad,17.380
sar_pol,28.240
sar_sang,17.040
sara,3.250
sara_sara,15.460
sarab,28.430
sarab_dowreh,19.620
saraburi,24.660
sarahan,34.390
sarai_al_jadid,10.200
sarakhs,25.100
sarangani,9.020
sarangarh,42.000
sarangpur,44.510
saransk,13.570
sarapul,12.320
sarare,5.280
sarashina,25.790
sarata,11.340
saratoga,1.000
saravan,19.300
saraveka,0.000
saraya,4.590
sarayan,17.290
sarayjuk,6.230
sarbaz,10.360
sarbisheh,13.950
sarcham,25.510
sardarshahar,17.130
sardasht,15.090
sarduiyeh,10.050
sare_dioulde,3.070
sarek,3.500
sargadwari,43.700
sargau,15.900
sarh,1.280
sarhad,12.000
sari,33.530
sariang,18.500
saribas,11.100
sarikei,13.180
sarikol,10.000
sarinena,46.720
sariyahsi,50.070
sarkajpa,5.360
sarkikaraagac,38.070
sarkisla,42.360
sarlat,52.360
sarlawuk,12.550
sarnen,30.300
sarov,13.770
sarrebourg,34.770
sarreguemines,46.300
sarria,27.660
sarsuti,34.060
sart,21.870
sartang,0.000
sartene,19.320
sartigan,0.000
sartlan,0.000
saru,0.000
saruk,26.350
sarvaslyk,14.760
sarvestan,17.740
saryadyn,0.000
saryazd,13.620
sarybulak,3.460
sarykopa,10.890
saryozen,15.220
sarzana,33.190
sasak,22.830
sasaram,47.890
sasignan,0.000
saskatchewan,0.000
saskylakh,0.000
sason,13.700
sasovo,15.930
sassandra,3.970
sassari,69.160
sastamala,2.880
sastmola,0.560
sasykkol,14.180
satapo,5.490
satara,39.720
satawan_atoll,0.000
satere_mawe,0.000
satgaon,74.520
sathyagala,29.200
satingpura,19.610
satoraljaujhely,42.510
satsukhdin,5.410
satsuma,22.670
satyamanagalam,21.440
saucunk,2.000
saudakent,14.990
saugeen,1.000
sauipe,0.000
saukiog,2.150
saulgau,70.040
saumur,69.370
saura,3.900
saurimo,1.000
sausaya,42.590
sauveterre_de_guyenne,70.690
sauvo,10.980
sauzas,16.420
savaii,0.000
savalou,11.470
savannakhet,23.040
savantvadi,20.720
savar,63.700
saveh,21.820
savery,0.000
savinka,2.530
savojbolagh,55.520
savona,37.810
savonranta,1.700
savoonga,0.000
savran,19.590
savsat,11.970
savukoski,3.500
savur,44.730
saw,26.510
sawangan,10.580
sawata,24.390
sawawaktodo,0.000
sawokli,3.020
sawran,20.680
saxop_wan_pupako,11.200
say,18.860
sayak,42.980
sayda,44.490
saygatsky,10.530
sayhat,20.470
sayniabuli,16.650
sayula,18.610
sayun,45.940
sayylyk,0.000
sazanbay,10.750
sbiba,15.720
sbikha,22.370
scahentowanen,2.000
scalea,25.950
scanonaenrat,1.000
scarborough,36.070
scarcies,3.220
scatacook,0.000
schaffhausen,59.340
scharding,66.260
scheibbs,33.760
schenectady,2.000
schesslitz,61.900
schinhandowi,1.260
schio,36.940
schladming,24.260
schleiden,48.290
schleiz,37.440
schleusingen,28.440
schmalkalden,25.720
schongau,45.690
schuylkill,0.000
schwabach,61.370
schwaz,55.760
schweinfurt,77.430
schweinitz,81.110
schwerin,66.420
schwyz,34.600
sciacca,53.580
scioto,0.460
scone,62.400
scqescilni,0.000
scugog,1.000
scw_exmx,0.000
sdok_kok_thom,24.840
seacal,6.040
sebakwe,6.140
sebech,20.980
sebes,28.240
sebinkarahisar,34.780
sebit,0.000
sebuku,16.050
sebuyau,11.040
sechelt,0.000
sechenovo,13.940
sedanka,0.000
seddori,47.380
sededema,0.000
seeboosis,0.000
seediq,26.070
seekonk,3.640
sefrou,23.760
segah,16.070
segbana,7.300
segbwema,0.000
segeberg,48.720
segesd,24.320
segou,19.620
segovia,39.080
seguedine,7.510
seguela,3.220
segur,50.700
segura_de_la_sierra,19.560
segyan_kyuyol,0.000
sehore,48.700
sehwan,40.340
seia,23.630
sejnane,19.680
sekadau,19.360
sekayam,13.700
seke_gabun,0.000
sekili,0.000
sekkosi,9.500
selanger,8.530
selby,61.440
selemde,10.960
selenge,5.500
selennyakh,0.000
selephu,3.000
selfoss,27.850
selima,6.160
selimbau,14.950
selinti,16.120
selkehatchie,3.170
selkirk,64.480
sellinkyla,1.000
selo_yartsevo,0.000
selpils,22.650
semalembue,8.140
semarang,29.610
semcojarvi,1.000
semdinli,25.070
semerlanga,20.960
semidesyatnoye,14.140
semikarakorsk,14.500
semiostrov,0.000
semlacu_mare,21.340
semnan,15.130
sempan,0.000
semur_en_auxois,62.140
semur_en_brionnais,58.570
semyonov,15.700
sena,2.130
senafe,3.140
senapelan,21.800
sendamangalam,40.880
senderk,12.630
seneca,0.000
sengel,1.000
sengkae,21.020
senj,18.790
senja,3.250
senlis,69.600
sennar,19.870
senonches,63.470
sens,71.490
sentachan,0.000
sentispac,24.820
seogyeong,72.080
seohara,43.420
seongcheon,27.970
seongju,43.500
seongwi,37.580
seonju,26.350
seonsan,57.590
seosan,54.470
sepauk,18.530
sepeh,13.400
sepinang,16.050
sepon,18.720
sepulveda,28.740
seqse_qaqa,26.250
sequatchie,1.140
sera,25.470
serdobinskaya,24.060
serebryanye_prudy,14.180
sergach,12.470
sergelyakh,0.000
sergiyevsk,9.550
seringapatam,37.490
serkar,3.500
sernur,8.730
serpa,45.000
serpukhov,21.070
serres,21.800
serro,0.040
sershul,8.410
serta,8.040
seru,12.660
seruyan,13.420
servia,16.470
serzhik,5.000
sesayap,13.100
sesheke,9.590
sessekinika,0.000
seta,33.580
setana,0.000
sete_lagoas,1.200
setif,21.680
setswana,0.000
settat,25.750
sette,0.000
settra_kru,0.000
setubal,35.470
seu_durgell,17.680
seuhubeogoi,0.000
sevede,17.430
severin,17.980
sevilla,48.720
sevsk,17.680
sexqeltqin,0.000
seyat,0.000
seydisehir,25.910
seydisfjordur,0.000
seydougou,6.200
seyhli,55.600
seyitgazi,29.170
seyitler,6.370
seymchan,0.000
sfantu_gheorghe,28.080
sfaqes,41.840
sguuxs,0.000
sha_ia_nde,5.220
shaazan_khot,2.150
shaazan_tolgoi,0.180
shabalula,10.640
shabash,0.000
shabogamo,0.000
shabran,11.940
shabwa,34.140
shackamaxon,5.540
shad_kirman,12.920
shadodkot,53.340
shadrinsk,1.750
shaftesbury,50.940
shagamu,0.000
shagan,7.000
shagiz,7.820
shagou,55.130
shahabad,61.570
shahabad_kerman,16.140
shahabad_uttar_pradesh,41.700
shaharah,9.000
shaharpara,37.630
shahbazpur,46.490
shahdad,12.960
shahe,47.320
shahe_bobai,40.950
shahjadpur,62.560
shahjahanpur,46.280
shahpur,52.920
shahr_e_babak,15.110
shahr_meyan,24.230
shahr_sabz,20.830
shahrakht,13.570
shahrestan_sofla,17.030
shajwa,3.550
shake_kongo,0.000
shakhty,11.360
shaki,25.030
shakka,12.860
shalakusha,0.000
shalatenan,8.710
shalskii,0.000
shamakhi,10.350
shambala,15.530
shambe,5.750
shamiram,15.690
shamkir,17.360
shamokin,0.000
shana,0.000
shana_bukanda,1.610
shandan,28.290
shandrin,0.000
shanfana,0.000
shangaly,11.520
shangcai,63.590
shangcheng,33.340
shangdang,75.510
shangdu,32.030
shanggao,42.060
shanghai,79.170
shanghang,38.800
shanghe,86.760
shangjin,26.800
shangjing,30.680
shanglin,24.340
shangluo,21.290
shangnan,22.240
shangrao,43.010
shangshui,84.580
shangsi,23.800
shangxi,29.220
shangyou,26.120
shangyu,66.900
shangyuan,85.390
shangzhou,22.750
shanha,0.010
shanjir,17.740
shankargah,44.440
shansu,90.640
shantar,5.000
shantsa,2.000
shanxian,60.360
shanyang,23.110
shanyang_huaian,61.500
shanyang_yingzhou,71.660
shanyin,68.860
shaowu,41.300
shaoxing,78.990
shaoyang,30.520
shapoquate,3.320
shaqrud,10.160
shar,9.590
shar_yelpuk,17.110
sharanga,15.890
sharda,18.030
shardonem,1.500
sharga_uul,2.000
shargyn_gobi,0.000
shari,0.000
sharjah,11.130
sharka,11.500
sharu,3.500
sharuna,29.210
shatili,12.000
shatki,13.410
shatsk,19.350
shatur,13.400
shatyrlysay,8.100
shavgar,14.570
shawanaga,0.000
shawanoe,3.770
shawinigan,0.000
shawmut,5.040
shawnee,0.260
shaxi,27.060
shaxian,32.110
shayang,67.480
shayar,19.460
shazhou,24.130
shcherbinovka,4.870
shchuchya,0.000
shchuchye,1.570
shchuchye_smolensk,16.500
shchuchyn,22.180
shebeon,0.000
sheberghan,19.250
sheboygan,2.210
shee_t_ika,0.000
shehong,45.120
sheikh_hussein,10.660
shelek,16.510
sheleksa,1.500
shemkhiya,10.160
shemonayevskoye,9.600
shemysheyka,14.170
shenandoah,0.950
shenango,0.000
shendi,11.950
shenga_kurya,11.500
shenge,0.000
shengeldy,16.570
shengxian,41.960
shenmu,36.420
shenqiu,61.730
shenshui,29.720
shenwu,33.370
shenxian,77.470
shenyang,41.200
sheohar,47.240
sheopur,48.600
sherbiv,19.350
sherbro_island,0.000
sherda,5.000
shergarh,40.600
sherwan,33.270
sheshatshiu,0.000
shestakova,0.000
shetek,8.060
shethanei,0.000
shetland,54.090
sheulec,3.020
shexian,47.030
shexian_cizhou,30.840
shey,3.510
shiawasee,1.040
shibam,28.110
shibetoro,0.000
shibetsu,1.620
shibogama,0.000
shichaam,0.000
shichah,2.010
shicheng,51.300
shicheng_jizhou,67.770
shicheng_ningdu,30.860
shida,25.910
shidai,30.630
shidian,29.400
shiewhibak,6.350
shifang,37.340
shigar,16.890
shigatse,19.800
shighnan,26.830
shigony,13.040
shikama,34.330
shikarpur,41.090
shikashin,12.230
shili,9.790
shilik,16.860
shilong,48.040
shilou,53.160
shilovo,17.390
shima,27.510
shimamaki,0.000
shimbay,6.580
shimen,33.210
shimen_poyang,45.750
shimian,28.440
shimoagata,23.560
shimoga,34.170
shimohei,16.060
shimoina,23.360
shimokita,19.810
shimushiru,0.000
shinan,27.190
shinas,21.210
shincal,8.010
shindand,17.630
shineha,20.750
shingwako,7.000
shinobu,19.030
shioya,30.090
shipai,74.980
shipastouk,0.000
shiping,27.780
shipshaw,2.000
shiqian,29.510
shiquan,25.680
shiquan_maozhou,25.610
shira,17.180
shira_qulusun,0.000
shirakawa,25.810
shiranuka,0.000
shiraoi,0.000
shiraz,26.930
shire,15.270
shirvan,9.250
shirvan_iran,15.310
shish,0.000
shishgarh,42.450
shishou,51.160
shisou,23.020
shitara,25.690
shiveh,40.160
shiveluch,0.000
shiwa,21.720
shixi,28.360
shixing,31.260
shizhao,54.360
shizhou,28.150
shizhu,28.190
shizilu,54.590
shizong,48.000
shizunai,0.000
shkhancheriekhabl,12.670
shkoder,34.000
sho,23.360
shohopanaiti,0.000
shoindykol,3.370
sholakkorgan,14.780
sholhapur,48.890
shoma,6.340
shopando,15.430
shoptikol,8.380
shoptovo,16.240
shoqan,10.330
shorabak,12.740
shorapani,14.230
shoreham,45.100
shorkot,71.730
shoubak,16.700
shouchun,60.160
shouguang,63.680
shouyang,38.740
shouzhang,90.710
shravanabelagola,29.070
shravasti,42.740
shrewsbury,51.170
shtax_heen,0.000
shtip,32.340
shua,0.000
shuangliu,41.800
shuangshui,31.790
shuangxi,30.040
shuangyashan,17.250
shubenacadie,0.000
shubi,5.150
shucheng,33.960
shui,18.950
shuicheng,23.960
shuihu,50.490
shuihui,28.530
shuiluo,26.120
shuitejiang,33.830
shuixi,52.230
shukden,12.600
shukjung,8.290
shulan,17.320
shulu,53.250
shuluun_khoboot_tsagaan,2.850
shuman,28.790
shumen,33.920
shumushu,0.000
shumyachi,19.270
shunchang,38.030
shunda,0.000
shunde,73.020
shungopavi,2.010
shunning,25.340
shunsheng,32.150
shuntaneshnanga,10.240
shunyang,40.990
shunyi,55.910
shupaw_kulu,0.000
shuqra,31.160
shuruk,9.000
shuryshkar,0.000
shusef,13.250
shush,25.000
shusha,11.030
shushenskoye,0.000
shushtar,23.040
shuuchi,23.330
shuya,16.310
shuya_karelia,1.000
shuyang,63.610
shuyskoye,11.940
shwegu,27.360
shybyndy,3.680
shymkent,19.360
shyngyrlau,7.570
shyoltozero,1.620
shyrokyne,5.090
siah_cheshmeh,15.230
siak,15.000
sialkot,76.160
siang,18.420
siar,0.000
siatista,27.630
siauliai,17.830
siba_circassia,15.670
sibak,15.560
sibda,6.000
sibenik,26.530
siberia_abalak,0.000
siberia_bor,0.000
siberia_kuytun,0.500
siberia_tenteksor,6.650
siberut,23.220
sibiu,25.260
sibolga,17.230
sibook,0.000
sibugay,10.250
sibumbong,16.000
sic,23.500
sicangu,4.000
sicarate,6.440
sicasica,8.700
siccanemos,1.350
sicheng,20.570
sichon,16.340
sico,2.800
sidenreng,20.300
sideradougou,10.640
sidhi,30.190
sidhmukh,24.340
sidi_bennour,20.660
sidi_fredj,26.570
sidi_okba,11.190
sidon,62.650
siegas,2.000
siegburg,61.310
siegen,29.380
sien,26.890
siena,78.010
sienzhou,45.430
sieradz,40.390
sierpc,22.510
siewierz,30.860
sigam,17.300
sigdal,3.170
sigheneg,0.000
sighet,23.600
sighisoara,19.460
sighnaq,21.950
sigi,21.670
sigli,21.120
siglufjord,0.000
sigmaringen,66.860
siguanea,0.000
siguenza,27.620
siguiri,16.440
sigulda,21.530
sihabi,6.000
sihor,33.380
sihui,38.150
siikalatva,0.000
siimitalik,0.000
siirt,46.660
sijilmasa,21.300
sikar,19.340
sikasingo,0.000
sikieye,15.640
sikka,17.250
siklos,33.530
siktyakh,0.000
silacayoapam,6.880
silae,15.170
silale,16.490
silam,8.750
silandro,23.600
silat,18.980
silbojock,2.500
siletiteniz,0.000
silifke,53.330
siliguri,46.140
silivri,33.590
silkari,4.500
silkeborg,23.940
silla,1.190
sillanwali,64.940
silli,31.710
silou,22.140
silver_lake,0.000
silves,29.320
simav,26.090
simbirsk,14.240
sime,29.350
simeulue,17.100
simhapura,19.070
similkameen,0.000
siming,28.620
simiti,8.540
simmern,48.620
simmi,8.110
simo,7.860
simontornya,39.340
simpcw,0.000
simraungadh,48.180
simsir,12.400
sinaloa,10.540
sinaugoro,0.000
sinaw,8.390
sinawin,13.390
sincel,13.040
sinclair,0.000
sindagi,35.270
sindangan,10.170
sindangkasih,25.770
sindhuli,30.170
sindkedh,29.460
sine_ngayene,12.780
sines,30.410
singa,20.730
singarh,35.290
singgora,16.670
singhapala,10.640
singingi,22.160
singkhon,17.480
singkil,18.360
singorgarh,35.530
sinipi,0.000
sinj,18.940
sinja,26.550
sinjar,15.770
sinjik,0.000
sinkyone,0.000
sinnar,38.060
sinop,30.540
sinqu,1.060
sinsheim,47.690
sint_niklaas,64.830
sintang,20.800
sinu,9.430
siocon,13.190
sioma,7.570
sion,25.510
siona,6.370
sionomhudon,18.510
sioure,5.080
sipiweske,10.000
sipri,37.690
sipuk,0.000
sipura,21.930
sir_bani_yas,4.470
sira,28.610
siraf,14.770
siraha,42.300
siran,22.890
siraya,37.410
sirdan,15.820
siret,18.560
sirhind,47.610
siri_do,17.530
sirik,17.190
siriono,0.000
sirjan,14.350
sirnak,36.440
sirohi,22.900
sironj,46.120
sirpur,31.160
sirte,15.520
sirudal,6.670
sis,31.800
sisak,37.310
sisakht,18.210
sisem_ata,9.030
sishui,56.080
sisimbles,10.940
siskiyou,0.090
sissipahaw,4.870
sisteron,69.780
sitakunda,34.380
sitamarhi,50.880
sitanda,3.990
sitapur,29.660
sitavaka,24.230
siteia,21.280
sitges,26.690
siton,0.000
sitpur,59.990
sittaung,28.230
sitte,0.000
situo,28.970
siva,0.000
sivas,36.220
siverek,37.640
sivrice,12.580
sivrihisar,27.510
sivukutaitiarruvik,0.000
sivuqaq,0.000
siwa,16.290
siwana,25.250
siwi,20.890
sixtymile,0.000
siya,0.000
siyancuma,0.000
siyara,6.000
siyathemba,0.000
siyene,0.000
siyom,17.750
sjalevad,4.040
sjenica,21.570
sjundea,10.730
sk_atsin,0.000
skaapirox,0.000
skagen,40.860
skagit,0.500
skahuukaawiat,4.000
skalholt,27.320
skande,15.420
skaniatares,4.000
skara,29.390
skardu,27.980
skaun,10.170
skelleftea,6.950
skene,16.620
ski,26.770
ski_iyo_he,0.000
skien,23.020
skikda,24.760
skin_tyee,0.000
skinskatteberg,12.060
skipton,29.290
skitsetsen,0.000
skitswish,0.000
sklad,0.000
sklallam,0.000
skofja_loka,22.860
skootamatta,0.000
skopin,17.120
skopje,36.890
skoura,17.930
skreen,10.260
skrytaya,0.000
skuodas,18.480
skuppah,0.000
skvyra,20.380
skwierzyna,34.720
skye,40.880
slagelse,25.090
slana,0.000
slanic,17.290
slano,18.740
slany,73.090
slatina,25.770
slavkovitchi,16.840
slawharad,20.670
slawno,27.650
slesvig,64.560
sletewsi,0.000
sliammon,0.000
sligo,18.430
slite,27.010
sliven,27.390
slobodskoy,4.330
slobozia,32.350
slonim,17.520
sloten,29.150
slovenj_gradec,32.940
sloviansk,17.420
slunj,13.520
slupsk,26.220
slutsk,19.670
slyudyanka,2.080
sm_algyax,4.000
smai_samkai,7.390
smalyavichy,19.700
smara,11.000
smederevo,43.830
smerdyn,18.690
smila,19.280
smolensk,33.600
smolenskoye,6.150
smolyan,18.120
smyrna,41.330
snasa,2.000
sniatyn,21.010
snk_mip,0.000
snohomish,3.000
snovsk,15.240
snt_t_ulix,0.000
so_so_goiw,0.000
so_taeo_o,0.000
soalara,3.590
soba,20.470
soba_gawe,6.200
sobaipuri,1.880
sobat,6.110
sobolevo,0.000
soboloox,0.000
sochaczew,35.420
socksjock,6.500
sodankyla,1.760
soddo,8.130
soderala,10.220
soderbarke,10.960
soderkoping,26.880
sodertalje,28.790
soest,67.300
sofala,5.090
sofiivka,9.960
soghan,13.240
sogndal,15.600
sogra,0.000
sogut,24.750
sohagpur,34.780
sohra,25.910
sohrevard,18.010
sohrfiruzan,16.440
soikino,16.330
soissons,67.940
sojas,21.690
sok,6.000
sokal,21.210
sokilets,20.680
sokna,11.100
soko_grad,15.490
sokode,0.000
sokolka,25.310
sokolo,12.170
sokolow,30.490
sokota,14.570
sokoto,13.860
sokurdakh,0.000
sol_galichskaya,11.420
sol_velikaya,20.050
solatunum,6.890
soldaia,12.320
soli,23.240
solikamsk,1.760
solimandungan,16.700
solingen,76.700
solkhat,5.880
solok,24.040
solomoydokh,0.000
solothurn,40.780
solovetsky,0.000
solovtsovo,13.920
solt,38.260
soltaniyeh,26.180
soltau,36.910
soltobe,13.760
soltsy,16.820
soltsy_kirishi,15.990
soltyn,26.920
solvesborg,27.310
soma,20.610
somaleh,20.470
somana,1.600
sombai,19.700
somnath,30.940
somogyvar,45.780
somuncura,0.000
son_la,21.670
sonaly,11.120
sonamiani,33.620
sonargaon,74.490
soncino,80.920
sonda,44.970
sonda_karnataka,18.410
sondeled,19.650
sondershausen,42.790
sondor,11.130
sonepur,54.330
sonepur_bihar,55.940
song_be,21.840
song_khwae,20.650
songming,46.540
songo_mnara,12.970
songxi,31.210
songyang,28.330
songye_kongo,0.000
songzhou,23.920
songzhou_songpan,27.590
songzhou_songzhou,45.520
songzi,91.010
sonhat,32.060
sonisa,47.500
sonod,1.220
sonqor,20.770
sonso,13.320
sontang,17.350
sonthofen,40.380
soo,33.280
soombak_e,0.000
soonpur,26.150
sopron,53.860
sora,56.950
sorachi,0.000
soras,34.450
sordavala,0.000
sorgono,46.700
sorgun,30.230
sori,3.560
soria,32.930
sorin_nuur,3.540
sorkam,16.870
soroca,26.420
sorocaba,0.050
sorochinskaya,9.380
sorokogne,3.870
sorsele,4.500
sortol,0.000
sos,23.490
soscumica,0.000
sosnovy_ostrov,16.690
sosnytsia,21.270
sosola,20.720
sosso,14.340
sosva,1.020
sotachiro,5.870
sotk,13.010
sotkamo,1.120
sotuta,19.540
sougb,0.000
souk_el_arba,26.290
souma,49.850
soumpi,9.270
sousse,62.340
south_andaman,20.580
south_camaguey,0.000
south_dahalo,8.010
south_hia_ced_oodham,7.230
south_hlanganu,3.620
south_juma,1.070
south_letota,1.550
south_meetto,8.220
south_molala,0.000
south_pumpu,0.000
south_sakuye,1.340
south_shirima,6.680
south_yao,10.560
southampton,57.160
souya,0.600
sowunusiske,0.000
soyangi_trail,0.000
soyo,1.050
soyopa,1.440
sozak,13.140
sozopol,30.510
spalding,65.810
spas_na_kholmu,16.560
spasskoye,11.820
spasskoye_lyskovo,8.830
spaxomin,0.000
speyer,100.360
spilimbergo,55.240
spirka,0.000
spirkovo,9.080
spitak,13.230
spithota,2.390
spittal,44.840
splatsin,0.000
split,27.490
split_rock,0.000
spoleto,46.110
sporades,13.300
spremberg,40.960
squamish,0.000
squamscott,1.300
squliq,27.020
sra_luang,27.460
srb,13.240
srebrenica,15.600
srebrenik,34.640
sredets,27.310
srednekolymsk,0.000
srednyaya_akhtuba,5.550
sreepur,65.490
srem,47.800
sremska_mitrovica,45.170
sretenskoe,16.980
srey_sarchhor,44.270
sri_satchanalai,19.470
sri_thep,24.010
srigangapatna,43.860
srinagar,42.790
srinagar_garhwal,28.890
sringeri,20.290
sripura,36.430
srirangam,51.480
srisailam,36.250
sroda_slaska,49.740
sroda_wielkopolska,44.010
srok_khleang,19.590
st_affrique,56.910
st_aignan,57.940
st_albans,62.850
st_ambroix,56.490
st_andrews,64.620
st_at_imcets,0.000
st_calais,59.210
st_francois_mts,4.050
st_gallen,53.240
st_georgen,31.550
st_gerand,45.560
st_helena,0.000
st_jean_dangely,79.610
st_johann,25.610
st_leonard,62.430
st_martin,17.850
st_matthew,0.000
st_pierre_de_moutier,60.990
st_pol_de_leon,54.910
st_polten,50.900
st_sauveur,70.660
st_uxwtews,0.000
st_veit,34.950
st_vith,27.660
stadacona,4.500
stade,80.170
stafford,47.570
stalac,35.250
stanimaka,39.750
stanitsa_kokchetavskaya,1.900
staraya_kulatka,14.110
staraya_ladoga,16.030
staraya_mayna,21.010
staraya_russa,16.310
staraya_ryazan,19.920
staraya_zima,1.500
starobin,16.160
starodub_on_the_klyazma,18.540
starodub_siverskyi,18.110
starodub_votsky,18.120
starominskaya,8.450
staropolye,16.200
staroye,11.970
staroyuryevo,15.040
stary_tekov,37.690
staryi_amanak,9.450
staryya_darohi,10.670
stata_ketux,0.000
stavanger,32.650
stavelot,31.060
stavoren,53.410
stavropol,8.840
stavropol_na_volge,14.840
stefanesti,38.180
stefani,35.540
steigen,6.240
steinburg,55.870
steinfeld,51.240
steinkjer,27.050
stelty,6.190
stendal,67.880
stensele,4.500
stepan,17.040
stepanenki,2.680
stepanevka,7.970
sterlibashevo,10.270
sterlitamak,13.240
sterzing,29.660
stettin,71.060
steyr,32.610
stezyca,32.430
stil_qw,0.000
stipon,25.110
stirling,63.310
stjordal,10.740
stlpulmsh,0.000
sto_domingo_silos,26.510
sto_lo,0.000
stockach,70.270
stockholm,35.630
stockton,44.030
stodolichi,11.430
stoke,46.950
stolin,21.290
stomio,16.630
stonehaven,68.670
stora_tuna,10.570
stordal,12.290
storen,6.350
storkyro,0.000
stormarn,63.710
storozhynets,12.950
stowbtsy,20.650
strabane,39.590
stralsund,68.290
stramba,19.590
strangnas,24.510
stranraer,70.890
strasbourg,87.990
stratford,42.730
strathearn,59.590
straubing,69.980
straupe,16.390
strehaia,18.010
strelcha,33.630
strelitz,59.840
streshyn,30.560
stromstad,14.840
strumica,19.400
stryi,13.230
stryn,21.140
strzelce_opolskie,29.290
sts_ailes,0.000
stswecen_c,0.000
stung_treng,23.610
stuttgart,57.010
stxtilusten,0.000
stz_uminus,0.000
su_naq,0.000
suakin,18.590
suamox,15.340
suamprabon,25.520
suan,29.600
suau,0.000
subansiri,20.560
subaytila,17.920
subi_islands,19.820
succun,0.000
suceava,22.660
suchiimma,4.500
suchilapan,30.900
sucuriu,0.000
sudai,9.330
sudislavl,18.210
sudogda,19.290
sudzha,13.720
suena,0.000
suez,23.290
sufaynah,5.330
sugaur,41.640
sugeneb,27.520
sughar,14.480
sugut,16.080
suhar,11.350
suhut,33.790
sui,17.110
sui_pakistan,36.710
suian,42.080
suichang,27.240
suide,56.120
suidong,39.720
suikujarvi,0.000
suining,46.030
suining_jing,28.080
suining_pizhou,82.180
suiping,64.660
suisin,8.730
suixi,50.530
suixian,44.000
suiyang,23.700
suiyang_guide,89.080
sukadana,16.460
sukadana_lampung,26.820
suket,32.250
sukhma,28.450
sukhnah,16.040
sukhorukova,0.000
sukhothai,32.150
sukhumi,19.270
suki,0.000
sukju,53.730
sukkur,60.020
suksun,1.830
suktogeja_o_ipa,2.000
sulaymaniyah,25.610
sulechow,27.130
suledal,4.600
sulkhari,6.510
sully,67.900
sulmona,41.060
sulomay,0.000
sultanonu,34.280
sultanpur,42.880
sultanpur_uttar_pradesh,48.340
sultanwind,51.540
suluk,10.500
suluklu,26.930
suluntah,14.010
sulusaray,19.510
sulzbach,46.030
suma,4.150
sumampa,0.060
sumba,19.380
sumbawa,19.020
sumbis,5.430
sumbwa,5.330
sumedang,22.010
sumgut_vosh,0.000
sumilao,11.150
sumino,11.210
sumperk,30.770
sumsky_posad,0.000
sumtiin,1.000
sumuri,0.000
sumy,7.540
suna,5.430
sunam,41.750
sunapee,0.000
suncheon,36.180
sunda_kelapa,41.680
sundergarh,30.160
sungai_jujuhan,24.880
sungai_lati,18.140
sungai_penuh,19.750
sunggari,9.990
sungurlu,41.450
suning,73.140
sunju,38.630
sunkoshi,27.060
sunndal,1.000
sunnfjord,14.350
sunnmore,15.890
suntar,0.000
suntou,32.320
suojarvi,0.000
suomussalmi,1.110
suonikyla,0.000
suordakh,0.000
suoyungu,0.000
suphanburi,29.600
suq,23.250
suq_al_ghinan,8.290
