location_tag,building,starting_levels,cap_at_start,cap_at_reference_development,starting_ledger_people,maximum_ledger_people
xunyang,flood_bunds,0,1,3,0.0,235.4
xupu,flood_bunds,0,1,3,10.6,877.4
xutsnoowu,flood_bunds,0,0,0,0.0,69.1
xuwen,flood_bunds,0,0,2,20.4,267.0
xuyi,flood_bunds,1,7,8,266.6,1181.6
xuzhou,flood_bunds,4,6,7,2046.8,7179.9
xylokastro,flood_bunds,0,0,0,4.3,238.6
y_uasu,flood_bunds,0,0,2,0.0,1499.0
ya_kti_ki,flood_bunds,0,0,2,0.0,14.4
ya_ttaish,flood_bunds,1,2,4,125.2,6323.0
yaakwdaat,flood_bunds,0,2,4,0.0,864.0
yaanga,flood_bunds,0,3,5,0.0,941.4
yaaucaniga,flood_bunds,0,3,5,0.0,4073.6
yabrin,flood_bunds,0,0,2,0.0,0.0
yabro,flood_bunds,0,0,0,0.0,1.5
yabu,flood_bunds,0,0,0,0.0,1681.0
yacegua,flood_bunds,0,2,4,0.0,1107.2
yacupipizote,flood_bunds,1,1,3,118.7,613.0
yada,flood_bunds,0,0,0,0.0,14.0
yadhaigana,flood_bunds,0,0,2,0.0,349.2
yadkin,flood_bunds,0,1,3,2.5,4064.9
yafran,flood_bunds,0,0,0,0.3,0.7
yagala,flood_bunds,0,1,3,0.3,422.7
yagalingu,flood_bunds,0,1,3,0.0,42.3
yaguabo,flood_bunds,0,0,0,0.0,751.1
yaguachi,flood_bunds,3,4,6,848.3,14506.0
yaguana,flood_bunds,0,0,0,0.0,280.2
yaguari_guazu,flood_bunds,0,1,3,0.0,803.4
yaguarzongo,flood_bunds,0,1,3,0.0,622.2
yahandeka,flood_bunds,0,0,0,0.0,58.9
yaharo,flood_bunds,0,0,2,0.5,306.7
yahi,flood_bunds,0,0,2,0.0,121.3
yahotyn,flood_bunds,0,1,3,0.1,898.5
yahr,flood_bunds,0,0,0,10.2,32.9
yahualican,flood_bunds,0,0,2,43.5,746.1
yahyali,flood_bunds,0,0,2,9.1,152.0
yaik,flood_bunds,0,0,0,0.0,582.4
yaino,flood_bunds,0,0,2,0.3,98.4
yakataga,flood_bunds,0,0,2,0.0,43.7
yakawlang,flood_bunds,0,0,0,0.0,227.6
yakesa,flood_bunds,0,0,2,0.0,556.3
yakhi,flood_bunds,0,0,0,0.0,50.4
yakkajari,flood_bunds,0,1,3,0.0,299.0
yakovlevskoye_bolshoye,flood_bunds,0,1,3,45.9,663.2
yakshur_bodya,flood_bunds,0,0,0,2.9,673.5
yakwahnim_paa,flood_bunds,0,0,0,0.0,32.2
yakyu_ki,flood_bunds,0,0,0,0.0,15.6
yala,flood_bunds,0,1,3,0.0,717.2
yalarrnga,flood_bunds,0,0,2,0.0,26.8
yalata,flood_bunds,0,0,2,0.0,0.2
yalingkuo,flood_bunds,0,0,0,0.0,0.1
yalutorovsk,flood_bunds,1,2,4,275.0,2775.7
yalvac,flood_bunds,0,0,0,980.3,1410.8
yalve_sanga,flood_bunds,0,2,4,0.0,1107.8
yam_pah_pa,flood_bunds,0,0,2,0.0,234.9
yama,flood_bunds,0,4,6,0.0,3714.5
yama_jap,flood_bunds,0,4,6,6.6,3485.0
yamachiche,flood_bunds,0,3,5,0.0,7066.5
yamagata,flood_bunds,0,2,4,0.0,884.4
yamakoshi,flood_bunds,0,1,3,0.0,2034.0
yamamoto,flood_bunds,0,4,6,11.0,2140.2
yamanashi,flood_bunds,0,1,3,0.0,802.9
yamanquex,flood_bunds,0,0,2,48.0,112.3
yamasa,flood_bunds,0,2,4,0.0,2672.3
yamaska,flood_bunds,0,4,6,0.0,18849.6
yamatji,flood_bunds,0,1,3,0.0,0.1
yambadika,flood_bunds,0,0,2,0.0,29.2
yambasa,flood_bunds,0,1,3,7.5,496.9
yambina,flood_bunds,0,2,4,0.0,598.7
yambio,flood_bunds,0,1,3,0.0,609.7
yamdena,flood_bunds,0,0,2,0.2,1139.8
yaminue,flood_bunds,0,0,0,0.0,6.9
yamparaez,flood_bunds,0,0,2,0.0,172.0
yamsk,flood_bunds,0,0,0,0.0,2.1
yamur,flood_bunds,0,1,3,0.0,1520.6
yana,flood_bunds,0,0,0,0.0,54.2
yanaguana,flood_bunds,0,1,3,0.0,953.6
yanahuara,flood_bunds,0,0,2,5.6,77.1
yanal_densa,flood_bunds,0,0,2,0.0,7.3
yanatile,flood_bunds,0,0,2,0.0,110.4
yanaul,flood_bunds,0,1,3,22.0,1029.5
yanchang,flood_bunds,0,0,2,27.7,252.5
yancheng,flood_bunds,0,5,6,0.0,0.0
yancheng_kaifeng,flood_bunds,4,6,7,2451.0,5307.5
yanchi,flood_bunds,0,0,2,0.7,12.2
yanchuan,flood_bunds,0,0,2,6.4,185.7
yanci,flood_bunds,5,5,6,3356.0,4927.1
yandao,flood_bunds,0,0,2,28.3,1322.6
yande,flood_bunds,0,1,3,5.8,465.0
yaneka,flood_bunds,0,1,3,0.0,7155.8
yanesha,flood_bunds,0,1,3,0.5,576.5
yanga,flood_bunds,0,0,0,0.0,78.1
yangabad,flood_bunds,0,0,2,0.0,0.0
yangam,flood_bunds,0,0,0,0.0,431.8
yangbei,flood_bunds,0,0,2,5.0,295.0
yangcheng,flood_bunds,0,2,3,141.5,216.8
yangchun,flood_bunds,0,0,2,27.2,558.7
yangdi,flood_bunds,2,2,3,1576.2,2688.0
yangga,flood_bunds,0,1,3,0.0,305.0
yanggu,flood_bunds,0,1,3,0.0,869.4
yanggu_yanzhou,flood_bunds,4,4,5,5412.0,7732.8
yangi,flood_bunds,0,0,2,0.0,565.4
yangikent,flood_bunds,0,0,2,39.2,356.6
yangirabod,flood_bunds,0,0,0,0.0,249.4
yangjiang,flood_bunds,0,3,5,41.6,375.0
yangjibaliq,flood_bunds,0,0,2,0.0,69.0
yangju,flood_bunds,0,3,5,63.2,2010.6
yangman,flood_bunds,0,1,3,0.0,384.6
yangqu,flood_bunds,0,0,0,3.5,36.4
yangshan,flood_bunds,0,1,3,1.9,347.3
yangshou,flood_bunds,0,4,6,74.8,350.4
yangshuo,flood_bunds,0,1,3,35.9,628.6
yangxin,flood_bunds,4,5,6,2520.3,6327.8
yangyuan,flood_bunds,0,0,0,0.2,97.0
yangzhou,flood_bunds,0,1,3,5.8,459.0
yangzi,flood_bunds,0,7,8,91.1,124.7
yanhe,flood_bunds,0,0,2,72.1,1439.5
yanjin,flood_bunds,3,5,6,1592.9,4504.3
yanling,flood_bunds,4,5,6,2204.1,6832.5
yanovo,flood_bunds,0,3,5,0.0,2149.2
yanque,flood_bunds,0,0,0,85.6,222.8
yanranay,flood_bunds,0,0,2,0.0,0.0
yans,flood_bunds,0,1,3,4.6,1099.6
yanshan,flood_bunds,2,5,6,1432.9,5511.4
yanshan_guangxin,flood_bunds,0,4,6,44.2,906.4
yanshen,flood_bunds,0,1,3,69.7,1209.5
yanshi,flood_bunds,4,4,5,5129.1,5326.6
yanting,flood_bunds,0,1,3,5.4,52.6
yanyuwa,flood_bunds,0,1,3,0.0,389.4
yao,flood_bunds,0,2,4,0.0,802.9
yaoshan,flood_bunds,0,1,3,0.0,721.9
yaozhou,flood_bunds,0,0,0,21.6,181.6
yap,flood_bunds,0,1,3,0.0,0.0
yapavu,flood_bunds,0,2,4,0.5,33.4
yapen,flood_bunds,0,0,0,0.0,202.9
yapeyu,flood_bunds,0,2,4,0.0,3995.3
yaporox,flood_bunds,1,1,3,195.7,783.2
yapuata,flood_bunds,0,0,2,0.0,358.9
yapudttka,flood_bunds,0,0,0,0.0,8.2
yaqan_nukiy,flood_bunds,0,0,2,0.0,297.7
yaqay,flood_bunds,0,4,6,0.0,6774.8
yaqui,flood_bunds,0,2,4,0.0,1176.9
yaquimo,flood_bunds,0,0,0,0.0,142.7
yaquina,flood_bunds,0,0,2,0.0,417.6
yaracuy,flood_bunds,0,0,2,2.0,530.4
yaransk,flood_bunds,0,1,3,2.5,827.5
yareba,flood_bunds,0,1,3,60.8,2617.6
yarensk,flood_bunds,0,0,2,0.0,939.5
yarkand,flood_bunds,0,0,2,0.0,1.0
yarkino,flood_bunds,0,0,2,0.0,174.3
yarmouth,flood_bunds,1,2,4,327.5,896.8
yarok,flood_bunds,0,1,3,0.0,0.0
yaropolch,flood_bunds,0,2,4,13.8,2211.8
yaros,flood_bunds,0,2,4,0.0,940.3
yaroslav_poland,flood_bunds,1,2,4,359.5,3166.1
yaroslavka,flood_bunds,0,2,4,17.1,915.1
yaroslavl,flood_bunds,1,5,7,350.8,3801.4
yarra,flood_bunds,0,2,4,0.0,625.3
yartsevo,flood_bunds,1,1,3,439.5,1854.1
yasawa,flood_bunds,0,1,3,0.0,0.0
yashikumne,flood_bunds,0,4,6,0.0,1538.9
yashkul,flood_bunds,0,0,2,0.0,161.6
yasin,flood_bunds,0,0,0,0.1,4.9
yasothon,flood_bunds,0,4,6,27.7,27627.7
yasuj,flood_bunds,0,0,0,55.0,1524.2
yasukand,flood_bunds,0,0,2,29.6,189.5
yatenga,flood_bunds,0,1,3,0.0,1367.4
yateras,flood_bunds,0,1,3,0.0,1084.2
yatsushiro,flood_bunds,0,1,3,0.0,1144.1
yatsushiro_higo,flood_bunds,0,4,6,2.1,3664.1
yauan,flood_bunds,0,1,3,0.0,139.3
yauca,flood_bunds,0,0,0,0.1,4.8
yaur,flood_bunds,0,0,0,0.0,1560.5
yauri,flood_bunds,0,1,3,61.4,1050.2
yautepec,flood_bunds,0,2,4,24.3,970.7
yauto,flood_bunds,0,0,0,4.7,203.1
yavoriv,flood_bunds,0,5,7,67.6,3265.9
yavpe,flood_bunds,0,0,0,0.0,0.3
yawdanshi,flood_bunds,0,0,0,0.0,10.5
yawnghwe,flood_bunds,0,0,2,0.0,2347.8
yawuru,flood_bunds,0,1,3,0.0,53.2
yax_mutal,flood_bunds,0,1,3,0.0,2845.8
yazd,flood_bunds,0,0,0,0.0,0.0
yazdikhwast,flood_bunds,0,0,0,0.2,0.4
yazduye,flood_bunds,0,0,0,0.0,6.7
yazhelbitsy,flood_bunds,0,1,3,0.0,1465.7
yazne,flood_bunds,0,0,0,0.9,448.7
yazoo,flood_bunds,0,5,7,0.0,32792.8
ybiti,flood_bunds,0,1,3,0.0,299.7
ycuamandiyu,flood_bunds,0,2,4,0.0,979.7
ye,flood_bunds,0,1,3,1.0,341.8
ye_ya_xabine,flood_bunds,0,1,3,0.0,548.7
yecla_de_yeltes,flood_bunds,0,0,2,23.4,137.1
yedagiri,flood_bunds,1,1,3,903.7,4640.3
yedey,flood_bunds,0,0,2,0.0,0.0
yegaladapa,flood_bunds,0,3,5,23.0,103.6
yegindybulak,flood_bunds,0,0,0,0.0,150.5
yegorlykskaya,flood_bunds,0,1,3,0.0,458.8
yegorshin_povytok,flood_bunds,0,0,0,0.0,387.2
yeha,flood_bunds,0,0,0,1.2,171.1
yehe,flood_bunds,1,1,3,981.7,5685.0
yei,flood_bunds,0,2,4,0.0,9149.2
yeji,flood_bunds,0,1,3,14.8,905.5
yekaterinovka,flood_bunds,0,1,3,0.0,589.4
yekooche,flood_bunds,0,0,0,0.0,327.1
yela,flood_bunds,0,1,3,12.0,220.3
yelabuga,flood_bunds,3,3,5,1717.4,2568.1
yelan,flood_bunds,0,1,3,0.0,679.4
yelanets,flood_bunds,0,1,3,0.5,482.9
yelets,flood_bunds,0,2,4,2.6,1130.8
yellel,flood_bunds,3,3,5,1715.2,3740.1
yelmek,flood_bunds,0,3,5,0.0,9308.2
yelnya,flood_bunds,0,1,3,161.2,1102.7
yelou,flood_bunds,0,1,3,82.0,647.3
yelovo,flood_bunds,0,0,0,3.2,825.9
yeme,flood_bunds,0,1,3,0.2,210.7
yemelyanovo,flood_bunds,0,0,2,0.0,282.2
yemetsk,flood_bunds,0,0,0,0.0,531.4
yemilchyne,flood_bunds,0,2,4,17.6,718.0
yendi,flood_bunds,0,0,2,0.0,388.9
yendyr,flood_bunds,0,3,5,0.0,5784.2
yenecamu,flood_bunds,0,0,0,0.0,21.2
yenicepazari,flood_bunds,0,1,3,57.2,635.1
yeniseysk,flood_bunds,0,0,2,0.0,567.0
yenji,flood_bunds,0,0,2,0.0,2194.1
yenotayevka,flood_bunds,0,0,2,1.0,114.5
yeongcheon,flood_bunds,0,1,3,69.2,247.7
yeongdeok,flood_bunds,0,2,4,4.3,107.2
yeongdong,flood_bunds,0,3,5,1.1,1184.2
yeonggam,flood_bunds,0,5,7,23.8,791.4
yeonggwang,flood_bunds,0,1,3,9.9,760.1
yeongil,flood_bunds,0,2,4,14.4,104.4
yeongju,flood_bunds,0,2,4,0.0,225.7
yeongwol,flood_bunds,0,1,3,0.1,360.5
yeongwon,flood_bunds,0,0,0,0.0,235.9
yeongyang,flood_bunds,0,2,4,0.1,145.4
yeonsan,flood_bunds,0,4,6,40.7,1102.2
yerema,flood_bunds,0,0,2,0.0,101.2
yeremeyevka,flood_bunds,0,0,2,0.0,87.0
yerevan,flood_bunds,0,0,0,314.3,520.3
yermolovo,flood_bunds,0,1,3,0.0,0.0
yershov,flood_bunds,0,1,3,0.0,473.6
yeruda,flood_bunds,0,0,0,0.0,46.5
yessentuq,flood_bunds,0,0,0,7.2,1414.9
yetkul,flood_bunds,0,1,3,0.0,893.0
yevoyakha,flood_bunds,0,4,6,0.0,0.0
yevra,flood_bunds,0,1,3,0.0,1754.0
yexian,flood_bunds,0,4,5,162.1,178.4
yexian_laizhou,flood_bunds,1,2,3,590.9,1529.7
yeyi,flood_bunds,0,2,4,0.0,8532.6
yezsk,flood_bunds,0,2,4,0.4,2472.7
ygana,flood_bunds,0,2,4,0.0,362.1
yguazu,flood_bunds,0,2,4,0.7,530.1
ygyatta,flood_bunds,0,0,2,0.0,0.0
yi,flood_bunds,0,2,4,0.0,558.7
yibin,flood_bunds,1,4,6,237.7,1373.3
yicheng,flood_bunds,0,4,6,5.9,54.8
yicheng_pingyang,flood_bunds,0,0,2,22.0,42.8
yichuan,flood_bunds,0,1,3,8.9,91.7
yichun,flood_bunds,0,4,6,31.9,1418.6
yidinjdji,flood_bunds,0,1,3,0.0,392.3
yidu,flood_bunds,3,3,4,2066.0,3333.4
yidu_qingzhou,flood_bunds,1,1,3,512.8,2133.2
yifeng,flood_bunds,4,4,5,2201.1,3142.8
yihuang,flood_bunds,0,1,3,41.7,543.6
yiiji,flood_bunds,0,1,3,0.0,80.8
yijin,flood_bunds,2,5,6,1340.1,6350.3
yijun,flood_bunds,0,1,3,20.8,163.6
yilaha,flood_bunds,0,0,2,574.2,6850.2
yilba,flood_bunds,0,1,3,0.0,195.6
yiliang,flood_bunds,1,1,3,501.6,1089.5
yiling,flood_bunds,1,2,3,586.5,851.4
yilong,flood_bunds,0,1,3,50.9,345.3
yilun,flood_bunds,0,1,3,85.0,315.1
yiman,flood_bunds,1,1,3,190.5,3229.7
yiman_australia,flood_bunds,0,1,3,0.0,241.3
yimen,flood_bunds,0,1,3,14.1,415.7
yimin,flood_bunds,0,0,0,0.0,348.6
yingchang,flood_bunds,0,0,2,0.0,70.5
yingcheng,flood_bunds,0,6,8,0.0,0.0
yingdao,flood_bunds,0,5,7,3.7,458.6
yingde,flood_bunds,0,2,4,28.5,660.6
yinggarda,flood_bunds,0,0,2,0.0,0.0
yingisar,flood_bunds,0,0,0,0.0,10.2
yingli,flood_bunds,0,0,2,5.0,493.4
yingshan,flood_bunds,0,4,6,44.3,732.9
yingshan_luan,flood_bunds,0,2,4,107.4,3520.6
yingshan_shunqing,flood_bunds,0,4,6,90.8,935.2
yingshang,flood_bunds,6,6,7,4116.0,9580.1
yingshui,flood_bunds,5,6,7,2905.8,8647.0
yingzhou,flood_bunds,4,5,6,2364.5,4626.1
yining,flood_bunds,0,1,3,0.0,351.3
yinjiang,flood_bunds,0,0,0,27.7,913.9
yinshaluo,flood_bunds,0,1,3,2.9,169.9
yinshan,flood_bunds,0,0,0,0.5,746.9
yinwum,flood_bunds,0,0,2,0.0,606.4
yinxian,flood_bunds,0,3,4,105.7,1661.7
yique,flood_bunds,2,2,3,900.5,1659.2
yir_yoront,flood_bunds,0,3,5,0.0,5493.7
yirandali,flood_bunds,0,1,3,0.0,119.3
yishan,flood_bunds,0,1,3,38.1,268.3
yishui,flood_bunds,0,1,3,147.6,3007.7
yita,flood_bunds,0,4,6,0.0,1070.6
yitha_yitha,flood_bunds,0,1,3,0.0,188.4
yiwu,flood_bunds,0,2,3,110.8,581.3
yixian,flood_bunds,0,1,3,1.9,1333.2
yixian_yizhou,flood_bunds,0,1,3,15.1,242.7
yixing,flood_bunds,0,7,8,87.5,891.3
yixingzhou,flood_bunds,0,0,0,0.2,129.1
yiyang,flood_bunds,1,2,3,331.0,753.2
yiyang_changsha,flood_bunds,0,5,7,42.7,588.7
yiyang_guangxin,flood_bunds,0,4,6,27.8,1754.0
yiyang_songzhou,flood_bunds,0,0,0,17.5,292.7
yiyuan,flood_bunds,0,1,3,87.6,1189.1
yizhang,flood_bunds,0,2,4,32.1,335.2
yizhou_jinzhou,flood_bunds,1,1,3,479.9,2741.5
yizhou_jurchen,flood_bunds,0,0,2,149.3,1093.0
yizhou_tengzhou,flood_bunds,6,6,7,5529.3,13300.6
yjxa,flood_bunds,0,2,4,0.0,2506.5
ynakh,flood_bunds,0,3,5,0.0,0.0
ynakhsyt,flood_bunds,0,0,2,0.0,0.0
yo,flood_bunds,0,1,3,31.2,645.2
yo_loy,flood_bunds,0,4,6,0.0,6903.5
yoberrore,flood_bunds,0,0,0,0.0,68.8
yodzocahi,flood_bunds,0,0,0,6.3,245.3
yohualtepec,flood_bunds,0,2,4,15.0,870.8
yoichi,flood_bunds,0,1,3,0.0,6882.3
yojuane,flood_bunds,0,2,4,0.6,1507.7
yoko,flood_bunds,0,1,3,14.8,391.4
yola,flood_bunds,0,0,2,33.1,951.6
yoli,flood_bunds,0,0,0,0.0,30.6
yolngu,flood_bunds,0,1,3,0.0,453.5
yolombo,flood_bunds,1,1,3,169.9,1309.4
yongan_sha,flood_bunds,0,1,3,1.7,107.4
yongan_youzhou,flood_bunds,0,1,3,12.1,459.3
yongchang_ganzhou,flood_bunds,0,0,0,0.0,14.0
yongchang_yongchang,flood_bunds,0,0,2,34.6,342.2
yongcheng,flood_bunds,3,5,6,1510.0,5931.0
yongchuan,flood_bunds,0,5,7,86.6,4488.7
yongchun,flood_bunds,0,1,3,14.8,521.4
yongcong,flood_bunds,0,1,3,23.2,248.8
yongding_shanghang,flood_bunds,0,1,3,8.9,184.7
yongfeng,flood_bunds,0,4,6,34.7,548.2
yongfeng_jian,flood_bunds,0,4,6,19.3,372.4
yongfeng_xiangxiang,flood_bunds,0,5,7,64.4,973.6
yongfu,flood_bunds,0,1,3,10.9,504.8
yongfu_fuzhou,flood_bunds,0,1,3,4.5,443.6
yonghe,flood_bunds,0,0,2,43.6,117.1
yongjia,flood_bunds,0,1,3,59.7,734.1
yongkang,flood_bunds,0,2,3,62.5,299.2
yongming,flood_bunds,0,1,3,9.3,422.6
yongmingcheng,flood_bunds,0,0,2,0.0,587.0
yongnian,flood_bunds,4,4,5,4537.5,7325.7
yongning,flood_bunds,0,0,2,11.4,2456.9
yongning_baisheng,flood_bunds,0,0,2,0.0,91.4
yongning_hengzhou,flood_bunds,0,2,3,24.2,89.6
yongning_shanzhou,flood_bunds,0,1,3,94.0,316.9
yongning_taihe,flood_bunds,0,0,0,1.5,274.8
yongping,flood_bunds,0,1,3,47.4,1374.7
yongping_yongchang,flood_bunds,0,0,2,4.8,127.6
yongqing,flood_bunds,2,2,3,1092.3,1818.9
yongshan,flood_bunds,0,1,3,6.2,96.8
yongshou,flood_bunds,0,0,2,49.3,222.1
yongshun,flood_bunds,0,1,3,3.1,173.5
yongshun_yongshun,flood_bunds,0,2,4,8.2,1385.1
yongxin,flood_bunds,0,1,3,34.9,657.2
yongxing,flood_bunds,0,4,6,32.5,312.4
yongxing_xingguo,flood_bunds,0,5,7,41.9,7035.0
yonibana,flood_bunds,0,1,3,4.9,1192.4
yoniveem,flood_bunds,0,0,2,0.0,0.0
yoov_we_teuh,flood_bunds,0,1,3,0.0,39.8
yoowetum,flood_bunds,0,0,2,0.0,0.1
yopitzinco,flood_bunds,1,2,4,217.7,1514.7
yopo,flood_bunds,0,5,7,2.8,5030.9
yor,flood_bunds,0,0,2,0.0,339.2
yoreme,flood_bunds,0,2,4,49.2,358.1
yorga,flood_bunds,0,3,5,0.0,3108.2
york,flood_bunds,4,5,7,1632.4,4330.7
yoro,flood_bunds,0,1,3,68.1,490.3
yorta_yorta,flood_bunds,0,1,3,0.0,1126.3
yosa,flood_bunds,1,4,6,462.1,6433.0
yoshiki,flood_bunds,0,1,3,0.0,1149.6
yoshiki_suou,flood_bunds,0,2,4,0.4,995.3
yoshino,flood_bunds,0,1,3,14.4,1793.8
yoshkar_ola,flood_bunds,0,1,3,11.3,686.6
yot_ou,flood_bunds,0,0,2,0.7,223.1
yotkino,flood_bunds,0,1,3,0.0,1450.7
youdian,flood_bunds,0,1,3,10.4,223.0
youghal,flood_bunds,1,1,3,523.1,2398.7
youghiogheny,flood_bunds,0,2,4,0.0,1403.3
youloumain,flood_bunds,0,0,0,0.0,22.9
youxi,flood_bunds,0,1,3,10.9,189.9
youyang,flood_bunds,0,1,3,14.7,1083.8
youzhou,flood_bunds,0,5,7,16.0,463.9
ypoa,flood_bunds,0,0,0,0.0,31.2
ypres,flood_bunds,4,4,5,5180.3,25103.3
yrgychen,flood_bunds,0,0,2,0.0,0.0
yscani,flood_bunds,0,2,4,0.0,4407.4
yshyr,flood_bunds,0,2,4,0.0,3879.1
ytykyra,flood_bunds,0,2,4,0.0,1023.1
yuac,flood_bunds,0,0,2,0.7,81.3
yuanan,flood_bunds,0,1,3,2.9,222.1
yuancheng,flood_bunds,3,4,5,1584.9,2564.4
yuanga,flood_bunds,0,2,4,4.7,1066.0
yuanhu,flood_bunds,0,0,0,0.0,0.0
yuanjiang,flood_bunds,0,6,7,0.0,0.0
yuanjiang_yuanjiang,flood_bunds,0,1,3,16.7,184.4
yuanling,flood_bunds,1,1,3,196.4,2046.1
yuanmou,flood_bunds,0,1,3,126.9,565.7
yuannan,flood_bunds,3,3,5,1305.5,5590.0
yuanqu,flood_bunds,0,1,3,4.1,69.2
yuanshi_zhending,flood_bunds,1,1,3,395.2,1005.8
yuanyang,flood_bunds,3,4,5,2060.8,4670.3
yuat,flood_bunds,0,0,2,0.0,20.7
yucheng,flood_bunds,4,5,6,2539.9,6589.3
yucheng_kaifeng,flood_bunds,1,2,3,789.0,2485.3
yuchi,flood_bunds,0,1,3,0.5,705.4
yuci,flood_bunds,0,0,0,337.3,577.0
yucucui,flood_bunds,0,0,0,96.9,563.7
yucundaa,flood_bunds,0,0,0,3.5,340.2
yucundeq,flood_bunds,0,1,3,1.3,495.4
yudu,flood_bunds,0,1,3,36.1,387.1
yuechi,flood_bunds,0,5,6,74.2,352.4
yueqing,flood_bunds,0,1,3,14.8,328.0
yuexi,flood_bunds,0,0,0,0.0,4044.4
yueyang_anze,flood_bunds,0,0,2,4.2,28.0
yugan,flood_bunds,0,6,7,0.1,12.7
yugorenok,flood_bunds,0,0,2,0.0,0.0
yuhang,flood_bunds,1,6,7,528.7,2692.0
yuin,flood_bunds,0,2,4,0.0,271.1
yukhnov,flood_bunds,0,1,3,33.5,933.8
yukhta,flood_bunds,0,0,2,0.0,0.0
yukkuman,flood_bunds,0,1,3,0.0,1185.0
yukonda,flood_bunds,0,3,5,0.0,3687.3
yukpa,flood_bunds,0,2,4,10.0,2406.1
yuksekkum,flood_bunds,0,0,0,87.8,331.7
yuksom,flood_bunds,0,1,3,59.4,274.9
yukta,flood_bunds,0,0,2,0.0,0.0
yuktali,flood_bunds,0,0,2,0.0,3.3
yukte,flood_bunds,0,0,2,0.0,383.2
yulalona,flood_bunds,0,0,2,0.0,55.7
yuldibay,flood_bunds,0,1,3,9.3,980.6
yulduz,flood_bunds,0,0,0,0.0,16.4
yulin,flood_bunds,0,0,0,8.9,105.7
yulin_datong,flood_bunds,0,0,0,0.0,157.6
yuma,flood_bunds,0,2,4,0.0,991.6
yumba,flood_bunds,0,0,2,0.2,265.3
yun,flood_bunds,0,1,3,89.5,1448.7
yunca,flood_bunds,0,0,2,0.0,164.0
yuncheng,flood_bunds,4,4,5,3116.2,3669.6
yunchuan,flood_bunds,0,0,2,0.0,21.4
yundin,flood_bunds,0,1,3,0.0,439.4
yunesit_in,flood_bunds,0,0,0,0.0,116.7
yungas,flood_bunds,0,0,0,0.0,95.7
yungdrung,flood_bunds,0,0,2,0.0,68.3
yunggai,flood_bunds,0,2,4,0.0,220.8
yunhe,flood_bunds,0,1,3,28.3,259.3
yunkyur,flood_bunds,0,0,2,0.0,194.8
yunlian,flood_bunds,0,0,2,2.3,388.2
yunlong,flood_bunds,0,0,2,3.6,75.4
yunmeng,flood_bunds,0,6,7,0.0,0.0
yunnan,flood_bunds,0,0,0,0.9,272.2
yunnei,flood_bunds,1,4,6,231.9,5042.7
yunxi,flood_bunds,0,1,3,5.8,271.8
yunyang,flood_bunds,0,0,2,104.5,1641.2
yunyung_khaya,flood_bunds,0,0,2,0.0,0.0
yunzhou,flood_bunds,0,0,2,0.0,58.5
yupangathi,flood_bunds,0,1,3,0.0,1018.8
yupu,flood_bunds,0,0,2,0.0,2944.0
yuquot,flood_bunds,0,0,2,0.0,25.5
yuracare,flood_bunds,0,4,6,48.2,6578.8
yurakar,flood_bunds,0,3,5,18.2,2716.3
yurba,flood_bunds,0,1,3,0.0,0.0
yurginskoye,flood_bunds,0,0,2,55.8,1813.5
yuri,flood_bunds,0,4,6,27.3,5559.8
yurimagua,flood_bunds,0,1,3,0.0,2789.8
yuririapundaro,flood_bunds,0,0,2,1147.9,2989.1
yuru,flood_bunds,0,0,2,0.0,357.0
yuryev_polsky,flood_bunds,0,1,3,5.5,954.1
yuryev_povolzhsk,flood_bunds,0,1,3,68.7,1195.7
yusha,flood_bunds,0,6,7,0.0,0.0
yushan_guangxin,flood_bunds,0,1,3,14.6,2418.9
yushe,flood_bunds,0,0,0,77.4,95.1
yushu,flood_bunds,4,4,6,1792.7,16497.2
yuskus,flood_bunds,0,1,3,6.0,424.3
yusva,flood_bunds,0,0,2,0.2,2233.1
yutai,flood_bunds,5,5,6,3701.8,8205.5
yutian,flood_bunds,4,5,6,1934.4,7515.4
yuttyakh,flood_bunds,0,0,2,0.0,0.0
yutuwichan,flood_bunds,0,0,2,0.0,50.4
yuubari,flood_bunds,0,4,6,25.8,12836.4
yuufutsu,flood_bunds,1,1,3,181.6,5813.4
yuwi,flood_bunds,0,1,3,0.0,480.6
yuyang,flood_bunds,3,6,7,1297.5,4147.7
yuyao,flood_bunds,0,6,7,249.9,1668.4
yuza,flood_bunds,1,2,4,252.7,2950.4
yuzhou,flood_bunds,0,0,0,0.3,144.0
yverdon_les_bains,flood_bunds,0,0,0,179.1,3683.3
zaachila,flood_bunds,0,0,0,35.4,375.7
zabern,flood_bunds,0,1,3,153.6,941.0
zabid,flood_bunds,0,3,5,35.8,211.2
zabol,flood_bunds,0,0,2,0.0,0.0
zabore,flood_bunds,0,4,6,29.1,1941.4
zabreh,flood_bunds,3,3,5,1333.8,4903.3
zabusta,flood_bunds,0,2,4,0.0,1735.2
zacapu,flood_bunds,0,0,0,925.3,4104.7
zacatepec,flood_bunds,1,1,3,216.1,2072.4
zacatlan,flood_bunds,0,1,3,1.8,587.3
zacatollan,flood_bunds,0,1,3,92.9,963.0
zacazonapan,flood_bunds,0,0,0,24.3,829.2
zaci,flood_bunds,1,1,3,904.3,3169.3
zadar,flood_bunds,0,2,4,72.1,462.4
zadian,flood_bunds,0,0,2,375.8,1364.5
zafra,flood_bunds,0,0,2,121.4,356.8
zagan,flood_bunds,0,1,3,10.5,591.7
