location_tag,good,predicted,target,reason
zhigu,rice,-0.2800,-0.2382,predicted below floor -0.2
abengourou,saffron,-0.3900,,not viable in the efficiency data
abomey,saffron,-0.5300,,not viable in the efficiency data
amaigbo,saffron,-0.2900,,not viable in the efficiency data
andevoranto,saffron,-0.3500,,not viable in the efficiency data
bemanevika,saffron,-0.5100,,not viable in the efficiency data
cestos,saffron,-0.6000,,not viable in the efficiency data
daoukro,saffron,-0.3900,,not viable in the efficiency data
epe,saffron,-0.3900,,not viable in the efficiency data
fahambahy,saffron,-0.5100,,not viable in the efficiency data
ghardaia,saffron,-0.2500,-0.1501,predicted below floor -0.2
grand_lahou,saffron,-0.3900,,not viable in the efficiency data
kibi,saffron,-0.3900,,not viable in the efficiency data
kissidougou,saffron,-0.4500,,not viable in the efficiency data
kong,saffron,-0.3800,,not viable in the efficiency data
mahaela,saffron,-0.5100,,not viable in the efficiency data
manambato,saffron,-0.3500,-0.3923,predicted below floor -0.2
nakpa,saffron,-0.2400,,not viable in the efficiency data
ras_hafun,saffron,-0.2800,,not viable in the efficiency data
salaga,saffron,-0.3800,,not viable in the efficiency data
sanniquellie,saffron,-0.4500,,not viable in the efficiency data
segbwema,saffron,-0.5800,,not viable in the efficiency data
settra_kru,saffron,-0.5100,,not viable in the efficiency data
tamacine,saffron,-0.2500,-0.3507,predicted below floor -0.2
tozeur,saffron,-0.2500,-0.2305,predicted below floor -0.2
vohipeno,saffron,-0.5100,,not viable in the efficiency data
winneba,saffron,-0.3900,,not viable in the efficiency data
yagala,saffron,-0.6000,,not viable in the efficiency data
yanbu,saffron,-0.2500,,not viable in the efficiency data
ahlat,silk,-0.1000,,not viable in the efficiency data
akyazi,silk,-0.4600,-0.0941,predicted below floor -0.2
chinon,silk,-0.2900,-0.3312,predicted below floor -0.2
corbeil,silk,-0.2900,-0.4032,predicted below floor -0.2
fenouillet,silk,-0.2900,-0.2116,predicted below floor -0.2
florac,silk,-0.2900,-0.4530,predicted below floor -0.2
geneve,silk,-0.2900,-0.4492,predicted below floor -0.2
genoa,silk,-0.2900,-0.2737,predicted below floor -0.2
lyon,silk,-0.2900,-0.3635,predicted below floor -0.2
sakju,silk,-0.3400,,not viable in the efficiency data
sangju,silk,-0.2500,-0.3331,predicted below floor -0.2
sivas,silk,-0.1000,,not viable in the efficiency data
suwa,silk,-0.2700,,not viable in the efficiency data
takai,silk,-0.2700,-0.3911,predicted below floor -0.2
trebizond,silk,-0.4600,-0.3088,predicted below floor -0.2
tsuru,silk,-0.2500,-0.3822,predicted below floor -0.2
unju,silk,-0.3400,,not viable in the efficiency data
zhouzhi,silk,-0.3400,-0.0823,predicted below floor -0.2
ambilobe,sugar,-0.2400,0.0937,predicted below floor -0.2
azghand,sugar,-0.2100,-0.4840,predicted below floor -0.2
basai,sugar,-0.3700,-0.3156,predicted below floor -0.2
cibuaya,sugar,-0.2100,-0.2737,predicted below floor -0.2
jinkang,sugar,-0.3700,0.0587,predicted below floor -0.2
karkala,sugar,-0.2700,-0.4564,predicted below floor -0.2
kawliya,sugar,-0.2100,-0.4184,predicted below floor -0.2
ketagalan,sugar,-0.3700,-0.2677,predicted below floor -0.2
khandwa,sugar,-0.3700,-0.4812,predicted below floor -0.2
lalan,sugar,-0.1300,,not viable in the efficiency data
nosy_be,sugar,-0.2700,-0.0545,predicted below floor -0.2
paka,sugar,-0.3300,-0.4660,predicted below floor -0.2
phetchaburi,sugar,-0.2400,-0.1257,predicted below floor -0.2
pontianak,sugar,-0.1300,,not viable in the efficiency data
sada,sugar,-0.2700,-0.0447,predicted below floor -0.2
suwayda,sugar,-0.2500,0.1432,predicted below floor -0.2
zozan,sugar,-0.2500,,not viable in the efficiency data
anhua,tea,-0.3100,,not viable in the efficiency data
changxing,tea,0.0200,,not viable in the efficiency data
chongde,tea,0.0200,,not viable in the efficiency data
hadong,tea,-0.3100,-0.2059,predicted below floor -0.2
jianping,tea,-0.1300,,not viable in the efficiency data
jinjam,tea,0.0200,,not viable in the efficiency data
khordong,tea,0.0800,,not viable in the efficiency data
kuji,tea,-0.1900,,not viable in the efficiency data
laiyang,tea,-0.3100,,not viable in the efficiency data
sunju,tea,-0.3100,,not viable in the efficiency data
wenxian_gongchang,tea,-0.1000,,not viable in the efficiency data
yuhang,tea,0.0200,,not viable in the efficiency data
east_sabaneque,tobacco,-0.4800,-0.3362,predicted below floor -0.2
guanamacabibes,tobacco,-0.3700,-0.0602,predicted below floor -0.2
jaltenango,tobacco,-0.2200,-0.3147,predicted below floor -0.2
magorix,tobacco,-0.4800,-0.1028,predicted below floor -0.2
maynoa,tobacco,-0.2300,-0.1562,predicted below floor -0.2
ozumacin,tobacco,0.0300,,not viable in the efficiency data
sotuta,tobacco,-0.4800,,not viable in the efficiency data
abadan,wheat,-0.4600,-0.4998,predicted below floor -0.2
abha,wheat,-0.4600,-0.2439,predicted below floor -0.2
abil,wheat,-0.4600,-0.2000,predicted below floor -0.2
abiy_addi,wheat,-0.3300,-0.0541,predicted below floor -0.2
ad_dughmiyah,wheat,-0.4600,,not viable in the efficiency data
adham,wheat,-0.4600,-0.3866,predicted below floor -0.2
aghkand,wheat,-0.2600,-0.1806,predicted below floor -0.2
aguz,wheat,-0.3700,-0.2447,predicted below floor -0.2
al_ajfar,wheat,-0.4600,,not viable in the efficiency data
al_amlah,wheat,-0.4600,,not viable in the efficiency data
al_amwah,wheat,-0.4600,,not viable in the efficiency data
al_anbar,wheat,-0.4600,,not viable in the efficiency data
al_ayn,wheat,-0.4600,,not viable in the efficiency data
al_bab,wheat,-0.2600,-0.1462,predicted below floor -0.2
al_baharah,wheat,-0.4600,,not viable in the efficiency data
al_bleiteh,wheat,-0.4600,,not viable in the efficiency data
al_burud,wheat,-0.4600,,not viable in the efficiency data
al_hadhah,wheat,-0.4600,,not viable in the efficiency data
al_hegrieah,wheat,-0.4600,,not viable in the efficiency data
al_husayniyah,wheat,-0.4600,,not viable in the efficiency data
al_jar,wheat,-0.4600,,not viable in the efficiency data
al_khaburah,wheat,-0.4600,,not viable in the efficiency data
al_khanbarah,wheat,-0.4600,,not viable in the efficiency data
al_mafalis,wheat,-0.4600,-0.4586,predicted below floor -0.2
al_manjur,wheat,-0.4600,,not viable in the efficiency data
al_maramiyah,wheat,-0.4600,,not viable in the efficiency data
al_marwa,wheat,-0.4600,,not viable in the efficiency data
al_mashqar,wheat,-0.4600,,not viable in the efficiency data
al_tib,wheat,-0.3500,-0.2519,predicted below floor -0.2
ambaca,wheat,-0.1300,,not viable in the efficiency data
anchun,wheat,-0.2100,-0.3161,predicted below floor -0.2
andkhoy,wheat,-0.2600,-0.3217,predicted below floor -0.2
anping,wheat,-0.2600,-0.2112,predicted below floor -0.2
aqiq_banu_uqayi,wheat,-0.4600,,not viable in the efficiency data
ar_rabadha,wheat,-0.4600,,not viable in the efficiency data
ar_rawdah,wheat,-0.4600,,not viable in the efficiency data
ar_ruwailiyyah,wheat,-0.4600,,not viable in the efficiency data
arbaji,wheat,-0.1600,,not viable in the efficiency data
aror,wheat,0.0400,,not viable in the efficiency data
as_suwaydirah,wheat,-0.4600,,not viable in the efficiency data
ash_shuara,wheat,-0.4600,,not viable in the efficiency data
asyut,wheat,0.0400,,not viable in the efficiency data
azzan,wheat,-0.4600,,not viable in the efficiency data
bani_saad,wheat,-0.4600,-0.4288,predicted below floor -0.2
baqqa,wheat,-0.4600,,not viable in the efficiency data
barahrah,wheat,-0.4600,-0.2006,predicted below floor -0.2
barom,wheat,-0.1700,,not viable in the efficiency data
batchingou,wheat,-0.1300,,not viable in the efficiency data
bayhan,wheat,-0.4600,,not viable in the efficiency data
bela,wheat,-0.4600,,not viable in the efficiency data
belen_ana,wheat,-0.3800,,not viable in the efficiency data
bira,wheat,-0.2100,-0.0789,predicted below floor -0.2
birnin_gwari,wheat,-0.3300,,not viable in the efficiency data
birnin_kebbi,wheat,-0.3700,,not viable in the efficiency data
bolgan_ana,wheat,-0.3700,-0.4681,predicted below floor -0.2
bongor,wheat,-0.2000,,not viable in the efficiency data
boyauli,wheat,-0.2600,-0.2429,predicted below floor -0.2
boye,wheat,-0.2600,-0.2012,predicted below floor -0.2
bugur,wheat,-0.3800,-0.1765,predicted below floor -0.2
bula_kongo,wheat,-0.2000,,not viable in the efficiency data
buwat,wheat,-0.4600,,not viable in the efficiency data
cairo,wheat,-0.3500,,not viable in the efficiency data
changyuan,wheat,-0.3700,-0.1431,predicted below floor -0.2
chengfu,wheat,-0.3800,-0.3565,predicted below floor -0.2
chinchon,wheat,-0.2600,0.0190,predicted below floor -0.2
chishtian,wheat,0.0400,,not viable in the efficiency data
chitral,wheat,-0.3500,-0.1479,predicted below floor -0.2
dacheng,wheat,-0.3700,-0.2064,predicted below floor -0.2
damoh,wheat,-0.3100,-0.1406,predicted below floor -0.2
darghat,wheat,-0.4600,,not viable in the efficiency data
deir_ez_zor,wheat,-0.4600,-0.4311,predicted below floor -0.2
delijan,wheat,-0.2600,-0.3237,predicted below floor -0.2
dhat_al_hajj,wheat,-0.4600,,not viable in the efficiency data
diakha,wheat,-0.3300,,not viable in the efficiency data
dijkot,wheat,-0.0300,,not viable in the efficiency data
dipalpur,wheat,-0.0300,,not viable in the efficiency data
diriyah,wheat,-0.4600,,not viable in the efficiency data
dogonbadan,wheat,-0.3700,0.0012,predicted below floor -0.2
dongan_shuntian,wheat,-0.3200,-0.1632,predicted below floor -0.2
dubbi,wheat,-0.0300,,not viable in the efficiency data
dunla,wheat,-0.2600,-0.2365,predicted below floor -0.2
el_manaqil,wheat,-0.4600,,not viable in the efficiency data
espe,wheat,-0.3700,-0.4681,predicted below floor -0.2
fadisheh,wheat,-0.3700,-0.3298,predicted below floor -0.2
farhadgerd,wheat,-0.2600,-0.2907,predicted below floor -0.2
fasa,wheat,-0.2600,-0.3502,predicted below floor -0.2
ferrara,wheat,-0.2500,0.2964,predicted below floor -0.2
gabes,wheat,-0.4600,,not viable in the efficiency data
gaia,wheat,-0.3300,,not viable in the efficiency data
gaoyuan_jinan,wheat,-0.2100,-0.3285,predicted below floor -0.2
gechak,wheat,-0.1700,,not viable in the efficiency data
gereshk,wheat,-0.3500,-0.3545,predicted below floor -0.2
gongkar,wheat,-0.2600,-0.2867,predicted below floor -0.2
hail,wheat,-0.4600,,not viable in the efficiency data
hali,wheat,-0.4600,,not viable in the efficiency data
haql,wheat,-0.4600,,not viable in the efficiency data
harad_asir,wheat,-0.4600,-0.3675,predicted below floor -0.2
hejian,wheat,-0.3700,-0.2258,predicted below floor -0.2
huraydah,wheat,-0.4600,,not viable in the efficiency data
ibra,wheat,-0.4600,,not viable in the efficiency data
ilanbalyk,wheat,-0.2600,-0.1386,predicted below floor -0.2
incheh_borun,wheat,-0.2600,-0.1608,predicted below floor -0.2
jannat_shahr,wheat,-0.3700,-0.3425,predicted below floor -0.2
jiaohe,wheat,-0.3700,-0.2369,predicted below floor -0.2
jingan_shenzhou,wheat,-0.3700,-0.4903,predicted below floor -0.2
jinxiang,wheat,-0.3200,0.0935,predicted below floor -0.2
jiyang,wheat,-0.2100,-0.2186,predicted below floor -0.2
juancheng,wheat,-0.2100,-0.0941,predicted below floor -0.2
jurrah,wheat,-0.4600,-0.4699,predicted below floor -0.2
kadinga,wheat,-0.2500,-0.3223,predicted below floor -0.2
kaf,wheat,-0.4600,,not viable in the efficiency data
kagoma,wheat,-0.3200,-0.4294,predicted below floor -0.2
kajenje,wheat,-0.3200,-0.3374,predicted below floor -0.2
kalat,wheat,-0.3800,-0.4288,predicted below floor -0.2
karasahr,wheat,-0.2700,-0.2649,predicted below floor -0.2
karmakshi,wheat,-0.3800,,not viable in the efficiency data
kashgar,wheat,-0.3800,-0.2408,predicted below floor -0.2
kashmore,wheat,-0.0300,,not viable in the efficiency data
kerma,wheat,-0.4600,,not viable in the efficiency data
khalis,wheat,-0.3500,-0.2212,predicted below floor -0.2
khantau,wheat,-0.2600,-0.1457,predicted below floor -0.2
kherameh,wheat,-0.3700,-0.3572,predicted below floor -0.2
khunj,wheat,-0.4800,-0.3459,predicted below floor -0.2
kochkor,wheat,-0.2600,0.2371,predicted below floor -0.2
koktal,wheat,-0.2600,0.1196,predicted below floor -0.2
kolokani,wheat,-0.3700,,not viable in the efficiency data
konjikala,wheat,-0.2700,-0.1410,predicted below floor -0.2
lhasa,wheat,-0.3500,-0.3594,predicted below floor -0.2
lisino,wheat,-0.2400,-0.2577,predicted below floor -0.2
lower_pinda,wheat,-0.4600,-0.3654,predicted below floor -0.2
lukulunga,wheat,-0.1300,,not viable in the efficiency data
manigango,wheat,-0.1700,,not viable in the efficiency data
mansura,wheat,-0.0300,,not viable in the efficiency data
maraveh,wheat,-0.2600,-0.1686,predicted below floor -0.2
marte,wheat,-0.4600,,not viable in the efficiency data
mawqaq,wheat,-0.4600,,not viable in the efficiency data
minya,wheat,0.0400,,not viable in the efficiency data
miskah,wheat,-0.4600,,not viable in the efficiency data
mokwa,wheat,-0.2000,,not viable in the efficiency data
molundu,wheat,-0.3200,,not viable in the efficiency data
mondonedo,wheat,-0.1700,,not viable in the efficiency data
mourdiah,wheat,-0.3700,,not viable in the efficiency data
murau,wheat,-0.2400,-0.2164,predicted below floor -0.2
nanpi,wheat,-0.2100,-0.1923,predicted below floor -0.2
nguidjilone,wheat,-0.3500,,not viable in the efficiency data
nimvar,wheat,-0.2600,-0.3658,predicted below floor -0.2
nyzvar,wheat,0.1200,,not viable in the efficiency data
orta_kuyu,wheat,-0.3800,,not viable in the efficiency data
pandjih,wheat,-0.3700,-0.3654,predicted below floor -0.2
payzawat,wheat,-0.2700,,not viable in the efficiency data
po,wheat,-0.3300,,not viable in the efficiency data
potiskum,wheat,-0.3700,,not viable in the efficiency data
purang,wheat,-0.1700,,not viable in the efficiency data
qasr_al_qaba,wheat,-0.4600,,not viable in the efficiency data
qidong,wheat,-0.2100,-0.1722,predicted below floor -0.2
qihe,wheat,-0.2100,-0.1553,predicted below floor -0.2
qus,wheat,-0.0300,,not viable in the efficiency data
radkan,wheat,-0.2600,-0.1938,predicted below floor -0.2
raghdan,wheat,-0.4600,-0.4274,predicted below floor -0.2
rajabar,wheat,-0.4600,,not viable in the efficiency data
ranyah,wheat,-0.4600,,not viable in the efficiency data
renqiu,wheat,-0.2600,-0.1681,predicted below floor -0.2
roshtkhar,wheat,-0.2600,-0.3897,predicted below floor -0.2
rusafa,wheat,-0.3500,-0.4998,predicted below floor -0.2
saadatshahr,wheat,-0.3700,-0.3583,predicted below floor -0.2
sadah,wheat,-0.4600,-0.2922,predicted below floor -0.2
salde,wheat,-0.4600,,not viable in the efficiency data
samanoud,wheat,0.0400,,not viable in the efficiency data
samira,wheat,-0.4600,,not viable in the efficiency data
sansanding,wheat,-0.3700,,not viable in the efficiency data
sar_mashhad,wheat,-0.3700,0.0293,predicted below floor -0.2
saryadyn,wheat,-0.3700,-0.3758,predicted below floor -0.2
sawran,wheat,-0.2600,-0.2803,predicted below floor -0.2
sbiba,wheat,-0.2600,-0.1372,predicted below floor -0.2
shayar,wheat,0.0500,,not viable in the efficiency data
shirvan,wheat,-0.2600,0.0945,predicted below floor -0.2
shush,wheat,-0.3700,0.0093,predicted below floor -0.2
sironj,wheat,-0.5000,-0.2622,predicted below floor -0.2
sitpur,wheat,-0.0300,,not viable in the efficiency data
sojas,wheat,-0.2600,-0.3056,predicted below floor -0.2
sok,wheat,-0.1700,,not viable in the efficiency data
sugaur,wheat,-0.3100,-0.1537,predicted below floor -0.2
taif,wheat,-0.4600,,not viable in the efficiency data
taihe,wheat,-0.3800,-0.3532,predicted below floor -0.2
taklung,wheat,-0.1700,,not viable in the efficiency data
tamdy,wheat,-0.2600,-0.2825,predicted below floor -0.2
tas_kichu,wheat,-0.3700,-0.3711,predicted below floor -0.2
tebessa,wheat,-0.2600,-0.1709,predicted below floor -0.2
tejend,wheat,-0.2700,-0.2595,predicted below floor -0.2
tenteksor,wheat,-0.3700,-0.4431,predicted below floor -0.2
tiaoxian,wheat,-0.2600,-0.2600,predicted below floor -0.2
tikrit,wheat,-0.3500,-0.3183,predicted below floor -0.2
tim_samarkand,wheat,-0.3700,-0.3459,predicted below floor -0.2
toksun,wheat,-0.3800,-0.1964,predicted below floor -0.2
tongliao,wheat,-0.2100,-0.3497,predicted below floor -0.2
tongxu,wheat,-0.2600,-0.1265,predicted below floor -0.2
tragor,wheat,-0.1700,,not viable in the efficiency data
tsaparang,wheat,-0.3500,,not viable in the efficiency data
tufarqan,wheat,-0.2600,-0.2434,predicted below floor -0.2
uch,wheat,-0.0300,,not viable in the efficiency data
ulan_us,wheat,-0.2600,-0.0280,predicted below floor -0.2
ushkan,wheat,-0.3800,-0.4503,predicted below floor -0.2
wanqiu,wheat,-0.4900,-0.1283,predicted below floor -0.2
wuqiao,wheat,-0.2600,-0.2064,predicted below floor -0.2
wuyi,wheat,-0.2600,-0.2720,predicted below floor -0.2
xiangyi,wheat,-0.2100,-0.0167,predicted below floor -0.2
xihua,wheat,-0.3800,0.1157,predicted below floor -0.2
xindu_jizhou,wheat,-0.2600,-0.2945,predicted below floor -0.2
yafran,wheat,-0.4600,-0.4604,predicted below floor -0.2
yahr,wheat,-0.3500,-0.3974,predicted below floor -0.2
yangjibaliq,wheat,-0.2600,0.0988,predicted below floor -0.2
yijin,wheat,-0.2600,-0.2019,predicted below floor -0.2
yongqing,wheat,-0.3200,-0.4889,predicted below floor -0.2
yuncheng,wheat,-0.3200,-0.0148,predicted below floor -0.2
zangla,wheat,-0.1700,,not viable in the efficiency data
zondoma,wheat,-0.3700,,not viable in the efficiency data
cividale,wine,-0.0400,,not viable in the efficiency data
massa,wine,-0.2400,-0.3933,predicted below floor -0.2
montreux,wine,-0.2400,,not viable in the efficiency data
morella,wine,-0.2400,-0.1364,predicted below floor -0.2
nyon,wine,-0.0400,,not viable in the efficiency data
qingxiang,wine,-0.1200,,not viable in the efficiency data
sarzana,wine,-0.0400,,not viable in the efficiency data
shaoxing,wine,-0.0400,,not viable in the efficiency data
shkoder,wine,0.0200,,not viable in the efficiency data
trebinje,wine,0.1000,,not viable in the efficiency data
tsageri,wine,-0.2400,,not viable in the efficiency data
viana_do_castelo,wine,0.0500,,not viable in the efficiency data
