location_tag,is_ownable,region,macro_region,natural_target_people,starting_target_people,maximum_target_people,attribute_flat_people,attribute_maximum_info_people,development,starting_model_people,maximum_model_people,start_exceeds_attribute_maximum
qishn,True,arabia_region,middle_east,11262.8,11262.8,11262.8,8000.0,7300.0,34.0,8000.0,29800.0,True
qishui,True,east_china_region,east_asia,22783.4,224971.9,652824.7,26500.0,171800.0,56.2,226000.0,335500.0,True
qiubei,True,south_china_region,east_asia,30171.4,57369.3,99883.5,23700.0,78700.0,42.7,47000.0,150700.0,False
qiuxian,True,north_china_region,east_asia,30048.3,96129.1,118541.9,19800.0,85200.0,69.5,62600.0,101700.0,True
qixia,True,north_china_region,east_asia,35329.8,37382.5,168992.9,28700.0,125000.0,33.4,28700.0,191000.0,False
qixian,True,north_china_region,east_asia,28983.7,60841.5,99987.2,11300.0,83200.0,84.7,43400.0,237800.0,False
qixian_taiyuan,True,north_china_region,east_asia,27614.6,68609.9,105360.4,19000.0,52200.0,69.3,56600.0,94000.0,True
qixian_tongchuan,True,west_china_region,east_asia,15890.7,86027.1,226618.0,21600.0,106900.0,48.5,47400.0,109000.0,False
qiyang,True,east_china_region,east_asia,20890.4,77501.2,188666.1,24400.0,157800.0,48.6,75700.0,309600.0,False
qizhou,True,north_china_region,east_asia,29793.6,56403.6,115908.2,26600.0,107300.0,51.1,49600.0,184500.0,False
qlispe,True,west_coast_region,north_america,3027.8,3027.8,13957.5,18600.0,54600.0,0.0,18600.0,71600.0,False
qobustan,True,caucasus_region,eastern_europe,27054.6,30397.5,61749.0,14300.0,35400.0,13.6,14300.0,49300.0,False
qocho,True,xinjiang_region,east_asia,10403.0,10403.0,10944.4,7900.0,10400.0,7.5,7900.0,18400.0,True
qollaxalec,True,chaco_region,south_america,51025.8,51044.4,93809.3,34700.0,146000.0,3.1,34700.0,281500.0,False
qom,True,persia_region,middle_east,15080.7,19817.2,36473.4,8500.0,9300.0,25.9,8500.0,23000.0,True
qom_caia,True,chaco_region,south_america,28145.1,28906.1,88782.5,25800.0,160500.0,1.5,26500.0,399700.0,False
qom_toba,True,chaco_region,south_america,27155.3,27158.2,88601.3,25500.0,145000.0,6.1,25500.0,218900.0,False
qompi,True,chaco_region,south_america,43337.3,43460.9,87375.1,26500.0,171800.0,4.1,26500.0,308500.0,False
qonirat,True,khorasan_region,central_asia,3849.1,11318.0,17862.9,7200.0,30600.0,12.1,10600.0,45300.0,False
qorqonaq_yubur,True,mongolia_region,east_asia,12280.1,12327.8,45680.4,8800.0,23800.0,7.7,8800.0,32800.0,False
qorveh_darjazin,True,persia_region,middle_east,36826.2,37777.4,68706.7,21100.0,59200.0,27.3,21100.0,72300.0,False
qoryooley,True,somalia_region,east_africa,29884.8,29884.8,54065.1,32300.0,57600.0,13.5,32300.0,71900.0,False
qospemk,True,canada_region,north_america,17019.9,17019.9,108558.0,22400.0,74200.0,0.0,22400.0,95900.0,False
quan_da_chau,True,indochina_region,south_east_asia,30150.7,30177.9,95965.3,20600.0,100800.0,22.5,20600.0,104900.0,False
quanasee,True,east_coast_region,north_america,30470.7,30482.1,133148.7,21100.0,106600.0,0.0,21100.0,190000.0,False
quandamooka,True,australia_region,australasia,7369.4,7369.4,66201.1,24000.0,137800.0,0.0,24000.0,133900.0,False
quang_uyen,True,indochina_region,south_east_asia,23888.2,25668.5,97961.9,16800.0,84300.0,21.3,16800.0,117800.0,False
quang_yen,True,indochina_region,south_east_asia,55837.5,68758.7,274223.2,18300.0,95200.0,29.1,36100.0,198600.0,False
quanjiao,True,east_china_region,east_asia,38108.1,79202.4,601504.7,28500.0,172100.0,39.9,77000.0,305500.0,False
quanning,True,north_china_region,east_asia,17194.8,19590.2,58484.7,19500.0,73800.0,30.1,19500.0,116900.0,False
quauhquechollan,True,mesoamerica_region,north_america,68309.3,133685.3,305403.8,36500.0,93100.0,32.9,84300.0,176300.0,True
quawshelah,True,alaska_region,north_america,1977.5,1977.5,4153.2,2000.0,1900.0,0.0,2000.0,22600.0,True
quba,True,caucasus_region,eastern_europe,24429.1,27355.9,99515.3,26300.0,98100.0,14.0,26300.0,111200.0,False
quban,True,persia_region,middle_east,17595.4,18122.0,46268.0,7200.0,4100.0,7.8,7200.0,26100.0,True
qubodijon,True,khorasan_region,central_asia,34677.1,35593.3,86665.2,15300.0,30500.0,13.4,15300.0,46000.0,True
quchan,True,khorasan_region,central_asia,37443.8,37841.4,73834.2,21100.0,59200.0,17.9,21100.0,68900.0,False
qudayd,True,arabia_region,middle_east,9979.4,9979.4,9979.4,7900.0,9200.0,8.5,7900.0,27400.0,True
quechula,True,mesoamerica_region,north_america,29376.5,41874.6,139587.1,23100.0,89300.0,12.5,32300.0,202100.0,False
quedlinburg,True,north_german_region,western_europe,29857.5,153694.7,159221.2,30700.0,138800.0,73.2,143800.0,143800.0,True
queiquin,True,central_america_region,north_america,53739.7,89007.2,270405.0,38300.0,96100.0,9.5,69500.0,201500.0,False
quelimane,True,swahili_coast_region,east_africa,59131.8,60497.1,196837.8,33300.0,69500.0,7.5,35500.0,178500.0,False
quellon,True,andes_region,south_america,24652.5,28389.3,85846.5,20300.0,61900.0,11.9,21000.0,80200.0,False
quemahoning,True,east_coast_region,north_america,36389.8,36389.8,194373.9,28400.0,112100.0,0.0,28400.0,115100.0,False
quemu_quemu,True,la_plata_region,south_america,15276.8,15293.6,72110.8,25500.0,145000.0,4.4,25500.0,218900.0,False
quepos,True,central_america_region,north_america,19512.0,20282.3,76054.4,16600.0,55000.0,0.0,16600.0,75900.0,False
queshan,True,north_china_region,east_asia,34754.9,81848.6,374597.3,22800.0,122200.0,43.1,71300.0,165400.0,False
quetico,True,canada_region,north_america,23482.9,23482.9,80491.4,20500.0,74000.0,2.0,20500.0,83300.0,False
quetta,True,persia_region,middle_east,17131.7,23274.3,40032.2,5200.0,9900.0,19.7,12900.0,27600.0,True
quetzalla,True,aridoamerica_region,north_america,39734.7,48233.0,314244.5,37400.0,121100.0,8.4,45100.0,134500.0,False
qufu,True,north_china_region,east_asia,35659.9,139164.8,171017.4,31200.0,151700.0,87.4,125900.0,282700.0,False
quge,True,tibet_region,east_asia,9527.5,9527.5,9527.5,4100.0,6700.0,17.4,4100.0,25600.0,True
quiaghtena,True,east_coast_region,north_america,50748.8,50938.5,267179.6,30500.0,138200.0,3.0,30500.0,131000.0,False
quiahuixtlan,True,mesoamerica_region,north_america,84605.4,149464.1,328053.8,25800.0,88600.0,35.8,76100.0,150300.0,True
quiahuiztlan,True,mesoamerica_region,north_america,38945.4,42182.6,238425.4,28200.0,91700.0,6.1,28200.0,177200.0,False
quibala,True,kongo_region,central_africa,39419.8,39419.8,136477.5,32600.0,110400.0,3.3,32600.0,183900.0,False
quibdo,True,colombia_region,south_america,22138.2,23088.0,68551.1,18900.0,75000.0,4.5,19600.0,221300.0,False
quicuima,True,colombia_region,south_america,32930.6,59803.5,207780.1,26400.0,107900.0,11.5,54700.0,128600.0,False
quigate,True,great_plains_region,north_america,44839.8,45618.4,271750.0,25800.0,160500.0,4.4,26500.0,346300.0,False
quigualtam,True,east_coast_region,north_america,45392.8,45445.4,292392.4,25800.0,160500.0,0.0,25800.0,346300.0,False
quijos,True,andes_region,south_america,23063.8,23063.8,82506.6,18800.0,56700.0,4.0,18800.0,74400.0,False
quilca,True,andes_region,south_america,9244.8,15731.3,28249.2,9500.0,10800.0,33.1,12300.0,20000.0,True
quillahuaca,True,andes_region,south_america,8654.9,8655.1,15117.6,1000.0,0.0,1.4,1000.0,13900.0,True
quillarumiyoc,True,andes_region,south_america,22620.7,23312.8,68381.9,10200.0,23600.0,10.1,10200.0,30800.0,False
quilongues,True,kongo_region,central_africa,62659.8,62659.8,212428.5,36500.0,93100.0,6.2,36500.0,176300.0,False
quimper,True,france_region,western_europe,29771.7,72233.9,100079.5,31400.0,113800.0,59.1,71100.0,124500.0,False
quimperle,True,france_region,western_europe,32347.8,77172.5,108949.2,31400.0,109100.0,58.4,76500.0,116600.0,False
quincu,True,brazil_region,south_america,22190.1,22202.3,42843.8,26000.0,60800.0,0.0,26000.0,114800.0,False
quines,True,andes_region,south_america,7441.5,7445.4,33472.8,17200.0,35400.0,11.0,17200.0,45200.0,False
quinhagaq,True,alaska_region,north_america,2902.2,2902.2,10916.9,1700.0,29500.0,0.0,1700.0,64800.0,False
quinnipiac,True,east_coast_region,north_america,36762.9,36762.9,177995.6,23300.0,81200.0,1.4,23300.0,97500.0,False
quinsigamond,True,east_coast_region,north_america,35418.1,35418.1,154038.3,18200.0,63500.0,0.1,18200.0,73900.0,False
quinte,True,canada_region,north_america,38591.1,38591.1,194164.8,30600.0,124500.0,3.0,30600.0,127300.0,False
quipana,True,great_plains_region,north_america,40867.3,41518.4,248988.5,28500.0,150900.0,5.4,28500.0,216200.0,False
quippen_bura,True,australia_region,australasia,7335.5,7335.5,21337.2,23100.0,50400.0,0.0,23100.0,56300.0,False
quiquilhue,True,andes_region,south_america,25997.5,30056.4,92150.5,19400.0,58900.0,9.0,20100.0,75200.0,False
quisquisacate,True,chaco_region,south_america,9662.4,9683.8,50414.2,28400.0,138800.0,6.7,28400.0,217600.0,False
quitchupah,True,west_coast_region,north_america,3733.4,3737.0,10339.6,5700.0,11900.0,0.0,5700.0,31800.0,False
quito,True,andes_region,south_america,21968.3,23399.1,75332.6,21400.0,50800.0,11.8,21400.0,67400.0,False
quivira,True,great_plains_region,north_america,41319.2,52533.6,235573.3,29300.0,111400.0,8.9,42900.0,112400.0,False
quixara,True,brazil_region,south_america,31787.2,31787.2,65369.0,32000.0,95100.0,1.0,32000.0,154000.0,False
quizquiz,True,east_coast_region,north_america,43429.3,43890.3,242150.8,26500.0,165600.0,4.1,27200.0,307700.0,False
qujiang,True,south_china_region,east_asia,19216.5,60076.2,156401.2,23500.0,123300.0,43.1,61900.0,244100.0,False
qujiang_guangan,True,west_china_region,east_asia,19246.0,83374.6,302409.0,18700.0,120200.0,41.5,72400.0,210500.0,False
qulensya,True,arabia_region,middle_east,11361.8,11443.4,11617.2,7400.0,5600.0,36.2,7400.0,36000.0,True
qumarleb,True,tibet_region,east_asia,7227.1,7227.1,7227.1,1600.0,1700.0,4.5,1600.0,12700.0,True
qumbash,True,xinjiang_region,east_asia,8770.3,16675.6,21625.6,7900.0,41900.0,20.1,11300.0,43100.0,False
qumis,True,persia_region,middle_east,17467.1,20487.7,40856.6,8500.0,10500.0,16.1,9900.0,28000.0,True
qumisha,True,persia_region,middle_east,7267.7,13293.0,17424.1,5200.0,9900.0,16.3,8000.0,27600.0,True
qupayapu,True,andes_region,south_america,8703.5,9630.7,12272.3,6900.0,8900.0,6.3,8300.0,23000.0,True
qurain,True,arabia_region,middle_east,10623.7,10623.7,10623.7,7900.0,9200.0,6.0,7900.0,27400.0,True
qurayyat_al_milh,True,arabia_region,middle_east,11388.1,11388.1,11388.1,8500.0,9300.0,5.2,8500.0,19000.0,True
qurliqtuq,True,alaska_region,north_america,1395.1,1395.1,1395.1,1500.0,5100.0,0.0,1500.0,12600.0,False
qurlutuq,True,canada_region,north_america,1337.8,1337.8,1337.8,3500.0,33400.0,0.0,3500.0,40100.0,False
qus,True,egypt_region,north_africa,3791.8,50064.6,53629.4,7900.0,15400.0,50.6,14700.0,33100.0,True
qusayr,True,crescent_region,middle_east,34833.8,37971.6,69658.4,20800.0,50700.0,33.2,21500.0,50500.0,False
qushan,True,east_china_region,east_asia,30138.4,54690.2,135618.0,29600.0,148700.0,61.5,51400.0,359800.0,False
qusqu,True,andes_region,south_america,13979.8,13983.4,36055.4,2000.0,1500.0,3.4,2000.0,18300.0,True
qusquasrundee,True,east_coast_region,north_america,43656.2,43848.2,271480.6,29800.0,133100.0,0.0,29800.0,134000.0,False
qutayfah,True,crescent_region,middle_east,14142.9,17195.5,19815.0,5700.0,11900.0,31.6,7100.0,31800.0,True
qutb,True,maghreb_region,north_africa,24251.2,24254.7,39957.2,5700.0,11900.0,10.2,5700.0,33800.0,True
quuiich,True,west_coast_region,north_america,4790.0,4790.0,29757.2,19900.0,47700.0,1.5,19900.0,62200.0,False
quva,True,khorasan_region,central_asia,21522.7,26966.7,61689.7,16100.0,57800.0,28.9,17500.0,58200.0,False
quwo,True,north_china_region,east_asia,29025.5,100677.2,124520.1,19800.0,79000.0,74.6,50600.0,100900.0,True
quy_chau,True,indochina_region,south_east_asia,29356.7,30166.8,108882.1,21200.0,102500.0,21.1,21200.0,141100.0,False
quy_hoa,True,indochina_region,south_east_asia,29599.8,30351.1,98763.5,17700.0,87700.0,24.7,17700.0,137200.0,False
quyang,True,north_china_region,east_asia,32064.0,32905.5,128170.2,27500.0,110800.0,34.2,27500.0,220900.0,False
quynh_lam,True,indochina_region,south_east_asia,62465.3,65530.1,261426.2,22600.0,134300.0,24.7,22600.0,221000.0,False
quyon,True,canada_region,north_america,35242.6,35242.6,159513.1,27200.0,101500.0,2.0,27200.0,112800.0,False
quz_rajab,True,nubia_region,east_africa,9690.8,12437.7,20445.9,18300.0,10200.0,16.4,21700.0,43200.0,True
quzhou,True,north_china_region,east_asia,29952.5,82802.3,114942.9,19400.0,84600.0,69.2,66700.0,108100.0,False
qw_ewt,True,west_coast_region,north_america,1877.6,1877.6,4907.2,600.0,2100.0,0.0,600.0,24600.0,False
qwaqwa,True,southern_africa_region,southern_africa,83692.8,83735.6,268208.3,27300.0,92100.0,1.1,27300.0,131500.0,False
rabat,True,maghreb_region,north_africa,42337.2,64451.8,99915.0,36800.0,109200.0,46.1,58100.0,117400.0,False
rabkob,True,bengal_region,south_asia,40329.7,66714.2,288085.8,23800.0,144900.0,30.4,46800.0,206700.0,False
rabor,True,persia_region,middle_east,10127.3,10607.2,27748.9,5200.0,9900.0,12.4,5200.0,27600.0,True
rachakonda,True,deccan_region,south_asia,40141.0,81374.4,232937.1,30100.0,121900.0,34.1,67500.0,249100.0,False
raciborz,True,baltic_region,eastern_europe,35336.0,60218.1,161298.2,29200.0,125700.0,34.9,53400.0,132900.0,False
radaa,True,arabia_region,middle_east,9668.3,10832.1,12138.9,8500.0,9300.0,46.6,8500.0,40900.0,True
radhanpur,True,western_india_region,south_asia,28983.6,43247.1,69048.6,22900.0,51900.0,26.6,32800.0,59500.0,False
radkan,True,khorasan_region,central_asia,36549.7,36618.2,72597.1,14900.0,35500.0,12.3,14900.0,47300.0,True
radnor,True,great_britain_region,western_europe,23980.6,92832.4,101096.8,20800.0,85800.0,58.4,86500.0,86500.0,True
radogosch,True,ruthenia_region,eastern_europe,30390.7,47967.4,113661.5,27200.0,97800.0,23.1,50600.0,112800.0,False
radom,True,baltic_region,eastern_europe,34240.7,48809.7,134089.2,24300.0,82700.0,30.3,33400.0,96300.0,False
radomsko,True,baltic_region,eastern_europe,34482.4,60868.8,139779.9,28200.0,99300.0,31.6,58600.0,110400.0,False
radovanu,True,carpathia_region,eastern_europe,32107.9,52445.4,125206.9,30300.0,138200.0,35.5,53100.0,139200.0,False
radziejow,True,baltic_region,eastern_europe,33619.0,34562.2,120698.9,29300.0,115500.0,22.3,29300.0,116700.0,False
raebareli,True,hindustan_region,south_asia,16412.9,74585.7,212391.6,24700.0,154500.0,45.0,78400.0,253100.0,False
rafsanjan,True,persia_region,middle_east,4546.5,11604.7,14609.8,7500.0,9000.0,14.5,10300.0,18000.0,True
ragh,True,khorasan_region,central_asia,17972.0,25001.1,43917.0,19000.0,54000.0,24.8,26700.0,63600.0,False
raghdan,True,arabia_region,middle_east,6606.7,8326.0,14176.2,6400.0,4100.0,5.9,7800.0,27300.0,True
ragnit,True,baltic_region,eastern_europe,32463.3,49486.4,144084.3,27500.0,119100.0,16.6,40200.0,126500.0,False
raguli,True,steppes_region,eastern_europe,17517.4,17539.2,54498.7,18200.0,59400.0,8.1,18200.0,69600.0,False
ragunda,True,scandinavian_region,western_europe,14912.7,15124.7,54429.1,10300.0,27700.0,5.7,10300.0,47200.0,False
rahachow,True,ruthenia_region,eastern_europe,30118.4,58017.7,120835.3,28200.0,124200.0,32.1,53800.0,123500.0,False
rahatgarh,True,central_india_region,south_asia,47954.0,65219.9,227719.7,30100.0,146700.0,35.0,49600.0,218700.0,False
rahayta,True,ethiopia_region,east_africa,10958.5,10958.5,10958.5,10900.0,17200.0,4.6,10900.0,30400.0,False
rahba,True,crescent_region,middle_east,10722.4,14331.8,25123.7,7900.0,9200.0,22.8,7900.0,32800.0,True
rahimabad,True,persia_region,middle_east,23316.5,31258.4,53180.4,14900.0,35500.0,24.4,22600.0,51500.0,False
rahon,True,hindustan_region,south_asia,40307.7,82538.6,163633.4,24700.0,148300.0,53.2,66600.0,253100.0,False
rahor,True,tibet_region,east_asia,7658.8,7658.8,9725.5,1000.0,0.0,16.3,1000.0,12100.0,True
rahsaan_khad,True,mongolia_region,east_asia,9416.0,9416.0,22046.1,8800.0,23800.0,7.5,8800.0,29400.0,False
raichur,True,deccan_region,south_asia,42793.6,78769.6,127762.1,24100.0,77200.0,47.9,58300.0,86500.0,True
raigadh,True,bengal_region,south_asia,43067.5,73402.0,272051.0,30100.0,128100.0,37.6,67600.0,253300.0,False
raigarh,True,deccan_region,south_asia,42037.3,42037.3,207245.3,31800.0,113400.0,16.5,31800.0,214100.0,False
raighar,True,bengal_region,south_asia,42334.8,90760.7,244385.5,34100.0,113900.0,40.9,81800.0,213300.0,False
raikot,True,hindustan_region,south_asia,45438.6,76056.6,117814.3,35000.0,136900.0,45.0,63700.0,129900.0,False
raipur,True,central_india_region,south_asia,14769.7,75366.9,243502.6,28000.0,114100.0,37.1,76500.0,246000.0,False
raipur_bengal,True,bengal_region,south_asia,40008.5,65058.8,209743.3,29000.0,115600.0,34.4,50100.0,247000.0,False
rairangpur,True,bengal_region,south_asia,39732.9,56481.2,265506.7,25900.0,154500.0,33.1,37900.0,228100.0,False
raisa,True,scandinavian_region,western_europe,1469.5,1469.5,1469.5,0.0,500.0,3.7,0.0,20600.0,True
raisin,True,central_india_region,south_asia,42121.5,74056.3,206063.2,29300.0,140200.0,43.4,60700.0,227100.0,False
raivke,True,scandinavian_region,western_europe,13216.3,13216.3,44712.6,2100.0,13100.0,0.0,2100.0,34200.0,True
rajabar,True,western_india_region,south_asia,5098.5,5113.1,6351.8,9900.0,37500.0,19.1,9900.0,52900.0,False
rajamahendry,True,deccan_region,south_asia,20807.8,111666.2,317184.8,29200.0,131800.0,53.9,115200.0,374600.0,False
rajanari,True,hindustan_region,south_asia,18681.7,18927.8,61678.9,20600.0,100800.0,30.0,20600.0,104900.0,False
rajapur,True,deccan_region,south_asia,52391.6,55603.8,212586.6,35400.0,95700.0,18.1,35400.0,208900.0,False
rajgir,True,bengal_region,south_asia,29431.9,67984.7,289513.6,24700.0,154500.0,45.5,55400.0,253100.0,False
rajim,True,central_india_region,south_asia,32467.3,76585.2,287610.3,30000.0,114400.0,33.5,78500.0,252400.0,False
rajmahal,True,bengal_region,south_asia,41939.0,82307.4,262715.5,24700.0,154500.0,52.2,69500.0,271700.0,False
rajnagar,True,bengal_region,south_asia,32033.7,103484.4,400939.8,22600.0,140500.0,36.8,84000.0,263600.0,False
rajouri,True,hindustan_region,south_asia,22534.6,25623.2,88502.6,25100.0,116400.0,22.0,25100.0,97500.0,False
rakaia,True,new_zealand_region,australasia,52030.3,52030.3,249508.9,21300.0,88600.0,1.0,21300.0,90900.0,False
rakau,True,ruthenia_region,eastern_europe,30581.1,47163.8,116648.4,27200.0,97900.0,19.7,44000.0,109400.0,False
rakhiv,True,carpathia_region,eastern_europe,13970.3,14784.0,51537.3,16700.0,54700.0,18.5,16700.0,68100.0,False
rakhyah,True,arabia_region,middle_east,11135.6,11135.6,11135.6,7000.0,5800.0,47.9,7000.0,35600.0,True
rakitnoye,True,steppes_region,eastern_europe,56492.7,58396.0,110867.5,36400.0,98400.0,12.3,38500.0,110900.0,False
rakitnya,True,russian_region,eastern_europe,26972.0,31351.2,95313.3,23300.0,77500.0,19.6,24700.0,91900.0,False
rakiura,True,new_zealand_region,australasia,5146.2,5146.2,47229.7,19400.0,58500.0,0.0,19400.0,75200.0,False
rakni,True,hindustan_region,south_asia,16986.2,17859.8,38774.5,16200.0,29400.0,19.9,16200.0,44800.0,False
rakovnik,True,south_german_region,western_europe,31274.6,44595.4,125659.8,28500.0,110500.0,38.6,38300.0,122800.0,False
rakvere,True,baltic_region,eastern_europe,23311.9,26297.8,82053.2,19500.0,72500.0,17.4,20900.0,78900.0,False
rala,True,tibet_region,east_asia,5741.7,5741.7,7524.5,5400.0,3800.0,3.5,5400.0,16500.0,True
ralung,True,tibet_region,east_asia,9143.3,9144.0,9192.5,2000.0,1500.0,13.0,2000.0,13100.0,True
rama,True,central_america_region,north_america,32761.2,33857.6,136212.7,22300.0,74400.0,3.3,22300.0,225500.0,False
ramagiri,True,deccan_region,south_asia,26963.3,76324.3,205579.2,25300.0,87600.0,33.8,73300.0,211100.0,False
ramah,True,arabia_region,middle_east,10778.1,10778.1,10778.1,9500.0,10800.0,5.1,9500.0,20000.0,False
ramechhap,True,hindustan_region,south_asia,20863.9,21462.8,77730.7,16200.0,86200.0,28.2,16200.0,81600.0,False
ramenki,True,russian_region,eastern_europe,27934.9,28360.8,96398.2,24600.0,90200.0,16.3,25300.0,96900.0,False
rameshk,True,persia_region,middle_east,5167.3,7654.0,8581.8,8900.0,10700.0,15.5,12300.0,23400.0,False
ramesvaram,True,deccan_region,south_asia,41822.9,57606.5,176660.1,30100.0,128100.0,35.5,39000.0,255500.0,False
ramgad,True,central_india_region,south_asia,27257.5,54547.6,193110.9,17300.0,84800.0,32.3,42800.0,142100.0,False
ramgar,True,western_india_region,south_asia,4103.3,4103.3,5534.5,8900.0,10700.0,19.4,8900.0,19400.0,False
ramgiri,True,bengal_region,south_asia,43245.3,66123.8,323039.5,28700.0,140300.0,33.3,51700.0,213100.0,False
ramhormoz,True,persia_region,middle_east,37269.3,42273.4,82724.8,21900.0,50400.0,17.7,22600.0,58500.0,False
ramkola,True,bengal_region,south_asia,47794.3,57827.9,223503.7,27200.0,136800.0,31.7,32400.0,183700.0,False
ramnagar,True,central_india_region,south_asia,37830.5,69960.3,217506.4,31300.0,146700.0,37.9,62000.0,237700.0,False
ramnagar_bihar,True,hindustan_region,south_asia,19265.4,93243.7,354953.1,24700.0,154500.0,59.1,109100.0,253900.0,False
ramnicu_sarat,True,carpathia_region,eastern_europe,48572.4,54386.0,114353.6,28200.0,124200.0,29.8,30300.0,123500.0,False
ramnicu_valcea,True,carpathia_region,eastern_europe,28018.3,46997.2,124109.2,28400.0,112100.0,22.6,50400.0,118500.0,False
rampa,True,deccan_region,south_asia,51455.2,73628.4,310903.2,39500.0,96100.0,27.8,57300.0,200500.0,False
rampart,True,alaska_region,north_america,2360.2,2360.2,10618.3,800.0,2100.0,0.0,800.0,24800.0,True
rampur_boalla,True,bengal_region,south_asia,20589.7,152555.3,426490.6,20900.0,102400.0,57.1,148900.0,273700.0,True
rampura,True,central_india_region,south_asia,25008.9,44147.5,87491.5,33000.0,88400.0,33.8,49900.0,122700.0,False
ramree,True,indochina_region,south_east_asia,35966.2,53687.9,337336.0,23800.0,85800.0,19.4,41600.0,232900.0,False
ramsele,True,scandinavian_region,western_europe,15556.9,15719.4,58154.7,9000.0,22500.0,2.0,9000.0,45100.0,False
ramsheh,True,persia_region,middle_east,6708.4,11561.7,17237.9,7500.0,9000.0,17.3,10300.0,18000.0,True
ramsis,True,egypt_region,north_africa,23710.6,64434.0,68336.3,8900.0,59900.0,42.0,19100.0,98700.0,True
ramu,True,indochina_region,south_east_asia,23480.4,65490.6,280752.3,27100.0,98100.0,31.3,75600.0,226800.0,False
ran,True,khorasan_region,central_asia,9787.4,9788.0,10235.5,6900.0,8900.0,12.4,6900.0,21200.0,True
rana,True,scandinavian_region,western_europe,1595.2,1595.2,1595.2,0.0,0.0,3.0,0.0,11100.0,True
ranchi,True,bengal_region,south_asia,41104.7,82720.8,221102.4,25700.0,149800.0,48.0,63200.0,253300.0,False
rander,True,western_india_region,south_asia,9973.5,77420.3,202379.3,20200.0,76100.0,59.4,74900.0,196900.0,True
randers,True,scandinavian_region,western_europe,27136.7,54210.2,98260.9,30500.0,126600.0,36.5,56200.0,135000.0,False
randolph,True,west_coast_region,north_america,5371.9,5372.8,15831.7,17300.0,56000.0,0.0,17300.0,64600.0,False
ranea,True,scandinavian_region,western_europe,9383.4,9897.4,31178.4,10700.0,29100.0,6.9,10700.0,44600.0,False
rangamati,True,bengal_region,south_asia,29354.1,66597.2,368708.8,22900.0,120600.0,20.6,71400.0,195300.0,False
rangiroa_atoll,True,polynesia_region,pacific_islands,1047.8,1047.8,1047.8,9200.0,48300.0,0.0,9200.0,73700.0,False
rangkawe,True,andes_region,south_america,29149.9,30982.0,92336.7,28800.0,68400.0,17.6,28800.0,77000.0,False
rangkull_mapu,True,la_plata_region,south_america,17951.6,17985.3,85040.5,25800.0,160500.0,1.6,25800.0,381900.0,False
rangpur_bengal,True,bengal_region,south_asia,20213.0,168568.0,427828.6,24000.0,143200.0,58.0,175000.0,309500.0,True
rangxian,True,north_china_region,east_asia,27587.1,68526.6,128459.9,24700.0,148300.0,50.7,53600.0,253100.0,False
ranibas,True,hindustan_region,south_asia,18070.1,18321.0,59275.0,20600.0,100800.0,28.4,20600.0,104900.0,False
ranikot,True,western_india_region,south_asia,11060.2,21533.9,28586.9,9000.0,34100.0,35.1,15800.0,59700.0,False
rankulche,True,la_plata_region,south_america,8620.1,8625.8,41834.4,26200.0,73400.0,0.0,26200.0,80700.0,False
rano,True,sahel_region,west_africa,47502.1,51457.1,114373.4,33300.0,63300.0,29.5,34000.0,157700.0,False
ranohira,True,madagascar_region,east_africa,62685.7,65506.5,213957.9,33500.0,122600.0,7.1,33500.0,183700.0,False
ranpur,True,western_india_region,south_asia,22332.0,42238.2,69564.6,19300.0,47000.0,31.7,36100.0,71400.0,False
rantau_benar,True,indonesia_region,south_east_asia,24470.5,55755.9,264092.1,25300.0,105800.0,22.1,50800.0,226500.0,False
rantau_panjang,True,indochina_region,south_east_asia,34347.1,45500.4,339890.9,24000.0,92700.0,19.6,41800.0,221500.0,False
ranthambore,True,western_india_region,south_asia,25179.1,69539.8,88389.5,27500.0,92100.0,47.4,67900.0,95300.0,False
ranua,True,scandinavian_region,western_europe,18516.0,18661.0,62405.1,3400.0,13800.0,1.7,3400.0,35500.0,True
ranyah,True,arabia_region,middle_east,10586.5,10586.5,10586.5,9500.0,10800.0,25.9,9500.0,20000.0,False
rao,True,melanesia_region,pacific_islands,29135.0,37664.7,119513.1,24000.0,92700.0,0.3,33900.0,221500.0,False
rapa_nui,True,polynesia_region,pacific_islands,2520.2,2520.2,6381.6,19900.0,76500.0,0.0,19900.0,190800.0,False
rapayan,True,andes_region,south_america,10480.0,10510.8,25437.5,1000.0,0.0,4.0,1000.0,17300.0,True
raphoe,True,ireland_region,western_europe,21066.8,33490.7,69515.9,21300.0,88600.0,22.1,31200.0,90900.0,False
rapla,True,baltic_region,eastern_europe,23406.7,25398.6,80719.3,19500.0,72500.0,16.9,20200.0,78900.0,False
rappahannock,True,east_coast_region,north_america,44447.3,44519.7,281120.7,23400.0,125300.0,2.2,23400.0,238500.0,False
raqchi,True,andes_region,south_america,5975.6,5977.0,10488.5,2000.0,1500.0,6.8,2000.0,18300.0,True
raqqa,True,crescent_region,middle_east,21636.5,35643.5,52221.5,13700.0,28300.0,25.9,27300.0,40600.0,True
raraka_atoll,True,polynesia_region,pacific_islands,1047.8,1047.8,1047.8,9200.0,48300.0,0.0,9200.0,73700.0,False
raritan,True,east_coast_region,north_america,41916.8,41916.8,239445.0,26600.0,96700.0,6.0,26600.0,109700.0,False
raroia_atoll,True,polynesia_region,pacific_islands,1047.8,1047.8,1047.8,9200.0,48300.0,0.0,9200.0,73700.0,False
