location_tag,climate,topography,vegetation,soil_type,fertility,river_level,is_coastal,is_adjacent_to_lake,province,super_region,calibrated_lon,calibrated_lat
tamaroa,continental,floodplains,marsh,loam,very_high,5,False,False,tamaroa_province,america,-90.5869987958402,38.604753827491045
tamathli,subtropical,flatland,coniferous_forest,sand,very_high,1,False,False,mocama_province,america,-82.41063553909834,31.36407471629142
tamaulipeco,hot_steppe,flatland,thicket,clay,moderate,1,True,False,tamaulipeco_province,america,-98.15549153965904,24.40856522795007
tamazaghrane,mediterranean,flatland,savanna,loam,moderate,0,True,False,oran_province,africa,0.15007862231814784,35.69677100462377
tamazula,mediterranean,mountains,mixed_forest,loam,very_high,1,False,False,culiacan_province,america,-106.67082692289478,25.38737041039109
tamba,highland_monsoon,hills,savanna,loam,very_high,0,False,False,kwanza_province,africa,15.499155045891541,-11.408371409037574
tamba_ambriz,savanna,hills,dry_forest,clay,very_high,0,False,False,mbwila_province,africa,14.758933512388865,-7.9324609334691045
tambaga,savanna,flatland,savanna,sand,moderate,0,False,False,nungu_province,africa,1.5151460536037291,11.45993570194852
tamberias,cold_arid,plateau,grasslands,loam,high,0,False,False,cuyo_province,america,-67.43335096177603,-29.13932239691773
tambov,continental,flatland,savanna,loam,high,0,False,False,tambov_province,europe,41.25972675688584,52.81390358127429
tambura,savanna,flatland,savanna,loam,very_high,2,False,False,equatoria_province,africa,27.466921951481822,6.440668399900126
tambusai,tropical,flatland,swamp,loam,moderate,1,False,False,riau_rokan_province,asia,100.18838331720212,1.2642558553390355
tamdegost,hot_steppe,flatland,desert,loam,very_low,0,False,False,marrakesh_province,africa,-8.54637706903938,31.599927670607098
tamdoult,arid,hills,desert,sand,very_low,2,False,False,guzzula_province,africa,-8.302724484163548,29.406896089128487
tamdy,cold_steppe,flatland,grasslands,stony,low,0,False,True,akkol_province,asia,70.5725902195311,43.36248884536379
tame,tropical_monsoon,floodplains,marsh,loam,high,5,False,False,yopo_province,america,-71.13364536346154,6.222993829175729
tamentfoust,mediterranean,hills,thicket,loam,very_high,0,True,False,mitidja_province,africa,3.543777742081602,36.685711925591576
tamiang,tropical,flatland,jungle,loam,moderate,2,True,False,northern_aceh_province,asia,97.92127747860434,4.285418600762598
tamluk,savanna,wetlands,marsh,loam,high,3,True,False,bishnupur_province,asia,87.83547694500987,22.20999293897038
tammisha,dry_summer_continental,mountains,forest,loam,very_high,0,True,False,gorgan_province,asia,54.09381297697237,36.66381219609179
tamna,subtropical,flatland,mixed_forest,loam,very_high,0,True,False,tamna_province,asia,126.51069131373424,33.45422714097191
tamoio,subtropical,wetlands,dry_forest,loam,moderate,0,True,False,guaratuba_province,america,-46.850583427762075,-24.175780938802617
tampacal,savanna,flatland,savanna,loam,high,1,False,False,barinas_province,america,-70.64273499474703,8.161343190219277
tampo,arid,plateau,desert,sand,very_low,0,True,False,puquina_province,america,-71.65571221134002,-16.93152516869968
tampruns,subtropical_monsoon,hills,dry_forest,stony,very_high,2,False,False,piray_province,america,-43.74327872736575,-22.190618397224277
tampu_machay,arctic,mountains,grasslands,sand,low,3,False,False,wari_willka_province,america,-74.79327707056856,-12.249958016894874
tamrah,arid,flatland,desert,stony,very_low,2,False,False,dawasir_province,asia,45.26368452667762,20.58379239195355
tamsabulag,cold_steppe,plateau,grasslands,loam,low,0,False,False,buir_nuur_province,asia,118.13298813542474,47.11371777359327
tamsweg,subarctic,mountains,coniferous_forest,loam,very_low,0,False,False,pongau_province,europe,13.719324040484366,47.177112217338276
tamtoc,savanna,flatland,farmland,clay,high,5,False,False,huasteca_province,america,-98.71544504655648,22.14800632449277
tamu,subtropical_monsoon,hills,jungle,loam,high,5,False,False,htamanthi_province,asia,94.28448543334417,24.2075264171741
tamura,continental,plateau,marsh,silt,very_high,1,False,False,iwaki_province,asia,140.5578185564109,37.41570302736727
tamworth,oceanic,flatland,marsh,loam,moderate,1,False,False,staffordshire_province,europe,-1.8128147868974906,52.77524125629779
tana,continental,wetlands,grasslands,loam,low,3,True,False,tana_province,europe,39.5949918825651,47.38853525828093
tanabi,savanna,rolling,dry_forest,clay,very_high,5,False,False,tanabi_province,america,-50.418656859822335,-20.28400733092001
tanacross,subarctic,hills,coniferous_forest,stony,very_low,0,False,False,nabesna_province,america,-143.28435569431258,63.00217508967789
tanah_putih,tropical,floodplains,swamp,peat,low,3,False,False,riau_rokan_province,asia,100.93304742917479,1.5776884225010641
tanahun,subtropical_monsoon,mountains,mixed_forest,stony,moderate,5,False,False,west_gandak_province,asia,84.00928963492441,28.007544018324907
tanakteuk,subarctic,mountains,coniferous_forest,stony,very_low,1,True,False,kwakwala_province,america,-125.64743172987673,51.08927979925108
tanalelti,dry_summer_continental,mountains,scrubland,loam,low,1,False,False,waashiw_province,america,-119.86669553333186,39.491238151626284
tanalyk,continental,flatland,grasslands,loam,moderate,1,False,False,ural_province,asia,58.397767710186,52.17747247465662
tanana,subarctic,hills,coniferous_forest,silt,very_low,4,False,False,east_dennaakke_province,america,-151.5746872387607,65.04162438140233
tancarville,oceanic,valleys,farmland,loam,very_high,3,True,False,caux_province,europe,0.5399795298740173,49.60927753975377
tanchang,continental_monsoon,mountains,grasslands,loam,moderate,1,False,False,minzhou_province,asia,104.4533537794656,34.013908317759245
tanchaycha,subtropical_monsoon,hills,mixed_forest,loam,low,1,False,False,uza_province,america,-99.34099376076884,21.688352390836442
tancheng,continental_monsoon,floodplains,farmland,loam,very_high,1,False,False,yizhou_shandong_province,asia,118.30659524843975,34.65947793786035
tancitaro,savanna,mountains,mixed_forest,loam,very_high,0,False,False,patzcuaro_province,america,-102.21819214780388,19.197822823803804
tanda,hot_steppe,floodplains,savanna,sand,low,5,False,False,tyenga_province,africa,2.9966611536270022,12.207104141350879
tandang_sari,tropical,wetlands,swamp,loam,moderate,1,True,False,santubong_province,asia,111.39631775541113,1.6509476803967855
tandil,oceanic,wetlands,grasslands,loam,very_high,1,True,False,rangkullmapu_province,america,-57.937873000763005,-37.31420138517153
tandur,savanna,valleys,dry_forest,clay,high,0,False,False,golconda_province,asia,77.78067117302652,17.333285612668224
tanga,savanna,flatland,scrubland,loam,very_high,0,True,False,lower_pangani_province,africa,38.93799214025597,-4.97423845958536
tangamanga,cold_steppe,hills,grasslands,loam,moderate,0,False,False,uza_province,america,-100.9252164038354,22.111506810461808
tangasootack,continental,hills,forest,loam,high,2,False,False,lycoming_province,america,-77.81135784369937,41.085520542621616
tangcheng,subtropical_monsoon,hills,forest,loam,very_high,0,False,False,suizhou_province,asia,113.18308822997994,32.14827294773051
tangdan,highland_monsoon,mountains,forest,loam,high,5,False,False,dongchuan_province,asia,103.06316966743566,26.10993562419353
tangga,tropical,flatland,jungle,loam,moderate,0,True,False,patpatar_province,oceania,152.76570746406617,-3.9666051702082146
tanghe,subtropical_monsoon,flatland,marsh,loam,very_high,1,False,False,nanyang_province,asia,112.8340340253086,32.62687947125397
tangier,mediterranean,flatland,thicket,loam,very_high,0,True,False,habat_province,africa,-5.801129879644179,35.730896909457805
tangipahoa,subtropical,deltas,coniferous_forest,loam,very_high,1,False,True,bulbancha_province,america,-90.45385088350312,30.66527679863576
tangir,subarctic,mountains,grasslands,loam,low,3,False,False,hazara,asia,73.49779948619113,35.68987857140326
tangkhay,subarctic,plateau,coniferous_forest,loam,very_low,1,False,False,aikhal_province,asia,111.8524523871522,65.00606091010673
tangkya,subarctic,mountains,tundra,loam,very_low,3,False,False,gonjo_province,asia,98.1310556730698,31.20703510823143
tangxian,continental_monsoon,hills,mixed_forest,loam,very_high,0,False,False,baoding_province,asia,114.77471397476234,38.932224845436764
tangxing,subtropical_monsoon,hills,mixed_forest,loam,very_high,5,False,False,tianzhou_province,asia,106.33815186107853,23.898261954355128
tangyi,cold_steppe,floodplains,mixed_forest,loam,high,0,False,False,dongchang_province,asia,115.63693173259804,36.58131042668079
tangyin,cold_steppe,flatland,coniferous_forest,loam,high,0,False,False,zhangde_province,asia,114.3301997528664,35.92775463067247
tanhacu,savanna,hills,dry_forest,stony,moderate,0,False,False,itapicuru_province,america,-41.41962138705824,-14.170656053466095
tanico,subtropical,hills,forest,sand,very_high,0,False,False,tanico_province,america,-93.22606283595377,35.552507766776635
tanimuu,subtropical,flatland,grasslands,loam,very_high,2,False,False,kitaish_province,america,-96.32418749744971,32.2301260859041
tanjay,tropical_monsoon,hills,jungle,loam,moderate,0,True,False,buglas_province,asia,123.04959320606167,9.399919659485597
tanjin,subtropical,hills,coniferous_forest,loam,high,5,False,False,tengzhou_guangxi_province,asia,110.84296011533945,23.271057821524295
tanjung_balai,tropical,flatland,swamp,loam,low,2,True,False,pannai_province,asia,99.65035880076448,2.7758994712667353
tanjung_palas,tropical,wetlands,swamp,loam,low,3,True,False,berau_province,asia,117.46887954443281,2.7620042564268124
tanjungpinang,tropical,flatland,swamp,sand,moderate,0,True,False,riau_islands_province,asia,104.09937321175391,0.9568840314301147
tanjungpura,tropical,flatland,swamp,sand,low,5,True,False,sukadana_province,asia,110.33880521018352,-1.5533736273481984
tanjungpuri,tropical,hills,jungle,loam,low,1,False,False,banjar_province,asia,115.46522886946843,-1.870438190921379
tank,arid,hills,scrubland,sand,moderate,0,False,False,karman_province,asia,70.243265540831,32.37151436799545
tankular,savanna,flatland,savanna,loam,moderate,0,True,False,casamance_province,africa,-15.4896430302542,13.315443908162136
tankwa,arid,flatland,scrubland,stony,very_low,0,False,False,trakamma_province,africa,19.837361888554398,-32.36164611053506
tanna,tropical,hills,grasslands,loam,very_high,0,True,False,efate_province,oceania,169.31991651538107,-19.46179152144148
tanomah,arid,mountains,scrubland,stony,very_low,0,False,False,abha_province,asia,42.23818794844746,19.284702554983493
tansen,subtropical_monsoon,mountains,mixed_forest,loam,very_high,3,False,False,west_gandak_province,asia,83.86904868899683,27.72306131811638
tansyk,continental,flatland,grasslands,loam,low,0,False,False,kayalyk_province,asia,79.81810134800514,47.558790420515805
tantan,arid,flatland,desert,sand,very_low,2,True,False,oued_edhahab_province,africa,-11.396820020345956,28.18073658327162
tantaricuy,arid,mountains,dry_forest,sand,moderate,0,False,False,markahuamachuco_province,america,-78.89106306562473,-7.32773209414382
tanumah,arid,plateau,scrubland,loam,very_low,0,False,False,east_qassim_province,asia,44.342262888160946,27.104370683980196
tanwakanwakaghe,continental,flatland,forest,loam,very_high,2,False,False,meramec_province,america,-93.12259203991925,38.43273459401902
taokas,subtropical_monsoon,flatland,mixed_forest,loam,high,0,True,False,west_taiwan_province,asia,120.84733849187188,24.53530345001141
taolambiby,hot_steppe,flatland,savanna,sand,high,2,False,False,maroserana_province,africa,44.70882404668396,-23.481564238055693
taoondewake,continental,hills,mixed_forest,sand,very_low,0,True,False,stadacona_province,america,-70.19981023726294,47.82554365015312
taoudenni,arid,flatland,desert,stony,very_low,0,False,False,taghaza_province,africa,-4.080644303431171,22.782798672808397
taourirt,cold_steppe,flatland,desert,sand,low,1,False,False,oujda_province,africa,-2.594234920023041,34.511165763375885
taovaya,subtropical,flatland,savanna,loam,very_high,1,False,False,kitaish_province,america,-97.99988627971277,33.61046532899754
taowen,continental_monsoon,plateau,mixed_forest,silt,moderate,1,False,False,tangwang_province,asia,129.00036469904921,48.05079032695847
taoyuan,subtropical,floodplains,marsh,loam,high,3,False,False,changde_province,asia,111.25347945061549,29.065368448284826
taoyuan_huaian,subtropical_monsoon,floodplains,marsh,loam,high,0,False,True,huaian_province,asia,118.62635515221984,33.73701131136311
tapaje,tropical,hills,jungle,loam,low,2,False,False,tumaco_province,america,-77.91958176463646,1.4985934243581414
tapajo,tropical_monsoon,wetlands,swamp,loam,low,5,False,True,amazon_province,america,-56.70686416057447,-2.331119886461927
tapaktuan,tropical,mountains,jungle,clay,moderate,2,True,False,southern_aceh_province,asia,97.18557560877917,3.381677928106291
tapalquen,oceanic,flatland,grasslands,loam,very_high,1,False,False,rangkullmapu_province,america,-60.54119421241319,-36.771159443654646
tapani,continental,flatland,mixed_forest,stony,low,1,False,False,gatineau_province,america,-74.90396563758767,47.132703959437116
tapeba,savanna,flatland,thicket,stony,high,0,True,False,acarau_province,america,-39.03046338471705,-3.8156113554883344
tapes,subtropical,flatland,marsh,loam,very_high,0,True,False,jacui_province,america,-50.91504836246861,-30.071930454704454
tapiete,hot_steppe,flatland,dry_forest,sand,very_high,0,False,False,lumnanas_province,america,-61.671666902941695,-21.007688006558773
tapirape,savanna,flatland,jungle,clay,high,5,False,False,araguaia_province,america,-51.35369690462818,-10.356959431708905
taplejung,highland_monsoon,mountains,dry_forest,loam,low,2,False,False,lower_kosi_province,asia,87.76513953796746,27.450680339058977
tapo,tropical_monsoon,mountains,jungle,loam,high,0,False,False,barinas_province,america,-71.15374371165754,8.127905172747612
taposa,subtropical,floodplains,marsh,loam,very_high,5,False,False,yazoo_province,america,-90.13116289733608,34.15918461555048
tappahanna,subtropical,flatland,forest,sand,low,0,True,False,delaware_province,america,-75.5023098635177,39.05728410242267
tappan,continental,hills,forest,loam,moderate,3,False,False,manhattan_province,america,-74.08213051729598,41.30081809940271
tapqaq,subarctic,flatland,mixed_forest,stony,very_low,0,True,False,unaligmiut_province,america,-161.83477307542177,62.92547915882826
tapu_tuitn,continental,flatland,coniferous_forest,sand,low,0,True,False,epexiwitk_province,america,-63.12304781777442,46.424981805262725
tapuia,savanna,plateau,thicket,stony,high,0,False,False,acarau_province,america,-40.76350123177659,-3.9295828159923936
tapuios,savanna,wetlands,thicket,sand,moderate,5,True,False,paranaiba_province,america,-42.56185336005046,-3.1100530997770024
tapuitapera,tropical_monsoon,wetlands,jungle,loam,moderate,3,True,False,pindare_province,america,-45.18685780167249,-2.8551305231767947
tapuy,tropical,rolling,jungle,clay,high,0,True,False,tapuy_province,america,-39.33469213847107,-16.295451428747246
taquara,oceanic,hills,jungle,loam,moderate,5,False,False,chopim_province,america,-50.842189723584596,-26.723824212489276
taquarucu,savanna,flatland,jungle,clay,very_high,5,False,False,tacuru_province,america,-52.70646146619967,-21.668638796135316
tara,subarctic,floodplains,mixed_forest,silt,moderate,3,False,False,tara_province,asia,73.90078662656475,56.730734645334074
taragui,subtropical,wetlands,marsh,loam,very_high,2,False,False,ibera_province,america,-58.590986035779366,-28.767087413049516
tarakan,tropical,wetlands,jungle,loam,low,0,True,False,tarakan_province,asia,117.19073306755126,3.3158228504966427
tarakanda,subtropical_monsoon,floodplains,marsh,loam,high,5,False,False,mymensingh_province,asia,90.48206679686075,25.00836069783406
taramakau,oceanic,hills,forest,loam,low,1,True,False,tai_poutini_province,oceania,171.0582342199085,-42.90290846424321
taranagar,arid,flatland,scrubland,sand,very_low,0,False,False,jangladesh,asia,75.2389997139673,28.670642870924137
tarankol,continental,wetlands,grasslands,loam,moderate,1,False,True,tarankol_province,asia,68.1448742801636,53.8165898063455
taranto,mediterranean,flatland,farmland,loam,low,0,True,False,otranto_province,europe,17.493554518957183,40.481000095387806
tarapaca,cold_arid,plateau,desert,sand,very_low,0,True,False,tarapaca_province,america,-69.74379467035226,-19.429286262892223
tararua,oceanic,hills,savanna,loam,very_high,0,True,False,whanganui_province,oceania,176.13068509852053,-40.5109360816826
tarascon,mediterranean,valleys,grasslands,loam,moderate,5,False,True,aquisextain_province,europe,4.969581466065733,43.80756516712368
tarasp,arctic,mountains,grasslands,loam,very_low,1,False,False,graubunden_province,europe,10.324811628174587,46.813344615319764
tarawa_atoll,tropical,atoll,jungle,loam,very_low,0,True,False,tungaru_province,oceania,172.9536118881495,1.4544001431667557
tarazona,cold_steppe,flatland,thicket,stony,low,2,False,False,zaragoza_province,europe,-1.4378625086300758,41.80650321380815
tarbeevka,continental,flatland,coniferous_forest,silt,high,0,False,False,bogdanovo_province,europe,43.24948401725581,54.203094224769316
tarbes,oceanic,flatland,grasslands,loam,very_high,0,False,False,bearn_bigorre_province,europe,0.09744017809896377,43.20892237288029
tarczyn,continental,flatland,coniferous_forest,sand,very_high,0,False,False,warsaw_province,europe,20.785979303902565,52.11198844481455
targabatay,cold_steppe,flatland,grasslands,loam,low,0,False,True,emin_province,asia,82.7097612865964,46.64188132464168
targim,continental,mountains,forest,stony,high,0,False,False,simsir_province,europe,45.04482014153052,43.062938503809235
targoviste,continental,valleys,marsh,loam,very_high,0,False,False,north_muntenia_province,europe,25.53486363259009,44.8609949385193
targoviste_BUL,continental,hills,forest,loam,very_high,0,False,False,preslav_province,europe,26.64310386376738,43.32116297251139
targu_bengai,continental,flatland,forest,loam,very_high,0,False,False,north_oltenia_province,europe,23.651069072440094,45.10476242819153
targu_jiu,continental,flatland,forest,loam,high,0,False,False,north_oltenia_province,europe,23.25308638745122,45.163889341386174
targu_lapusnei,continental,flatland,forest,loam,very_high,0,False,False,orhei_province,europe,28.401501201858366,46.986517275991645
targu_mures,continental,plateau,forest,loam,very_high,0,False,False,szekelyfold_province,europe,24.733626263496944,46.59956726719969
targu_neamt,continental,hills,forest,loam,very_high,1,False,False,bacau_province,europe,26.514845257783833,47.196156521526234
targu_trotus,continental,mountains,mixed_forest,loam,very_high,2,False,False,bacau_province,europe,26.57312844315561,46.42376664883047
targul_saratii,continental,flatland,coniferous_forest,loam,high,2,False,False,iasi_province,europe,28.203048656433197,46.447885596362156
tarhasi,subtropical_monsoon,valleys,dry_forest,loam,very_high,1,False,False,palamau_province,asia,84.43463264441897,24.057814797622335
tarhuna,arid,flatland,desert,sand,very_low,0,False,False,misratah_province,africa,14.063592227858976,32.11703756420453
tariaca,tropical,hills,jungle,clay,moderate,1,True,False,tariaca_province,america,-83.34724138364967,9.993104085283228
tarifa,mediterranean,hills,marsh,clay,moderate,0,True,False,cadiz_province,europe,-5.770283551020242,36.21683293451595
tarija,highland_monsoon,mountains,grasslands,loam,high,1,False,False,saipuru_province,america,-64.44388908729334,-21.645705177618954
tarim,arid,valleys,scrubland,sand,very_low,0,False,False,hadramawt_province,asia,49.15448563348579,16.193535072387622
tarinkot,dry_summer_continental,mountains,scrubland,loam,very_low,2,False,False,bost_province,asia,65.94277478746784,32.65583453964934
tarki,cold_steppe,flatland,grasslands,loam,moderate,1,True,False,tarki_province,europe,47.32337277250099,43.14494479144221
tarmatambo,arctic,mountains,scrubland,loam,very_low,0,False,False,hatun_xauxa_province,america,-75.62400941112577,-11.322859497318214
tarna,subarctic,mountains,coniferous_forest,stony,very_low,2,False,False,ume_lappmark_province,europe,16.106552261795684,65.19647153463319
tarnogsky_gorodok,subarctic,flatland,coniferous_forest,loam,moderate,2,False,False,totma_province,europe,43.522140359568084,60.41149331220356
tarnovo,continental,hills,savanna,loam,very_high,0,False,False,tarnovo_province,europe,25.625252288466925,43.310600719171426
tarnow,continental,flatland,forest,loam,high,5,False,False,pilzno_province,europe,21.044823478188164,50.13719483267998
tarntanya,mediterranean,hills,savanna,loam,moderate,0,True,False,narangga_province,oceania,138.73703822853838,-34.95016520856589
tarom,arid,plateau,scrubland,sand,very_low,0,False,False,darab_province,asia,55.75072949381243,28.116316832777155
taroudant,hot_steppe,flatland,scrubland,loam,low,0,False,False,sus_province,africa,-8.745276668085438,30.621135990939532
tarragona,mediterranean,flatland,thicket,loam,low,0,True,False,new_catalonia_province,europe,1.1023001761987814,41.19700411461887
tarrana,arid,deltas,marsh,stony,very_low,3,False,False,buhayra_province,africa,30.635157056193663,30.472589529592618
tarrega,subtropical,flatland,savanna,loam,low,1,False,False,new_catalonia_province,europe,1.0419180365843772,41.73245459065223
tarsus,mediterranean,flatland,savanna,loam,very_high,0,True,False,tarsus_province,asia,34.66444121183332,36.91223180930664
tartas,oceanic,wetlands,grasslands,sand,very_high,0,True,False,tursan_province,europe,-1.0071102778308614,43.99133607443755
tartu,continental,flatland,swamp,stony,low,0,False,True,tartu_province,europe,26.524814663361894,58.142796646173764
tartus,mediterranean,flatland,savanna,loam,high,0,True,False,latakia_province,asia,36.20375109070932,34.7887265650923
tarung,subtropical_monsoon,mountains,jungle,sand,moderate,5,False,False,hkamti_province,asia,96.43271287316747,26.89165496874088
tarusa,continental,flatland,forest,silt,high,2,False,False,tarusa_province,europe,37.11135324170465,54.591587431886815
tarvagatai,subarctic,hills,savanna,loam,low,5,False,False,selenga_province,asia,103.79509322478896,49.55636742875658
tas_kichu,cold_steppe,flatland,grasslands,loam,very_low,0,False,False,shagiz_province,asia,53.77557830747651,48.24827830146785
tas_yuryakh,subarctic,mountains,coniferous_forest,sand,very_low,3,False,False,yuktali_province,asia,120.54157796493644,56.78556067711658
tases,savanna,floodplains,jungle,stony,low,0,False,False,chichen_itza_province,america,-87.74084377444666,21.11084517698497
taseyevo,subarctic,flatland,mixed_forest,silt,moderate,4,False,False,kamensk_province,asia,94.31422599891704,57.374463181290224
tashigang,cold_arid,mountains,tundra,loam,very_low,1,False,False,rutok_province,asia,79.3170088141278,32.939774464747224
taskala,continental,flatland,grasslands,loam,low,0,False,False,taskala_province,europe,50.01302999072996,50.75282933464278
taskayevo,continental,wetlands,grasslands,loam,moderate,0,False,True,sartlan_province,asia,78.0545833506693,54.232770391592126
taskopru,continental,plateau,forest,stony,high,0,False,False,kastamonu_province,asia,34.21200522836452,41.543041429687676
tastil,highland_monsoon,mountains,grasslands,loam,low,0,False,False,jujuy_province,america,-65.75437530847199,-24.55300487028465
tasty,cold_arid,flatland,scrubland,loam,very_low,2,False,False,sozak_province,asia,68.42956913215653,44.84733838233095
tasuktul,cold_steppe,flatland,scrubland,loam,low,1,False,False,kuragharty_province,asia,73.71854560920815,43.92264419679946
tata,continental,flatland,marsh,loam,very_high,5,False,False,buda_province,europe,18.30029228924306,47.64321984571284
tata_MOR,arid,valleys,desert,sand,very_low,2,False,False,guzzula_province,africa,-7.797769699723688,29.675379790654787
tatahuitalpan,tropical_monsoon,floodplains,jungle,loam,low,5,False,False,otolum_province,america,-91.27310453656463,17.6427868712774
tatal,cold_arid,hills,desert,sand,very_low,0,True,False,atacama_province,america,-69.84256658745832,-25.389524771653598
tatama,tropical,mountains,grasslands,loam,low,1,False,False,choco_province,america,-76.08999926436977,5.529246084403829
tatamagouche,continental,flatland,coniferous_forest,loam,high,0,True,False,agg_piktuk_province,america,-63.14456087764469,45.682890970519495
tataouine,arid,flatland,desert,sand,very_low,0,False,False,djafara_province,africa,10.964944739096836,32.777314918281064
tatarskaya_tesyu,subarctic,hills,grasslands,loam,low,0,False,False,novosyolovo_province,asia,90.3196579698681,54.38997373362167
tatartup,continental,flatland,grasslands,loam,very_high,2,False,False,alania_province,europe,44.27377121033987,43.38703932897217
tatau,tropical,flatland,swamp,loam,moderate,5,True,False,lower_rajang_province,asia,113.02080171081917,2.661355066768669
tatev,continental,mountains,tundra,loam,moderate,0,False,False,syunik_province,europe,46.026694198261225,39.55194582299613
tathlith,arid,valleys,desert,sand,very_low,0,False,False,tathlith_province,asia,43.39666728528829,19.629136762204386
tatinnai,subarctic,wetlands,marsh,stony,very_low,2,False,False,thaolintoa_province,america,-97.95782094536736,60.417166029672515
tatrang,cold_arid,plateau,desert,sand,very_low,0,False,False,charchan_province,asia,86.31504477480405,38.67725388853051
tatsan,subarctic,hills,mixed_forest,stony,very_low,1,False,False,thubun_province,america,-107.58088153808185,61.90282310972539
tatsinskaya,continental,flatland,grasslands,loam,moderate,0,False,False,ust_tsimla_province,europe,41.781300576334274,48.283884630863085
tattaguine,hot_steppe,floodplains,savanna,sand,low,0,False,False,siine_province,africa,-16.231795479436414,14.305177734125335
tatvan,dry_summer_continental,floodplains,savanna,loam,low,0,False,True,van_province,europe,42.59160818529327,38.4576693783463
tatyshly,continental,flatland,coniferous_forest,silt,high,0,False,False,kasevo_province,europe,55.71517734752044,56.14579581217168
taubate,subtropical,hills,savanna,stony,very_high,2,False,False,taubate_province,america,-45.546706463305554,-23.123303163576985
tauberbischofsheim,continental,flatland,grasslands,loam,very_high,2,False,False,tauberfranken_province,europe,9.6816069899306,49.70350092897146
taubonto,tropical_monsoon,flatland,jungle,loam,high,0,True,False,butung_province,asia,121.86828546856208,-4.830746639055454
tauihu,oceanic,hills,grasslands,loam,moderate,1,True,False,whakatu_province,oceania,173.72572304437261,-41.813297921056964
tauisk,subarctic,hills,mixed_forest,sand,very_low,2,True,False,magadan_province,asia,148.074049691935,59.410549722939045
taunat,mediterranean,hills,thicket,loam,high,0,False,False,errif_province,africa,-4.629888585713417,34.62899669611589
taung,cold_steppe,plateau,grasslands,sand,low,2,False,False,eiland_province,africa,24.446023063150193,-28.061953664247312
taunga_tauranga_atoll,tropical,atoll,mixed_forest,stony,very_low,0,True,False,raeffsky_province,oceania,-143.06883644448197,-17.003301275576334
taungataki_atoll,tropical,atoll,mixed_forest,stony,very_low,0,True,False,raeffsky_province,oceania,-144.23456125501326,-16.45395844850374
taungdwingyi,savanna,flatland,dry_forest,loam,high,5,False,False,pagan_province,asia,95.51704188648898,19.85307254226738
taunggyi,subtropical_monsoon,plateau,savanna,loam,high,5,False,False,mongpai_province,asia,97.28968048945325,20.535077888593566
taungoo,savanna,flatland,dry_forest,loam,moderate,2,False,False,taungoo_province,asia,96.22005374984326,19.050992013874676
taungup,tropical_monsoon,hills,jungle,clay,moderate,1,True,False,southern_arakhan_province,asia,94.27873058542048,18.949787324611542
taungurung,oceanic,hills,forest,loam,very_high,1,False,False,braiakalung_province,oceania,145.74951738182824,-36.9756170117698
taunton,oceanic,flatland,grasslands,loam,moderate,0,False,False,somerset_province,europe,-3.1736335246530984,51.04028914179771
tauraba,tropical_monsoon,hills,jungle,loam,moderate,1,True,False,parita_province,america,-81.33014500346479,8.005656626489403
taurage,continental,flatland,marsh,stony,moderate,0,False,False,medininkai_province,europe,22.438304782199964,55.29701366906306
tauramena,tropical_monsoon,floodplains,savanna,sand,high,5,False,False,yopo_province,america,-72.16669088313631,4.824957714614125
tauranga,oceanic,flatland,forest,sand,high,0,True,True,bay_of_plenty_province,oceania,176.08842328743742,-37.93761865356466
tavan,continental,flatland,grasslands,loam,moderate,3,False,False,oleshia_province,europe,33.24314306852068,47.04625868095689
tavan_tolgoi,cold_steppe,plateau,grasslands,loam,very_low,0,False,False,dariganga_province,asia,112.82193999297164,45.37052473261282
tavaputs,cold_steppe,mountains,scrubland,loam,low,2,False,False,central_nuchiu_province,america,-109.60107144396204,39.517536038807336
tavas,mediterranean,plateau,forest,loam,moderate,0,False,False,mugla_province,asia,28.949303127526775,37.44200634277561
tavashay,hot_steppe,floodplains,dry_forest,sand,very_high,0,False,False,lumnanas_province,america,-60.86203484449652,-22.811844508682555
tavastehus,subarctic,flatland,swamp,stony,low,0,False,True,tavastland_province,europe,24.645286624990177,61.02524076335838
tavayveem,subarctic,hills,mixed_forest,stony,very_low,2,True,False,south_onmilin_province,asia,175.55771903906276,63.949113112718024
tavdinsky_sloboda,subarctic,floodplains,swamp,silt,low,2,False,False,tobolsk_province,asia,66.17452176842417,57.52184780574738
taveewach,continental,plateau,coniferous_forest,sand,low,1,False,False,central_nuchiu_province,america,-107.7220767265861,38.67134437445133
taveuni,tropical,flatland,sparse,stony,high,0,True,False,vanua_levu_province,oceania,-179.9690233974061,-16.793682002604772
tavira,mediterranean,flatland,thicket,sand,moderate,2,True,False,algarve_province,europe,-7.621524251263793,37.34928089495654
taviwac,cold_steppe,plateau,coniferous_forest,sand,very_low,0,False,False,alamosa_province,america,-105.98094562905905,37.79753553068564
tavoy,tropical_monsoon,hills,jungle,loam,moderate,2,True,False,tenasserim_province,asia,98.14775631771488,14.26958227426508
tavrenga,subarctic,flatland,coniferous_forest,silt,moderate,0,False,False,velsk_province,europe,40.98916372162341,60.82280798683515
tavsanli,mediterranean,plateau,farmland,stony,low,0,False,False,kutahya_province,asia,29.622620290166765,39.357923195874044
tawahka,tropical,wetlands,jungle,loam,high,3,True,False,mayangna_province,america,-84.09955471614808,15.158634695877549
